dataset,example_id,partition,question_type,annotated_hops,graph_type,seed,node_id,role,annotated_step,semantic_best_rank,lexical_rank,winning_facet,winning_scale,winning_token_start,winning_token_end,winning_question_offset,winning_decoded_span,target_score,best_distractor_score,oracle_margin,facet_count,score_seconds,winning_relative_midpoint,winning_position_bin,winning_hidden_norm,winning_top_parent_score,winning_top_parent_margin,winning_parent_score_entropy,winning_normalized_parent_score_entropy,question_tokens,selector_feature_scope
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,comparison,1,independent,11,1,root,1,4,3,11,1,20,21,10,Sh,-0.10808740556240082,0.00829024612903595,-0.11637765169143677,46,0.0015033999807201326,0.75,late,527.6326293945312,0.00829315185546875,0.10173797607421875,2.5631513595581055,0.9992990493774414,14,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,comparison,1,independent,23,0,root,1,1,1,38,4,20,24,10,Shikoh?,0.020819339901208878,0.0011879759840667248,0.019631363917142153,46,0.001658499997574836,0.8571428571428571,late,293.5611572265625,0.02081298828125,0.019624710083007812,2.562917470932007,0.9992078542709351,14,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,comparison,1,independent,23,1,root,1,4,3,12,1,21,22,11,ik,-0.1639256775379181,-0.14546066522598267,-0.018465012311935425,46,0.001658499997574836,0.8214285714285714,late,528.2366333007812,-0.1455078125,0.0,2.5635581016540527,0.999457597732544,14,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,comparison,1,independent,37,0,root,1,1,1,12,1,21,22,11,ik,-0.030658172443509102,-0.03301655873656273,0.002358386293053627,46,0.0016001000185497105,0.8214285714285714,late,528.2366333007812,-0.0306549072265625,0.0023651123046875,2.5645318031311035,0.9998372197151184,14,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,comparison,1,independent,37,1,root,1,4,3,12,1,21,22,11,ik,-0.06103433668613434,-0.030658172443509102,-0.030376164242625237,46,0.0016001000185497105,0.8214285714285714,late,528.2366333007812,-0.0306549072265625,0.0023651123046875,2.5645318031311035,0.9998372197151184,14,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,comparison,1,independent,53,0,root,1,1,1,11,1,20,21,10,Sh,-0.11341866850852966,-0.14163635671138763,0.02821768820285797,46,0.0016546000260859728,0.75,late,527.6326293945312,-0.1134033203125,0.0281982421875,2.562851905822754,0.9991822838783264,14,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,comparison,1,independent,53,1,root,1,6,3,14,1,23,24,13,?,-0.1647060066461563,0.03110036998987198,-0.1958063766360283,46,0.0016546000260859728,0.9642857142857143,late,330.66156005859375,0.031097412109375,0.036712646484375,2.558143377304077,0.9973465800285339,14,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,comparison,1,independent,71,0,root,1,2,1,0,global,32,33,22,"Who died first, Leslie Alcock or Dara Shikoh?",-0.1501031219959259,-0.0593142956495285,-0.0907888263463974,46,0.0020924999844282866,1.6071428571428572,late,335.9962463378906,-0.059326171875,0.0908203125,2.559612512588501,0.9979193210601807,14,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,comparison,1,independent,71,1,root,1,3,3,12,1,21,22,11,ik,-0.1504821479320526,-0.13603390753269196,-0.014448240399360657,46,0.0020924999844282866,0.8214285714285714,late,528.2366333007812,-0.135986328125,0.0020751953125,2.5642318725585938,0.9997203350067139,14,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,comparison,1,independent,11,0,root,1,1,1,6,1,15,16,5,Cruz,-0.01703696697950363,-0.028754927217960358,0.011717960238456726,100,0.009245899971574545,0.22,early,345.14453125,-0.0170440673828125,0.0117034912109375,1.3856117725372314,0.9995076060295105,25,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,comparison,1,independent,11,1,root,1,1,2,1,1,10,11,0,Are,-0.007250070571899414,-0.034683775156736374,0.02743370458483696,100,0.009245899971574545,0.02,early,346.4091796875,-0.007251739501953125,0.027446746826171875,1.3852808475494385,0.9992688894271851,25,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,comparison,1,independent,23,0,root,1,2,1,24,1,33,34,23,country,0.24824094772338867,0.31351304054260254,-0.06527209281921387,100,0.0037468000082299113,0.94,late,321.87994384765625,0.3134765625,0.065185546875,1.3849705457687378,0.9990450739860535,25,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,comparison,1,independent,23,1,root,1,1,2,1,1,10,11,0,Are,0.14892078936100006,0.11072918772697449,0.038191601634025574,100,0.0037468000082299113,0.02,early,346.4091796875,0.14892578125,0.0382080078125,1.385969877243042,0.999765932559967,25,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,comparison,1,independent,37,0,root,1,1,1,5,1,14,15,4,Santa,-0.2525409758090973,-0.2541009783744812,0.0015600025653839111,100,0.003922400006558746,0.18,early,439.1098937988281,-0.25244140625,0.001708984375,1.3858970403671265,0.9997133612632751,25,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,comparison,1,independent,37,1,root,1,1,2,1,1,10,11,0,Are,-0.3077470660209656,-0.32438504695892334,0.016637980937957764,100,0.003922400006558746,0.02,early,346.4091796875,-0.307861328125,0.0166015625,1.386222243309021,0.9999479651451111,25,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,comparison,1,independent,53,0,root,1,1,1,2,1,11,12,1,both,0.08435122668743134,0.07824169099330902,0.0061095356941223145,100,0.003928899997845292,0.06,early,339.7896423339844,0.0843505859375,0.006103515625,1.3849847316741943,0.9990553259849548,25,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,comparison,1,independent,53,1,root,1,1,2,1,1,10,11,0,Are,0.16599026322364807,0.15179097652435303,0.014199286699295044,100,0.003928899997845292,0.02,early,346.4091796875,0.166015625,0.0142822265625,1.3847020864486694,0.9988514184951782,25,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,comparison,1,independent,71,0,root,1,2,1,4,1,13,14,3,",",-0.048123106360435486,0.025933604687452316,-0.0740567110478878,100,0.003727799979969859,0.14,early,339.2051086425781,0.02593994140625,0.074066162109375,1.3850483894348145,0.9991012215614319,25,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,comparison,1,independent,71,1,root,1,1,2,1,1,10,11,0,Are,0.06649890542030334,0.047998979687690735,0.01849992573261261,100,0.003727799979969859,0.02,early,346.4091796875,0.0665283203125,0.018524169921875,1.3856468200683594,0.9995328783988953,25,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,compositional,2,chain,11,0,root,1,1,1,11,1,20,21,10,What,0.15591548383235931,0.10999235510826111,0.045923128724098206,50,0.0014601000002585351,0.7,late,455.6058044433594,0.1558837890625,0.0458984375,2.8813936710357666,0.9968937635421753,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,compositional,2,chain,11,1,terminal,2,1,3,11,1,20,21,10,What,0.15591548383235931,0.10999235510826111,0.045923128724098206,50,0.0014601000002585351,0.7,late,455.6058044433594,0.1558837890625,0.0458984375,2.8813936710357666,0.9968937635421753,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,compositional,2,chain,23,0,root,1,5,1,8,1,17,18,7,',0.1089429184794426,0.22996821999549866,-0.12102530151605606,50,0.003760599996894598,0.5,middle,384.506103515625,0.22998046875,0.007568359375,2.879382610321045,0.9961979985237122,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,compositional,2,chain,23,1,terminal,2,5,3,11,1,20,21,10,What,0.08856578171253204,0.20297393202781677,-0.11440815031528473,50,0.003760599996894598,0.7,late,455.6058044433594,0.2030029296875,0.058837890625,2.884629487991333,0.9980133175849915,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,compositional,2,chain,37,0,root,1,3,1,1,1,10,11,0,Where,-0.3931487798690796,-0.28430622816085815,-0.10884255170822144,50,0.003461299987975508,0.03333333333333333,early,321.2027282714844,-0.284423828125,0.1083984375,2.8861284255981445,0.9985318779945374,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,compositional,2,chain,37,1,terminal,2,3,3,1,1,10,11,0,Where,-0.3931487798690796,-0.28430622816085815,-0.10884255170822144,50,0.003461299987975508,0.03333333333333333,early,321.2027282714844,-0.284423828125,0.1083984375,2.8861284255981445,0.9985318779945374,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,compositional,2,chain,53,0,root,1,6,1,0,global,33,34,23,Where did the composer of song You'Ve Got What Gets Me die?,0.13795384764671326,0.44027870893478394,-0.3023248612880707,50,0.0029844000237062573,1.5666666666666667,late,341.19769287109375,0.440185546875,0.166015625,2.872466802597046,0.9938052892684937,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,compositional,2,chain,53,1,terminal,2,6,3,0,global,33,34,23,Where did the composer of song You'Ve Got What Gets Me die?,0.13795384764671326,0.44027870893478394,-0.3023248612880707,50,0.0029844000237062573,1.5666666666666667,late,341.19769287109375,0.440185546875,0.166015625,2.872466802597046,0.9938052892684937,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,compositional,2,chain,71,0,root,1,1,1,27,2,21,23,11,Gets Me,0.1653827279806137,0.14716726541519165,0.018215462565422058,50,0.0033671000273898244,0.8,late,389.68304443359375,0.1654052734375,0.0181884765625,2.8878626823425293,0.9991319179534912,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,compositional,2,chain,71,1,terminal,2,3,3,26,2,20,22,10,What Gets,0.160621777176857,0.18667110800743103,-0.026049330830574036,50,0.0033671000273898244,0.7333333333333333,late,411.621826171875,0.1866455078125,0.0086669921875,2.887235403060913,0.998914897441864,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,comparison,1,independent,11,0,root,1,1,1,4,1,13,14,3,out,-0.05033817142248154,-0.09254808723926544,0.042209915816783905,50,0.0016711000353097916,0.23333333333333334,early,353.4066467285156,-0.050323486328125,0.042205810546875,2.560471773147583,0.9982543587684631,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,comparison,1,independent,11,1,root,1,4,6,1,1,10,11,0,Which,-0.218318372964859,-0.006496919319033623,-0.21182145364582539,50,0.0016711000353097916,0.03333333333333333,early,342.8037414550781,-0.006496429443359375,0.15768814086914062,2.5581963062286377,0.9973672032356262,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,comparison,1,independent,23,0,root,1,1,1,12,1,21,22,11,Furious,0.15264475345611572,0.13488805294036865,0.01775670051574707,50,0.0018882000003941357,0.7666666666666667,late,438.4898376464844,0.152587890625,0.0177001953125,2.561229944229126,0.9985499382019043,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,comparison,1,independent,23,1,root,1,2,6,13,1,22,23,12,,0.1737760603427887,0.24209481477737427,-0.06831875443458557,50,0.0018882000003941357,0.8333333333333334,late,443.12982177734375,0.2420654296875,0.0682373046875,2.5594735145568848,0.9978651404380798,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,comparison,1,independent,37,0,root,1,1,1,2,1,11,12,1,film,-0.2959446907043457,-0.32025885581970215,0.024314165115356445,50,0.003675399988424033,0.1,early,342.66143798828125,-0.2958984375,0.0244140625,2.564063310623169,0.9996545910835266,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,comparison,1,independent,37,1,root,1,3,6,0,global,33,34,23,"Which film came out first, The Warrior'S Husband or Furious 7?",-0.49287110567092896,-0.4541081488132477,-0.038762956857681274,50,0.003675399988424033,1.5666666666666667,late,342.5571594238281,-0.4541015625,0.027587890625,2.5626466274261475,0.9991022348403931,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,comparison,1,independent,53,0,root,1,3,1,0,global,33,34,23,"Which film came out first, The Warrior'S Husband or Furious 7?",0.04968275874853134,0.07508973777294159,-0.025406979024410248,50,0.0030908999615348876,1.5666666666666667,late,342.5571594238281,0.0750732421875,0.01739501953125,2.559150457382202,0.9977391958236694,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,comparison,1,independent,53,1,root,1,2,6,1,1,10,11,0,Which,0.018244393169879913,0.06962060183286667,-0.051376208662986755,50,0.0030908999615348876,0.03333333333333333,early,342.8037414550781,0.06964111328125,0.0513916015625,2.561359405517578,0.998600423336029,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,comparison,1,independent,71,0,root,1,1,1,1,1,10,11,0,Which,-0.01611727476119995,-0.06348037719726562,0.047363102436065674,50,0.0030539999715983868,0.03333333333333333,early,342.8037414550781,-0.01611328125,0.04736328125,2.5593059062957764,0.997799813747406,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,comparison,1,independent,71,1,root,1,3,6,0,global,33,34,23,"Which film came out first, The Warrior'S Husband or Furious 7?",-0.26381558179855347,-0.11034821718931198,-0.15346736460924149,50,0.0030539999715983868,1.5666666666666667,late,342.5571594238281,-0.1103515625,0.06494140625,2.5599710941314697,0.9980591535568237,15,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,compositional,2,chain,11,0,root,1,1,1,24,2,20,22,10,Go Blue,0.04678204283118248,0.01846718043088913,0.02831486240029335,42,0.00158840004587546,0.8461538461538461,late,351.7005310058594,0.046783447265625,0.0283203125,2.7006914615631104,0.9972826242446899,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,compositional,2,chain,11,1,terminal,2,2,11,15,2,11,13,1,nationality is,0.1188884824514389,0.2253701537847519,-0.10648167133331299,42,0.00158840004587546,0.15384615384615385,early,313.3665771484375,0.225341796875,0.1064453125,2.692227363586426,0.994157075881958,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,compositional,2,chain,23,0,root,1,1,1,9,1,18,19,8,The,0.33623403310775757,0.308921217918396,0.027312815189361572,42,0.0017973000067286193,0.6538461538461539,middle,447.20623779296875,0.336181640625,0.02734375,2.702911376953125,0.9981023669242859,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,compositional,2,chain,23,1,terminal,2,3,11,1,1,10,11,0,What,0.3109776973724365,0.3653600215911865,-0.05438232421875,42,0.0017973000067286193,0.038461538461538464,early,353.8968505859375,0.365478515625,0.025634765625,2.7008068561553955,0.9973252415657043,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,compositional,2,chain,37,0,root,1,4,1,7,1,16,17,6,song,-0.22122251987457275,-0.09063303470611572,-0.13058948516845703,42,0.00197500002104789,0.5,middle,330.0494384765625,-0.09063720703125,0.08953857421875,2.705026149749756,0.9988833069801331,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,compositional,2,chain,37,1,terminal,2,3,11,1,1,10,11,0,What,-0.21734677255153656,-0.20472998917102814,-0.012616783380508423,42,0.00197500002104789,0.038461538461538464,early,353.8968505859375,-0.2047119140625,0.0032958984375,2.703108787536621,0.9981752634048462,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,compositional,2,chain,53,0,root,1,2,1,11,1,20,21,10,Go,-0.0763385221362114,-0.06378421932458878,-0.01255430281162262,42,0.003028300008736551,0.8076923076923077,late,505.2737731933594,-0.06378173828125,0.0125732421875,2.706916093826294,0.9995812177658081,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,compositional,2,chain,53,1,terminal,2,1,11,13,1,22,23,12,?,0.11672081053256989,0.10986427962779999,0.0068565309047698975,42,0.003028300008736551,0.9615384615384616,late,322.2425537109375,0.11669921875,0.0068359375,2.701526641845703,0.9975910186767578,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,compositional,2,chain,71,0,root,1,1,1,8,1,17,18,7,When,0.2770999073982239,0.21658320724964142,0.06051670014858246,42,0.003051400010008365,0.5769230769230769,middle,420.3512878417969,0.277099609375,0.060546875,2.7048282623291016,0.9988102316856384,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,compositional,2,chain,71,1,terminal,2,3,11,1,1,10,11,0,What,0.1883108913898468,0.24426637589931488,-0.05595548450946808,42,0.003051400010008365,0.038461538461538464,early,353.8968505859375,0.2442626953125,0.0343017578125,2.7051329612731934,0.9989227056503296,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,compositional,2,chain,11,0,root,1,1,6,0,global,31,32,21,Where did the director of film Secret Lives (Film) die?,0.22692789137363434,0.2257273942232132,0.0012004971504211426,42,0.0016711000353097916,1.6538461538461537,late,337.3231201171875,0.2269287109375,0.001220703125,2.05610728263855,0.9887785911560059,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,compositional,2,chain,11,1,terminal,2,1,1,1,1,10,11,0,Where,0.12020985782146454,0.013928579166531563,0.10628127865493298,42,0.0016711000353097916,0.038461538461538464,early,321.2027282714844,0.1202392578125,0.1063079833984375,2.063511610031128,0.9923393130302429,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,compositional,2,chain,23,0,root,1,2,6,0,global,31,32,21,Where did the director of film Secret Lives (Film) die?,0.4413931667804718,0.511865496635437,-0.07047232985496521,42,0.001587799983099103,1.6538461538461537,late,337.3231201171875,0.51171875,0.0703125,2.05368709564209,0.9876147508621216,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,compositional,2,chain,23,1,terminal,2,1,1,0,global,31,32,21,Where did the director of film Secret Lives (Film) die?,0.511865496635437,0.4413931667804718,0.07047232985496521,42,0.001587799983099103,1.6538461538461537,late,337.3231201171875,0.51171875,0.0703125,2.05368709564209,0.9876147508621216,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,compositional,2,chain,37,0,root,1,1,6,9,1,18,19,8,(,-0.11666543036699295,-0.23850540816783905,0.1218399778008461,42,0.0016881999908946455,0.6538461538461539,middle,352.0362854003906,-0.11663818359375,0.12188720703125,2.068077802658081,0.9945352077484131,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,compositional,2,chain,37,1,terminal,2,1,1,0,global,31,32,21,Where did the director of film Secret Lives (Film) die?,-0.22571898996829987,-0.26271307468414307,0.0369940847158432,42,0.0016881999908946455,1.6538461538461537,late,337.3231201171875,-0.2257080078125,0.0369873046875,2.0673911571502686,0.9942049980163574,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,compositional,2,chain,53,0,root,1,3,6,0,global,31,32,21,Where did the director of film Secret Lives (Film) die?,0.21027158200740814,0.3337911367416382,-0.12351955473423004,42,0.001848700048867613,1.6538461538461537,late,337.3231201171875,0.333740234375,0.0908203125,2.0634682178497314,0.9923184514045715,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,compositional,2,chain,53,1,terminal,2,1,1,0,global,31,32,21,Where did the director of film Secret Lives (Film) die?,0.3337911367416382,0.24291807413101196,0.09087306261062622,42,0.001848700048867613,1.6538461538461537,late,337.3231201171875,0.333740234375,0.0908203125,2.0634682178497314,0.9923184514045715,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,compositional,2,chain,71,0,root,1,1,6,0,global,31,32,21,Where did the director of film Secret Lives (Film) die?,0.12283055484294891,0.09822699427604675,0.02460356056690216,42,0.0016146000125445426,1.6538461538461537,late,337.3231201171875,0.122802734375,0.02459716796875,2.0642282962799072,0.9926839470863342,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,compositional,2,chain,71,1,terminal,2,1,1,1,1,10,11,0,Where,0.294499933719635,0.28915417194366455,0.005345761775970459,42,0.0016146000125445426,0.038461538461538464,early,321.2027282714844,0.29443359375,0.00537109375,2.072093963623047,0.9964665770530701,13,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,compositional,2,chain,11,0,root,1,1,1,0,global,29,30,19,Where did Prince Ferdinand Of Bavaria's mother die?,-0.09525235742330551,-0.17952246963977814,0.08427011221647263,34,0.0019141999655403197,1.7727272727272727,late,347.68121337890625,-0.09527587890625,0.08428955078125,2.2997312545776367,0.9987605810165405,11,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,compositional,2,chain,11,1,terminal,2,1,4,11,1,20,21,10,?,-0.13293932378292084,-0.15045718848705292,0.01751786470413208,34,0.0019141999655403197,0.9545454545454546,late,321.16717529296875,-0.1329345703125,0.017578125,2.301607847213745,0.9995755553245544,11,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,compositional,2,chain,23,0,root,1,1,1,0,global,29,30,19,Where did Prince Ferdinand Of Bavaria's mother die?,0.3157884478569031,0.24836067855358124,0.06742776930332184,34,0.0015554000274278224,1.7727272727272727,late,347.68121337890625,0.315673828125,0.0672607421875,2.298264741897583,0.9981237053871155,11,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,compositional,2,chain,23,1,terminal,2,5,4,11,1,20,21,10,?,0.12033718824386597,0.1938546895980835,-0.07351750135421753,34,0.0015554000274278224,0.9545454545454546,late,321.16717529296875,0.19384765625,0.01708984375,2.3008317947387695,0.9992385506629944,11,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,compositional,2,chain,37,0,root,1,1,1,0,global,29,30,19,Where did Prince Ferdinand Of Bavaria's mother die?,-0.3621594309806824,-0.414016991853714,0.051857560873031616,34,0.0018232000293210149,1.7727272727272727,late,347.68121337890625,-0.362060546875,0.052001953125,2.3008413314819336,0.9992426633834839,11,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,compositional,2,chain,37,1,terminal,2,4,4,5,1,14,15,4,Of,-0.1388157308101654,-0.05366593599319458,-0.08514979481697083,34,0.0018232000293210149,0.4090909090909091,middle,437.2958679199219,-0.053680419921875,0.067535400390625,2.3014605045318604,0.9995115995407104,11,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,compositional,2,chain,53,0,root,1,1,1,0,global,29,30,19,Where did Prince Ferdinand Of Bavaria's mother die?,0.10510943830013275,0.02419751137495041,0.08091192692518234,34,0.0015504999901168048,1.7727272727272727,late,347.68121337890625,0.1051025390625,0.080902099609375,2.29984974861145,0.9988120198249817,11,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,compositional,2,chain,53,1,terminal,2,3,4,2,1,11,12,1,did,0.09213482588529587,0.1933412253856659,-0.10120639950037003,34,0.0015504999901168048,0.13636363636363635,early,380.949951171875,0.193359375,0.0633544921875,2.3010802268981934,0.9993464350700378,11,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,compositional,2,chain,71,0,root,1,1,1,0,global,29,30,19,Where did Prince Ferdinand Of Bavaria's mother die?,-0.049205292016267776,-0.07008011639118195,0.02087482437491417,34,0.0020322000491432846,1.7727272727272727,late,347.68121337890625,-0.0491943359375,0.0208740234375,2.30037522315979,0.9990402460098267,11,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,compositional,2,chain,71,1,terminal,2,4,4,2,1,11,12,1,did,0.17465053498744965,0.23614688217639923,-0.061496347188949585,34,0.0020322000491432846,0.13636363636363635,early,380.949951171875,0.2362060546875,0.0433349609375,2.30141544342041,0.9994919896125793,11,query states/provenance plus unlabeled parent scores
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,compositional,2,chain,11,0,root,1,2,6,7,1,16,17,6,Ro,0.014700420200824738,0.0588846281170845,-0.044184207916259766,85,0.0013312999508343637,0.29545454545454547,early,494.3372802734375,0.05889892578125,0.04419708251953125,2.5628387928009033,0.9991771578788757,22,query states/provenance plus unlabeled parent scores
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,compositional,2,chain,11,1,terminal,2,6,10,5,1,14,15,4,Duke,0.003628849983215332,0.16079674661159515,-0.15716789662837982,85,0.0013312999508343637,0.20454545454545456,early,359.1136169433594,0.1607666015625,0.063232421875,2.559889793395996,0.9980274438858032,22,query states/provenance plus unlabeled parent scores
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,compositional,2,chain,23,0,root,1,3,6,22,1,31,32,21,?,0.29862117767333984,0.3759022355079651,-0.07728105783462524,85,0.003295400005299598,0.9772727272727273,late,315.0864562988281,0.3759765625,0.033203125,2.562055826187134,0.998871922492981,22,query states/provenance plus unlabeled parent scores
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,compositional,2,chain,23,1,terminal,2,4,10,5,1,14,15,4,Duke,0.29659000039100647,0.4139861464500427,-0.11739614605903625,85,0.003295400005299598,0.20454545454545456,early,359.1136169433594,0.4140625,0.026123046875,2.560638666152954,0.9983194470405579,22,query states/provenance plus unlabeled parent scores
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,compositional,2,chain,37,0,root,1,2,6,8,1,17,18,7,thes,-0.04437883943319321,-0.031665556132793427,-0.01271328330039978,85,0.00380619999486953,0.3409090909090909,middle,475.8874206542969,-0.03167724609375,0.0126953125,2.5645318031311035,0.9998372197151184,22,query states/provenance plus unlabeled parent scores
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,compositional,2,chain,37,1,terminal,2,4,10,22,1,31,32,21,?,-0.1661260426044464,-0.12387531995773315,-0.04225072264671326,85,0.00380619999486953,0.9772727272727273,late,315.0864562988281,-0.1239013671875,0.001708984375,2.562636375427246,0.9990982413291931,22,query states/provenance plus unlabeled parent scores
