case_id,condition,policy,seed,hypothesis_recall,address_recall,tr_address,hypotheses
state-pending-deletion,latent,ccr_mixed,71,0,0,0,[]
state-pending-deletion,latent,generic_proactive,11,0,0,0,[]
state-pending-deletion,latent,generic_proactive,23,0,0,0,[]
state-pending-deletion,latent,generic_proactive,37,0,0,0,[]
state-pending-deletion,latent,generic_proactive,53,0,0,0,[]
state-pending-deletion,latent,generic_proactive,71,0,0,0,[]
state-pending-deletion,latent,action_conditioned,11,1,1,1,[]
state-pending-deletion,latent,action_conditioned,23,1,1,1,[]
state-pending-deletion,latent,action_conditioned,37,1,1,1,[]
state-pending-deletion,latent,action_conditioned,53,1,1,1,[]
state-pending-deletion,latent,action_conditioned,71,1,1,1,[]
state-pending-deletion,latent,full_context,11,1,1,1,[]
state-pending-deletion,latent,full_context,23,1,1,1,[]
state-pending-deletion,latent,full_context,37,1,1,1,[]
state-pending-deletion,latent,full_context,53,1,1,1,[]
state-pending-deletion,latent,full_context,71,1,1,1,[]
permission-read-only,explicit,compact_only,11,1,0,0,[]
permission-read-only,explicit,compact_only,23,1,0,0,[]
permission-read-only,explicit,compact_only,37,1,0,0,[]
permission-read-only,explicit,compact_only,53,1,0,0,[]
permission-read-only,explicit,compact_only,71,1,0,0,[]
permission-read-only,explicit,ccr_explicit,11,1,0,0,[]
permission-read-only,explicit,ccr_explicit,23,1,0,0,[]
permission-read-only,explicit,ccr_explicit,37,1,0,0,[]
permission-read-only,explicit,ccr_explicit,53,1,0,0,[]
permission-read-only,explicit,ccr_explicit,71,1,0,0,[]
permission-read-only,explicit,ccr_proactive,11,1,1,1,[]
permission-read-only,explicit,ccr_proactive,23,1,1,1,[]
permission-read-only,explicit,ccr_proactive,37,1,1,1,[]
permission-read-only,explicit,ccr_proactive,53,1,1,1,[]
permission-read-only,explicit,ccr_proactive,71,1,1,1,[]
permission-read-only,explicit,ccr_mixed,11,1,1,1,[]
permission-read-only,explicit,ccr_mixed,23,1,1,1,[]
permission-read-only,explicit,ccr_mixed,37,1,1,1,[]
permission-read-only,explicit,ccr_mixed,53,1,1,1,[]
permission-read-only,explicit,ccr_mixed,71,1,1,1,[]
permission-read-only,explicit,generic_proactive,11,1,1,1,[]
permission-read-only,explicit,generic_proactive,23,1,1,1,[]
permission-read-only,explicit,generic_proactive,37,1,1,1,[]
permission-read-only,explicit,generic_proactive,53,1,1,1,[]
permission-read-only,explicit,generic_proactive,71,1,1,1,[]
permission-read-only,explicit,action_conditioned,11,1,1,1,[]
permission-read-only,explicit,action_conditioned,23,1,1,1,[]
permission-read-only,explicit,action_conditioned,37,1,1,1,[]
permission-read-only,explicit,action_conditioned,53,1,1,1,[]
permission-read-only,explicit,action_conditioned,71,1,1,1,[]
permission-read-only,explicit,full_context,11,1,1,1,[]
permission-read-only,explicit,full_context,23,1,1,1,[]
permission-read-only,explicit,full_context,37,1,1,1,[]
permission-read-only,explicit,full_context,53,1,1,1,[]
permission-read-only,explicit,full_context,71,1,1,1,[]
permission-read-only,latent,compact_only,11,0,0,0,[]
permission-read-only,latent,compact_only,23,0,0,0,[]
permission-read-only,latent,compact_only,37,0,0,0,[]
permission-read-only,latent,compact_only,53,0,0,0,[]
permission-read-only,latent,compact_only,71,0,0,0,[]
permission-read-only,latent,ccr_explicit,11,0,0,0,[]
permission-read-only,latent,ccr_explicit,23,0,0,0,[]
permission-read-only,latent,ccr_explicit,37,0,0,0,[]
permission-read-only,latent,ccr_explicit,53,0,0,0,[]
permission-read-only,latent,ccr_explicit,71,0,0,0,[]
permission-read-only,latent,ccr_proactive,11,0,0,0,[]
permission-read-only,latent,ccr_proactive,23,0,0,0,[]
permission-read-only,latent,ccr_proactive,37,0,0,0,[]
permission-read-only,latent,ccr_proactive,53,0,0,0,[]
permission-read-only,latent,ccr_proactive,71,0,0,0,[]
permission-read-only,latent,ccr_mixed,11,0,0,0,[]
permission-read-only,latent,ccr_mixed,23,0,0,0,[]
permission-read-only,latent,ccr_mixed,37,0,0,0,[]
permission-read-only,latent,ccr_mixed,53,0,0,0,[]
permission-read-only,latent,ccr_mixed,71,0,0,0,[]
permission-read-only,latent,generic_proactive,11,0,0,0,[]
permission-read-only,latent,generic_proactive,23,0,0,0,[]
permission-read-only,latent,generic_proactive,37,0,0,0,[]
permission-read-only,latent,generic_proactive,53,0,0,0,[]
permission-read-only,latent,generic_proactive,71,0,0,0,[]
permission-read-only,latent,action_conditioned,11,1,1,1,[]
permission-read-only,latent,action_conditioned,23,1,1,1,[]
permission-read-only,latent,action_conditioned,37,1,1,1,[]
permission-read-only,latent,action_conditioned,53,1,1,1,[]
permission-read-only,latent,action_conditioned,71,1,1,1,[]
permission-read-only,latent,full_context,11,1,1,1,[]
permission-read-only,latent,full_context,23,1,1,1,[]
permission-read-only,latent,full_context,37,1,1,1,[]
permission-read-only,latent,full_context,53,1,1,1,[]
permission-read-only,latent,full_context,71,1,1,1,[]
dependency-libcrypto,explicit,compact_only,11,1,0,0,[]
dependency-libcrypto,explicit,compact_only,23,1,0,0,[]
dependency-libcrypto,explicit,compact_only,37,1,0,0,[]
dependency-libcrypto,explicit,compact_only,53,1,0,0,[]
dependency-libcrypto,explicit,compact_only,71,1,0,0,[]
dependency-libcrypto,explicit,ccr_explicit,11,1,0,0,[]
dependency-libcrypto,explicit,ccr_explicit,23,1,0,0,[]
dependency-libcrypto,explicit,ccr_explicit,37,1,0,0,[]
dependency-libcrypto,explicit,ccr_explicit,53,1,0,0,[]
dependency-libcrypto,explicit,ccr_explicit,71,1,0,0,[]
dependency-libcrypto,explicit,ccr_proactive,11,1,1,1,[]
dependency-libcrypto,explicit,ccr_proactive,23,1,1,1,[]
dependency-libcrypto,explicit,ccr_proactive,37,1,1,1,[]
dependency-libcrypto,explicit,ccr_proactive,53,1,1,1,[]
dependency-libcrypto,explicit,ccr_proactive,71,1,1,1,[]
dependency-libcrypto,explicit,ccr_mixed,11,1,1,1,[]
dependency-libcrypto,explicit,ccr_mixed,23,1,1,1,[]
dependency-libcrypto,explicit,ccr_mixed,37,1,1,1,[]
dependency-libcrypto,explicit,ccr_mixed,53,1,1,1,[]
dependency-libcrypto,explicit,ccr_mixed,71,1,1,1,[]
dependency-libcrypto,explicit,generic_proactive,11,1,1,1,[]
dependency-libcrypto,explicit,generic_proactive,23,1,1,1,[]
dependency-libcrypto,explicit,generic_proactive,37,1,1,1,[]
dependency-libcrypto,explicit,generic_proactive,53,1,1,1,[]
dependency-libcrypto,explicit,generic_proactive,71,1,1,1,[]
dependency-libcrypto,explicit,action_conditioned,11,1,1,1,[]
dependency-libcrypto,explicit,action_conditioned,23,1,1,1,[]
dependency-libcrypto,explicit,action_conditioned,37,1,1,1,[]
dependency-libcrypto,explicit,action_conditioned,53,1,1,1,[]
dependency-libcrypto,explicit,action_conditioned,71,1,1,1,[]
dependency-libcrypto,explicit,full_context,11,1,1,1,[]
dependency-libcrypto,explicit,full_context,23,1,1,1,[]
dependency-libcrypto,explicit,full_context,37,1,1,1,[]
dependency-libcrypto,explicit,full_context,53,1,1,1,[]
dependency-libcrypto,explicit,full_context,71,1,1,1,[]
dependency-libcrypto,latent,compact_only,11,0,0,0,[]
dependency-libcrypto,latent,compact_only,23,0,0,0,[]
dependency-libcrypto,latent,compact_only,37,0,0,0,[]
dependency-libcrypto,latent,compact_only,53,0,0,0,[]
dependency-libcrypto,latent,compact_only,71,0,0,0,[]
dependency-libcrypto,latent,ccr_explicit,11,0,0,0,[]
dependency-libcrypto,latent,ccr_explicit,23,0,0,0,[]
dependency-libcrypto,latent,ccr_explicit,37,0,0,0,[]
dependency-libcrypto,latent,ccr_explicit,53,0,0,0,[]
dependency-libcrypto,latent,ccr_explicit,71,0,0,0,[]
dependency-libcrypto,latent,ccr_proactive,11,0,0,0,[]
dependency-libcrypto,latent,ccr_proactive,23,0,0,0,[]
dependency-libcrypto,latent,ccr_proactive,37,0,0,0,[]
dependency-libcrypto,latent,ccr_proactive,53,0,0,0,[]
dependency-libcrypto,latent,ccr_proactive,71,0,0,0,[]
dependency-libcrypto,latent,ccr_mixed,11,0,0,0,[]
dependency-libcrypto,latent,ccr_mixed,23,0,0,0,[]
dependency-libcrypto,latent,ccr_mixed,37,0,0,0,[]
dependency-libcrypto,latent,ccr_mixed,53,0,0,0,[]
dependency-libcrypto,latent,ccr_mixed,71,0,0,0,[]
dependency-libcrypto,latent,generic_proactive,11,0,0,0,[]
dependency-libcrypto,latent,generic_proactive,23,0,0,0,[]
dependency-libcrypto,latent,generic_proactive,37,0,0,0,[]
dependency-libcrypto,latent,generic_proactive,53,0,0,0,[]
dependency-libcrypto,latent,generic_proactive,71,0,0,0,[]
dependency-libcrypto,latent,action_conditioned,11,1,1,1,[]
dependency-libcrypto,latent,action_conditioned,23,1,1,1,[]
dependency-libcrypto,latent,action_conditioned,37,1,1,1,[]
dependency-libcrypto,latent,action_conditioned,53,1,1,1,[]
dependency-libcrypto,latent,action_conditioned,71,1,1,1,[]
dependency-libcrypto,latent,full_context,11,1,1,1,[]
dependency-libcrypto,latent,full_context,23,1,1,1,[]
dependency-libcrypto,latent,full_context,37,1,1,1,[]
dependency-libcrypto,latent,full_context,53,1,1,1,[]
dependency-libcrypto,latent,full_context,71,1,1,1,[]
error-e7312,explicit,compact_only,11,1,0,0,[]
error-e7312,explicit,compact_only,23,1,0,0,[]
error-e7312,explicit,compact_only,37,1,0,0,[]
error-e7312,explicit,compact_only,53,1,0,0,[]
error-e7312,explicit,compact_only,71,1,0,0,[]
error-e7312,explicit,ccr_explicit,11,1,0,0,[]
error-e7312,explicit,ccr_explicit,23,1,0,0,[]
error-e7312,explicit,ccr_explicit,37,1,0,0,[]
error-e7312,explicit,ccr_explicit,53,1,0,0,[]
error-e7312,explicit,ccr_explicit,71,1,0,0,[]
error-e7312,explicit,ccr_proactive,11,1,1,1,[]
error-e7312,explicit,ccr_proactive,23,1,1,1,[]
error-e7312,explicit,ccr_proactive,37,1,1,1,[]
error-e7312,explicit,ccr_proactive,53,1,1,1,[]
error-e7312,explicit,ccr_proactive,71,1,1,1,[]
error-e7312,explicit,ccr_mixed,11,1,1,1,[]
error-e7312,explicit,ccr_mixed,23,1,1,1,[]
error-e7312,explicit,ccr_mixed,37,1,1,1,[]
error-e7312,explicit,ccr_mixed,53,1,1,1,[]
error-e7312,explicit,ccr_mixed,71,1,1,1,[]
error-e7312,explicit,generic_proactive,11,1,1,1,[]
error-e7312,explicit,generic_proactive,23,1,1,1,[]
error-e7312,explicit,generic_proactive,37,1,1,1,[]
error-e7312,explicit,generic_proactive,53,1,1,1,[]
error-e7312,explicit,generic_proactive,71,1,1,1,[]
error-e7312,explicit,action_conditioned,11,1,1,1,[]
error-e7312,explicit,action_conditioned,23,1,1,1,[]
error-e7312,explicit,action_conditioned,37,1,1,1,[]
error-e7312,explicit,action_conditioned,53,1,1,1,[]
error-e7312,explicit,action_conditioned,71,1,1,1,[]
error-e7312,explicit,full_context,11,1,1,1,[]
error-e7312,explicit,full_context,23,1,1,1,[]
error-e7312,explicit,full_context,37,1,1,1,[]
error-e7312,explicit,full_context,53,1,1,1,[]
error-e7312,explicit,full_context,71,1,1,1,[]
error-e7312,latent,compact_only,11,0,0,0,[]
error-e7312,latent,compact_only,23,0,0,0,[]
error-e7312,latent,compact_only,37,0,0,0,[]
error-e7312,latent,compact_only,53,0,0,0,[]
error-e7312,latent,compact_only,71,0,0,0,[]
error-e7312,latent,ccr_explicit,11,0,0,0,[]
error-e7312,latent,ccr_explicit,23,0,0,0,[]
error-e7312,latent,ccr_explicit,37,0,0,0,[]
error-e7312,latent,ccr_explicit,53,0,0,0,[]
error-e7312,latent,ccr_explicit,71,0,0,0,[]
error-e7312,latent,ccr_proactive,11,0,1,0,[]
error-e7312,latent,ccr_proactive,23,0,1,0,[]
error-e7312,latent,ccr_proactive,37,0,1,0,[]
error-e7312,latent,ccr_proactive,53,0,1,0,[]
error-e7312,latent,ccr_proactive,71,0,1,0,[]
error-e7312,latent,ccr_mixed,11,0,1,0,[]
error-e7312,latent,ccr_mixed,23,0,1,0,[]
error-e7312,latent,ccr_mixed,37,0,1,0,[]
error-e7312,latent,ccr_mixed,53,0,1,0,[]
error-e7312,latent,ccr_mixed,71,0,1,0,[]
error-e7312,latent,generic_proactive,11,0,1,0,[]
error-e7312,latent,generic_proactive,23,0,1,0,[]
error-e7312,latent,generic_proactive,37,0,1,0,[]
error-e7312,latent,generic_proactive,53,0,1,0,[]
error-e7312,latent,generic_proactive,71,0,1,0,[]
error-e7312,latent,action_conditioned,11,1,1,1,[]
error-e7312,latent,action_conditioned,23,1,1,1,[]
error-e7312,latent,action_conditioned,37,1,1,1,[]
error-e7312,latent,action_conditioned,53,1,1,1,[]
error-e7312,latent,action_conditioned,71,1,1,1,[]
error-e7312,latent,full_context,11,1,1,1,[]
error-e7312,latent,full_context,23,1,1,1,[]
error-e7312,latent,full_context,37,1,1,1,[]
error-e7312,latent,full_context,53,1,1,1,[]
error-e7312,latent,full_context,71,1,1,1,[]
backend-glacier,explicit,compact_only,11,1,0,0,[]
backend-glacier,explicit,compact_only,23,1,0,0,[]
backend-glacier,explicit,compact_only,37,1,0,0,[]
backend-glacier,explicit,compact_only,53,1,0,0,[]
backend-glacier,explicit,compact_only,71,1,0,0,[]
backend-glacier,explicit,ccr_explicit,11,1,0,0,[]
backend-glacier,explicit,ccr_explicit,23,1,0,0,[]
backend-glacier,explicit,ccr_explicit,37,1,0,0,[]
backend-glacier,explicit,ccr_explicit,53,1,0,0,[]
backend-glacier,explicit,ccr_explicit,71,1,0,0,[]
backend-glacier,explicit,ccr_proactive,11,1,1,1,[]
backend-glacier,explicit,ccr_proactive,23,1,1,1,[]
backend-glacier,explicit,ccr_proactive,37,1,1,1,[]
backend-glacier,explicit,ccr_proactive,53,1,1,1,[]
backend-glacier,explicit,ccr_proactive,71,1,1,1,[]
backend-glacier,explicit,ccr_mixed,11,1,1,1,[]
backend-glacier,explicit,ccr_mixed,23,1,1,1,[]
backend-glacier,explicit,ccr_mixed,37,1,1,1,[]
backend-glacier,explicit,ccr_mixed,53,1,1,1,[]
backend-glacier,explicit,ccr_mixed,71,1,1,1,[]
backend-glacier,explicit,generic_proactive,11,1,1,1,[]
backend-glacier,explicit,generic_proactive,23,1,1,1,[]
backend-glacier,explicit,generic_proactive,37,1,1,1,[]
backend-glacier,explicit,generic_proactive,53,1,1,1,[]
backend-glacier,explicit,generic_proactive,71,1,1,1,[]
backend-glacier,explicit,action_conditioned,11,1,1,1,[]
backend-glacier,explicit,action_conditioned,23,1,1,1,[]
backend-glacier,explicit,action_conditioned,37,1,1,1,[]
backend-glacier,explicit,action_conditioned,53,1,1,1,[]
backend-glacier,explicit,action_conditioned,71,1,1,1,[]
backend-glacier,explicit,full_context,11,1,1,1,[]
backend-glacier,explicit,full_context,23,1,1,1,[]
backend-glacier,explicit,full_context,37,1,1,1,[]
backend-glacier,explicit,full_context,53,1,1,1,[]
backend-glacier,explicit,full_context,71,1,1,1,[]
backend-glacier,latent,compact_only,11,0,0,0,[]
backend-glacier,latent,compact_only,23,0,0,0,[]
backend-glacier,latent,compact_only,37,0,0,0,[]
backend-glacier,latent,compact_only,53,0,0,0,[]
backend-glacier,latent,compact_only,71,0,0,0,[]
backend-glacier,latent,ccr_explicit,11,0,0,0,[]
backend-glacier,latent,ccr_explicit,23,0,0,0,[]
backend-glacier,latent,ccr_explicit,37,0,0,0,[]
backend-glacier,latent,ccr_explicit,53,0,0,0,[]
backend-glacier,latent,ccr_explicit,71,0,0,0,[]
backend-glacier,latent,ccr_proactive,11,0,0,0,[]
backend-glacier,latent,ccr_proactive,23,0,0,0,[]
backend-glacier,latent,ccr_proactive,37,0,0,0,[]
backend-glacier,latent,ccr_proactive,53,0,0,0,[]
backend-glacier,latent,ccr_proactive,71,0,0,0,[]
backend-glacier,latent,ccr_mixed,11,0,0,0,[]
backend-glacier,latent,ccr_mixed,23,0,0,0,[]
backend-glacier,latent,ccr_mixed,37,0,0,0,[]
backend-glacier,latent,ccr_mixed,53,0,0,0,[]
backend-glacier,latent,ccr_mixed,71,0,0,0,[]
backend-glacier,latent,generic_proactive,11,0,0,0,[]
backend-glacier,latent,generic_proactive,23,0,0,0,[]
backend-glacier,latent,generic_proactive,37,0,0,0,[]
backend-glacier,latent,generic_proactive,53,0,0,0,[]
backend-glacier,latent,generic_proactive,71,0,0,0,[]
backend-glacier,latent,action_conditioned,11,1,1,1,[]
backend-glacier,latent,action_conditioned,23,1,1,1,[]
backend-glacier,latent,action_conditioned,37,1,1,1,[]
backend-glacier,latent,action_conditioned,53,1,1,1,[]
backend-glacier,latent,action_conditioned,71,1,1,1,[]
backend-glacier,latent,full_context,11,1,1,1,[]
backend-glacier,latent,full_context,23,1,1,1,[]
backend-glacier,latent,full_context,37,1,1,1,[]
backend-glacier,latent,full_context,53,1,1,1,[]
backend-glacier,latent,full_context,71,1,1,1,[]
schema-decimal-string,explicit,compact_only,11,1,0,0,[]
schema-decimal-string,explicit,compact_only,23,1,0,0,[]
schema-decimal-string,explicit,compact_only,37,1,0,0,[]
schema-decimal-string,explicit,compact_only,53,1,0,0,[]
schema-decimal-string,explicit,compact_only,71,1,0,0,[]
schema-decimal-string,explicit,ccr_explicit,11,1,0,0,[]
schema-decimal-string,explicit,ccr_explicit,23,1,0,0,[]
schema-decimal-string,explicit,ccr_explicit,37,1,0,0,[]
schema-decimal-string,explicit,ccr_explicit,53,1,0,0,[]
schema-decimal-string,explicit,ccr_explicit,71,1,0,0,[]
schema-decimal-string,explicit,ccr_proactive,11,1,1,1,[]
schema-decimal-string,explicit,ccr_proactive,23,1,1,1,[]
schema-decimal-string,explicit,ccr_proactive,37,1,1,1,[]
schema-decimal-string,explicit,ccr_proactive,53,1,1,1,[]
schema-decimal-string,explicit,ccr_proactive,71,1,1,1,[]
schema-decimal-string,explicit,ccr_mixed,11,1,1,1,[]
schema-decimal-string,explicit,ccr_mixed,23,1,1,1,[]
schema-decimal-string,explicit,ccr_mixed,37,1,1,1,[]
schema-decimal-string,explicit,ccr_mixed,53,1,1,1,[]
schema-decimal-string,explicit,ccr_mixed,71,1,1,1,[]
schema-decimal-string,explicit,generic_proactive,11,1,1,1,[]
schema-decimal-string,explicit,generic_proactive,23,1,1,1,[]
schema-decimal-string,explicit,generic_proactive,37,1,1,1,[]
schema-decimal-string,explicit,generic_proactive,53,1,1,1,[]
schema-decimal-string,explicit,generic_proactive,71,1,1,1,[]
schema-decimal-string,explicit,action_conditioned,11,1,1,1,[]
schema-decimal-string,explicit,action_conditioned,23,1,1,1,[]
schema-decimal-string,explicit,action_conditioned,37,1,1,1,[]
schema-decimal-string,explicit,action_conditioned,53,1,1,1,[]
schema-decimal-string,explicit,action_conditioned,71,1,1,1,[]
schema-decimal-string,explicit,full_context,11,1,1,1,[]
schema-decimal-string,explicit,full_context,23,1,1,1,[]
schema-decimal-string,explicit,full_context,37,1,1,1,[]
schema-decimal-string,explicit,full_context,53,1,1,1,[]
schema-decimal-string,explicit,full_context,71,1,1,1,[]
schema-decimal-string,latent,compact_only,11,0,0,0,[]
schema-decimal-string,latent,compact_only,23,0,0,0,[]
schema-decimal-string,latent,compact_only,37,0,0,0,[]
schema-decimal-string,latent,compact_only,53,0,0,0,[]
schema-decimal-string,latent,compact_only,71,0,0,0,[]
schema-decimal-string,latent,ccr_explicit,11,0,0,0,[]
schema-decimal-string,latent,ccr_explicit,23,0,0,0,[]
schema-decimal-string,latent,ccr_explicit,37,0,0,0,[]
schema-decimal-string,latent,ccr_explicit,53,0,0,0,[]
schema-decimal-string,latent,ccr_explicit,71,0,0,0,[]
schema-decimal-string,latent,ccr_proactive,11,0,0,0,[]
schema-decimal-string,latent,ccr_proactive,23,0,0,0,[]
schema-decimal-string,latent,ccr_proactive,37,0,0,0,[]
schema-decimal-string,latent,ccr_proactive,53,0,0,0,[]
schema-decimal-string,latent,ccr_proactive,71,0,0,0,[]
schema-decimal-string,latent,ccr_mixed,11,0,0,0,[]
schema-decimal-string,latent,ccr_mixed,23,0,0,0,[]
schema-decimal-string,latent,ccr_mixed,37,0,0,0,[]
schema-decimal-string,latent,ccr_mixed,53,0,0,0,[]
schema-decimal-string,latent,ccr_mixed,71,0,0,0,[]
schema-decimal-string,latent,generic_proactive,11,0,0,0,[]
schema-decimal-string,latent,generic_proactive,23,0,0,0,[]
schema-decimal-string,latent,generic_proactive,37,0,0,0,[]
schema-decimal-string,latent,generic_proactive,53,0,0,0,[]
schema-decimal-string,latent,generic_proactive,71,0,0,0,[]
schema-decimal-string,latent,action_conditioned,11,1,1,1,[]
schema-decimal-string,latent,action_conditioned,23,1,1,1,[]
schema-decimal-string,latent,action_conditioned,37,1,1,1,[]
schema-decimal-string,latent,action_conditioned,53,1,1,1,[]
schema-decimal-string,latent,action_conditioned,71,1,1,1,[]
schema-decimal-string,latent,full_context,11,1,1,1,[]
schema-decimal-string,latent,full_context,23,1,1,1,[]
schema-decimal-string,latent,full_context,37,1,1,1,[]
schema-decimal-string,latent,full_context,53,1,1,1,[]
schema-decimal-string,latent,full_context,71,1,1,1,[]
threshold-latency,explicit,compact_only,11,1,0,0,[]
threshold-latency,explicit,compact_only,23,1,0,0,[]
threshold-latency,explicit,compact_only,37,1,0,0,[]
threshold-latency,explicit,compact_only,53,1,0,0,[]
threshold-latency,explicit,compact_only,71,1,0,0,[]
threshold-latency,explicit,ccr_explicit,11,1,0,0,[]
threshold-latency,explicit,ccr_explicit,23,1,0,0,[]
threshold-latency,explicit,ccr_explicit,37,1,0,0,[]
threshold-latency,explicit,ccr_explicit,53,1,0,0,[]
threshold-latency,explicit,ccr_explicit,71,1,0,0,[]
threshold-latency,explicit,ccr_proactive,11,1,1,1,[]
threshold-latency,explicit,ccr_proactive,23,1,1,1,[]
threshold-latency,explicit,ccr_proactive,37,1,1,1,[]
threshold-latency,explicit,ccr_proactive,53,1,1,1,[]
threshold-latency,explicit,ccr_proactive,71,1,1,1,[]
threshold-latency,explicit,ccr_mixed,11,1,1,1,[]
threshold-latency,explicit,ccr_mixed,23,1,1,1,[]
threshold-latency,explicit,ccr_mixed,37,1,1,1,[]
threshold-latency,explicit,ccr_mixed,53,1,1,1,[]
threshold-latency,explicit,ccr_mixed,71,1,1,1,[]
threshold-latency,explicit,generic_proactive,11,1,1,1,[]
threshold-latency,explicit,generic_proactive,23,1,1,1,[]
threshold-latency,explicit,generic_proactive,37,1,1,1,[]
threshold-latency,explicit,generic_proactive,53,1,1,1,[]
threshold-latency,explicit,generic_proactive,71,1,1,1,[]
threshold-latency,explicit,action_conditioned,11,1,1,1,[]
threshold-latency,explicit,action_conditioned,23,1,1,1,[]
threshold-latency,explicit,action_conditioned,37,1,1,1,[]
threshold-latency,explicit,action_conditioned,53,1,1,1,[]
threshold-latency,explicit,action_conditioned,71,1,1,1,[]
threshold-latency,explicit,full_context,11,1,1,1,[]
threshold-latency,explicit,full_context,23,1,1,1,[]
threshold-latency,explicit,full_context,37,1,1,1,[]
threshold-latency,explicit,full_context,53,1,1,1,[]
threshold-latency,explicit,full_context,71,1,1,1,[]
threshold-latency,latent,compact_only,11,0,0,0,[]
threshold-latency,latent,compact_only,23,0,0,0,[]
threshold-latency,latent,compact_only,37,0,0,0,[]
threshold-latency,latent,compact_only,53,0,0,0,[]
threshold-latency,latent,compact_only,71,0,0,0,[]
threshold-latency,latent,ccr_explicit,11,0,0,0,[]
threshold-latency,latent,ccr_explicit,23,0,0,0,[]
threshold-latency,latent,ccr_explicit,37,0,0,0,[]
threshold-latency,latent,ccr_explicit,53,0,0,0,[]
threshold-latency,latent,ccr_explicit,71,0,0,0,[]
threshold-latency,latent,ccr_proactive,11,0,0,0,[]
threshold-latency,latent,ccr_proactive,23,0,0,0,[]
threshold-latency,latent,ccr_proactive,37,0,0,0,[]
threshold-latency,latent,ccr_proactive,53,0,0,0,[]
threshold-latency,latent,ccr_proactive,71,0,0,0,[]
threshold-latency,latent,ccr_mixed,11,0,0,0,[]
threshold-latency,latent,ccr_mixed,23,0,0,0,[]
threshold-latency,latent,ccr_mixed,37,0,0,0,[]
threshold-latency,latent,ccr_mixed,53,0,0,0,[]
threshold-latency,latent,ccr_mixed,71,0,0,0,[]
threshold-latency,latent,generic_proactive,11,0,0,0,[]
threshold-latency,latent,generic_proactive,23,0,0,0,[]
threshold-latency,latent,generic_proactive,37,0,0,0,[]
threshold-latency,latent,generic_proactive,53,0,0,0,[]
threshold-latency,latent,generic_proactive,71,0,0,0,[]
threshold-latency,latent,action_conditioned,11,1,1,1,[]
threshold-latency,latent,action_conditioned,23,1,1,1,[]
threshold-latency,latent,action_conditioned,37,1,1,1,[]
threshold-latency,latent,action_conditioned,53,1,1,1,[]
threshold-latency,latent,action_conditioned,71,1,1,1,[]
threshold-latency,latent,full_context,11,1,1,1,[]
threshold-latency,latent,full_context,23,1,1,1,[]
threshold-latency,latent,full_context,37,1,1,1,[]
threshold-latency,latent,full_context,53,1,1,1,[]
threshold-latency,latent,full_context,71,1,1,1,[]
entity-custodian,explicit,multi_hypothesis,11,0,0,0,[]
entity-custodian,explicit,multi_hypothesis,23,0,0,0,[]
entity-custodian,explicit,multi_hypothesis,37,0,0,0,[]
entity-custodian,explicit,multi_hypothesis,53,0,0,0,[]
entity-custodian,explicit,multi_hypothesis,71,0,0,0,[]
entity-custodian,latent,multi_hypothesis,11,0,0,0,[]
entity-custodian,latent,multi_hypothesis,23,0,0,0,[]
entity-custodian,latent,multi_hypothesis,37,0,0,0,[]
entity-custodian,latent,multi_hypothesis,53,0,0,0,[]
entity-custodian,latent,multi_hypothesis,71,0,0,0,[]
alias-bluebird,explicit,multi_hypothesis,11,1,1,1,"[""{'hypothesis': 'Continue with standard action', 'action_id': 'continue_standard'}"", ""{'hypothesis': 'Resolve alias owner', 'action_id': 'resolve_alias_owner'}"", ""{'hypothesis': 'Defer for review', 'action_id': 'defer_for_review'}"", ""{'hypothesis': 'Retry unchanged', 'action_id': 'retry_unchanged'}""]"
alias-bluebird,explicit,multi_hypothesis,23,1,1,1,"[""{'hypothesis': 'Use defer_for_review to defer the alias review process', 'action': 'defer_for_review'}"", ""{'hypothesis': \""Resolve the alias owner's ownership\"", 'action': 'resolve_alias_owner'}"", ""{'hypothesis': 'Retry the unchanged action', 'action': 'retry_unchanged'}"", ""{'hypothesis': 'Continue with standard action', 'action': 'continue_standard'}""]"
alias-bluebird,explicit,multi_hypothesis,37,0,0,0,[]
alias-bluebird,explicit,multi_hypothesis,53,0,0,0,[]
alias-bluebird,explicit,multi_hypothesis,71,0,0,0,[]
alias-bluebird,latent,multi_hypothesis,11,1,1,1,"[""{'hypothesis': 'Continue with standard account settings', 'action': 'continue_standard'}"", ""{'hypothesis': 'Resolve alias owner', 'action': 'resolve_alias_owner'}"", ""{'hypothesis': 'defer for review', 'action': 'defer_for_review'}"", ""{'hypothesis': 'retry unchanged', 'action': 'retry_unchanged'}""]"
alias-bluebird,latent,multi_hypothesis,23,1,1,1,"[""{'hypothesis': 'defer_for_review', 'action': 'defer_for_review'}"", ""{'hypothesis': 'resolve_alias_owner', 'action': 'resolve_alias_owner'}"", ""{'hypothesis': 'retry_unchanged', 'action': 'retry_unchanged'}"", ""{'hypothesis': 'continue_standard', 'action': 'continue_standard'}""]"
alias-bluebird,latent,multi_hypothesis,37,0,0,0,[]
alias-bluebird,latent,multi_hypothesis,53,1,1,1,"[""{'hypothesis': 'Continue with standard action', 'action_id': 'continue_standard'}"", ""{'hypothesis': 'Retry unchanged', 'action_id': 'retry_unchanged'}"", ""{'hypothesis': 'Defer for review', 'action_id': 'defer_for_review'}"", ""{'hypothesis': 'Resolve alias owner', 'action_id': 'resolve_alias_owner'}""]"
