all_candidate_full_tokens,argument_semantic_correct,call_parse_valid,candidate_count,capability_choice_correct,catalog_size,condition,context_fit,disclosure_ratio_a,disclosure_ratio_total,enum_type_valid,execution_acceptance,execution_reason,full_schema_tokens_avoided,full_schemas_materialized,generated_name,generated_text,generated_tokens,generation_error,host_rejection,materialization_seconds,max_candidates,model_invocations,native_kv_bytes,phase_a_capability_tokens,phase_a_ttft_seconds,phase_b_capability_tokens,phase_b_ttft_seconds,phase_transition_overhead_seconds,policy,prompt_tokens,query_id,required_argument_coverage,retry_count,schema_valid_call,scoring_device,seed,selected_name,target_in_palette,target_name,task_success,total_capability_tokens,total_ttft_seconds,unsafe_exposure,unsafe_tool_choice,wall_clock_seconds,wrong_tool_choice,wrong_tool_execution_attempt
2558,0,1,8,1,2048,C3_oracle_to_full,1,0.11336982017200939,0.11336982017200939,1,1,executed,2558,1,update_user,"<tool_call>\n{""name"": ""update_user"", ""arguments"": {""user_id"": ""u17"", ""status"": ""Stable""}}\n</tool_call>",30,,0,0.00023509981110692024,8,1,33259520,290,0.5930679999291897,0,0.0,0.0,A2_raw_union,243,update_user-h4-en-1,1,0,1,cuda,11,update_user,0,update_user,0,290,0.5930679999291897,0,0,5.290031099924818,0,0
3216,0,0,10,0,2048,C0_full_all_one_pass,1,1.0027985074626866,1.0027985074626866,1,0,malformed_call,3216,10,,"The review cleared u17, but the stored state still blocks sign-in. Please ensure that the necessary changes are made to the system to resolve the issue.",33,,1,0.0005085000302642584,10,1,369868800,3225,4.316421000054106,0,0.0,0.0,A2_raw_union,1495,update_user-h4-en-1,0,0,0,cuda,11,,0,update_user,0,3225,4.316421000054106,0,0,10.79651360004209,0,0
3216,0,0,10,0,2048,C1_compact_only,1,0.45615671641791045,0.45615671641791045,1,0,malformed_call,3216,0,,"{""name"":""add_account_01573""}",13,,1,0.00025589996948838234,10,1,168247296,1467,4.776235500117764,0,0.0,0.0,A2_raw_union,1542,update_user-h4-en-1,0,0,0,cuda,11,,0,update_user,0,1467,4.776235500117764,0,0,7.265542800072581,0,0
3216,0,0,10,0,2048,C2_compact_to_full,1,0.45615671641791045,0.5578358208955224,1,0,malformed_call,2889,1,,"The stored state still blocks sign-in, so we need to apply the correction to resolve the issue. Please ensure the account is updated with the necessary information.",46,,1,0.0030386997386813164,10,2,205750272,1467,4.734463199973106,327,0.5686035000253469,0.002758599817752838,A2_raw_union,1809,update_user-h4-en-1,0,0,0,cuda,11,add_account_01573,0,update_user,0,1794,5.303066699998453,0,0,13.032684299629182,1,0
3216,0,1,10,1,2048,C3_oracle_to_full,1,0.09017412935323384,0.09017412935323384,1,1,executed,3216,1,update_user,"<tool_call>\n{""name"": ""update_user"", ""arguments"": {""user_id"": ""u17"", ""status"": ""Stable""}}\n</tool_call>",30,,0,0.0002756000030785799,10,1,33259520,290,0.5349163000937551,0,0.0,0.0,A2_raw_union,243,update_user-h4-en-1,1,0,1,cuda,11,update_user,0,update_user,0,290,0.5349163000937551,0,0,5.2814509000163525,0,0
1316,0,1,4,0,2048,C0_full_all_one_pass,1,1.0022796352583587,1.0022796352583587,1,1,executed,1316,4,search_issue_00985,"<tool_call>\n{""name"": ""search_issue_00985"", ""arguments"": {""issue_id"": ""PRA Notes""}}\n</tool_call>",29,,0,0.0002164999023079872,4,1,151273472,1319,1.6574745001271367,0,0.0,0.0,A1_fused,683,search_document-h1-en-1,0,0,1,cuda,11,search_issue_00985,0,search_document,0,1319,1.6574745001271367,0,0,7.186932800104842,1,1
1316,0,0,4,0,2048,C1_compact_only,1,0.4673252279635258,0.4673252279635258,1,0,malformed_call,1316,0,,"{""name"":""search_issue_01252"", ""arguments"": {""request_note"": ""PRA Notes""}}",25,,1,0.00015829992480576038,4,1,70533120,615,1.6428358999546617,0,0.0,0.0,A1_fused,679,search_document-h1-en-1,0,0,0,cuda,11,,0,search_document,0,615,1.6428358999546617,0,0,6.782432799926028,0,0
1316,0,1,4,0,2048,C2_compact_to_full,1,0.4673252279635258,0.7150455927051672,1,1,executed,990,1,search_issue_01252,"<tool_call>\n{""name"": ""search_issue_01252"", ""arguments"": {""issue_id"": ""PRA Notes""}}\n</tool_call>",43,,0,0.0042375000193715096,4,2,107921408,615,1.660427400143817,326,0.4170476000290364,0.004068899899721146,A1_fused,935,search_document-h1-en-1,0,0,1,cuda,11,search_issue_01252,0,search_document,0,941,2.0774750001728535,0,0,9.705270800041035,1,1
1316,1,1,4,1,2048,C3_oracle_to_full,1,0.19680851063829788,0.19680851063829788,1,1,executed,1316,1,search_document,"<tool_call>\n{""name"": ""search_document"", ""arguments"": {""title"": ""PRA Notes""}}\n</tool_call>",22,,0,0.00013820012100040913,4,1,29704192,259,0.5367140998132527,0,0.0,0.0,A1_fused,199,search_document-h1-en-1,1,0,1,cuda,11,search_document,0,search_document,1,259,0.5367140998132527,0,0,4.414644200121984,0,0
2630,0,1,8,0,2048,C0_full_all_one_pass,1,1.002661596958175,1.002661596958175,1,1,executed,2630,8,search_issue_00985,"<tool_call>\n{""name"": ""search_issue_00985"", ""arguments"": {""issue_id"": ""PRA Notes""}}\n</tool_call>",29,,0,0.0006049000658094883,8,1,302432256,2637,3.4039176998194307,0,0.0,0.0,A1_fused,1251,search_document-h1-en-1,0,0,1,cuda,11,search_issue_00985,0,search_document,0,2637,3.4039176998194307,0,0,8.775208399863914,1,1
2630,0,0,8,0,2048,C1_compact_only,1,0.4665399239543726,0.4665399239543726,1,0,malformed_call,2630,0,,"{""name"":""search_issue_01252"", ""arguments"": {""request_note"":""PRA Notes""}}",24,,1,0.0003294998314231634,8,1,140722176,1227,3.6000799001194537,0,0.0,0.0,A1_fused,1291,search_document-h1-en-1,0,0,0,cuda,11,,0,search_document,0,1227,3.6000799001194537,0,0,8.241427500033751,0,0
2630,0,1,8,0,2048,C2_compact_to_full,1,0.4665399239543726,0.5904942965779467,1,1,executed,2304,1,search_issue_01252,"<tool_call>\n{""name"": ""search_issue_01252"", ""arguments"": {""issue_id"": ""PRA Notes""}}\n</tool_call>",43,,0,0.00351279997266829,8,2,178110464,1227,3.7039412998128682,326,0.4472562000155449,0.003277899930253625,A1_fused,1547,search_document-h1-en-1,0,0,1,cuda,11,search_issue_01252,0,search_document,0,1553,4.151197499828413,0,0,11.64499619975686,1,1
2630,1,1,8,1,2048,C3_oracle_to_full,1,0.09847908745247148,0.09847908745247148,1,1,executed,2630,1,search_document,"<tool_call>\n{""name"": ""search_document"", ""arguments"": {""title"": ""PRA Notes""}}\n</tool_call>",22,,0,0.0015880998689681292,8,1,29704192,259,0.598797099897638,0,0.0,0.0,A1_fused,199,search_document-h1-en-1,1,0,1,cuda,11,search_document,0,search_document,1,259,0.598797099897638,0,0,4.605674599763006,0,0
3287,0,1,10,0,2048,C0_full_all_one_pass,1,1.0027380590203834,1.0027380590203834,1,1,executed,3287,10,search_issue_00985,"<tool_call>\n{""name"": ""search_issue_00985"", ""arguments"": {""issue_id"": ""PRA Notes""}}\n</tool_call>",29,,0,0.000548599986359477,10,1,378011648,3296,4.536265200003982,0,0.0,0.0,A1_fused,1535,search_document-h1-en-1,0,0,1,cuda,11,search_issue_00985,0,search_document,0,3296,4.536265200003982,0,0,10.451952999923378,1,1
3287,0,0,10,0,2048,C1_compact_only,1,0.46638271980529356,0.46638271980529356,1,0,malformed_call,3287,0,,"{""name"":""search_issue_01252"", ""arguments"": {""request_note"":""PRA Notes""}}",24,,1,0.0003480999730527401,10,1,175816704,1533,4.925294499844313,0,0.0,0.0,A1_fused,1597,search_document-h1-en-1,0,0,0,cuda,11,,0,search_document,0,1533,4.925294499844313,0,0,9.86869109980762,0,0
3287,0,1,10,0,2048,C2_compact_to_full,1,0.46638271980529356,0.5655613020991785,1,1,executed,2961,1,search_issue_01252,"<tool_call>\n{""name"": ""search_issue_01252"", ""arguments"": {""issue_id"": ""PRA Notes""}}\n</tool_call>",43,,0,0.0032628998160362244,10,2,213204992,1533,4.922398800030351,326,0.45388190005905926,0.0026265999767929316,A1_fused,1853,search_document-h1-en-1,0,0,1,cuda,11,search_issue_01252,0,search_document,0,1859,5.37628070008941,0,0,13.24281349987723,1,1
3287,1,1,10,1,2048,C3_oracle_to_full,1,0.07879525403103134,0.07879525403103134,1,1,executed,3287,1,search_document,"<tool_call>\n{""name"": ""search_document"", ""arguments"": {""title"": ""PRA Notes""}}\n</tool_call>",22,,0,0.0004940999206155539,10,1,29704192,259,0.630111699923873,0,0.0,0.0,A1_fused,199,search_document-h1-en-1,1,0,1,cuda,11,search_document,0,search_document,1,259,0.630111699923873,0,0,4.59899969981052,0,0
1251,0,1,4,0,2048,C0_full_all_one_pass,1,1.0023980815347722,1.0023980815347722,1,1,executed,1251,4,lookup_article_01563,"<tool_call>\n{""name"": ""lookup_article_01563"", ""arguments"": {""document_id"": ""PRA Notes""}}\n</tool_call>",29,,0,0.00032379990443587303,4,1,143818752,1254,1.3922509998083115,0,0.0,0.0,A2_raw_union,632,search_document-h1-en-1,0,0,1,cuda,11,lookup_article_01563,0,search_document,0,1254,1.3922509998083115,0,0,6.271274899831042,1,1
1251,0,0,4,0,2048,C1_compact_only,1,0.45003996802557955,0.45003996802557955,1,0,malformed_call,1251,0,,"{""name"":""find_account_01137""}",13,,1,0.00015249988064169884,4,1,64569344,563,1.45651699998416,0,0.0,0.0,A2_raw_union,627,search_document-h1-en-1,0,0,0,cuda,11,,0,search_document,0,563,1.45651699998416,0,0,3.551237799692899,0,0
1251,0,1,4,0,2048,C2_compact_to_full,1,0.45003996802557955,0.7090327737809752,1,1,executed,927,1,find_account_01137,"<tool_call>\n{""name"": ""find_account_01137"", ""arguments"": {""user_id"": ""PRA Notes""}}\n</tool_call>",43,,0,0.002827099757269025,4,2,101728256,563,1.4115979000926018,324,0.441225599963218,0.002656299853697419,A2_raw_union,883,search_document-h1-en-1,0,0,1,cuda,11,find_account_01137,0,search_document,0,887,1.8528235000558197,0,0,9.337777599925175,1,1
1251,1,1,4,1,2048,C3_oracle_to_full,1,0.2070343725019984,0.2070343725019984,1,1,executed,1251,1,search_document,"<tool_call>\n{""name"": ""search_document"", ""arguments"": {""title"": ""PRA Notes""}}\n</tool_call>",22,,0,0.0001531001180410385,4,1,29704192,259,0.545654600020498,0,0.0,0.0,A2_raw_union,199,search_document-h1-en-1,1,0,1,cuda,11,search_document,0,search_document,1,259,0.545654600020498,0,0,4.457686600042507,0,0
2495,0,1,8,0,2048,C0_full_all_one_pass,1,1.0028056112224448,1.0028056112224448,1,1,executed,2495,8,lookup_article_00020,"<tool_call>\n{""name"": ""lookup_article_00020"", ""arguments"": {""document_id"": ""PRA Notes""}}\n</tool_call>",29,,0,0.00040929997339844704,8,1,286949376,2502,2.969527899986133,0,0.0,0.0,A2_raw_union,1142,search_document-h1-en-1,0,0,1,cuda,11,lookup_article_00020,0,search_document,0,2502,2.969527899986133,0,0,7.952384599950165,1,1
2495,0,0,8,0,2048,C1_compact_only,1,0.44849699398797593,0.44849699398797593,1,0,malformed_call,2495,0,,"{""name"":""find_account_01137""}",13,,1,0.00021359999664127827,8,1,128335872,1119,3.276162600144744,0,0.0,0.0,A2_raw_union,1183,search_document-h1-en-1,0,0,0,cuda,11,,0,search_document,0,1119,3.276162600144744,0,0,5.528024300001562,0,0
2495,0,0,8,0,2048,C2_compact_to_full,1,0.44849699398797593,0.44849699398797593,1,0,malformed_call,2495,1,,,7,,1,0.00023030000738799572,8,1,128335872,1119,3.276805500034243,0,0.0,0.0,A2_raw_union,1183,search_document-h1-en-1,0,0,0,cuda,11,lookup,0,search_document,0,1119,3.276805500034243,0,0,4.55295899999328,1,0
2495,1,1,8,1,2048,C3_oracle_to_full,1,0.10380761523046092,0.10380761523046092,1,1,executed,2495,1,search_document,"<tool_call>\n{""name"": ""search_document"", ""arguments"": {""title"": ""PRA Notes""}}\n</tool_call>",22,,0,0.00028520007617771626,8,1,29704192,259,0.631484700134024,0,0.0,0.0,A2_raw_union,199,search_document-h1-en-1,1,0,1,cuda,11,search_document,0,search_document,1,259,0.631484700134024,0,0,4.322952400194481,0,0
3148,0,1,10,0,2048,C0_full_all_one_pass,1,1.002858958068615,1.002858958068615,1,1,executed,3148,10,lookup_article_00020,"<tool_call>\n{""name"": ""lookup_article_00020"", ""arguments"": {""document_id"": ""PRA Notes""}}\n</tool_call>",29,,0,0.0007390999235212803,10,1,362070016,3157,4.185564000159502,0,0.0,0.0,A2_raw_union,1426,search_document-h1-en-1,0,0,1,cuda,11,lookup_article_00020,0,search_document,0,3157,4.185564000159502,0,0,9.793620999902487,1,1
3148,0,0,10,0,2048,C1_compact_only,1,0.45203303684879287,0.45203303684879287,1,0,malformed_call,3148,0,,"{""name"":""find_account_01137,v1""}",15,,1,0.00032490002922713757,10,1,163201024,1423,4.406741100130603,0,0.0,0.0,A2_raw_union,1487,search_document-h1-en-1,0,0,0,cuda,11,,0,search_document,0,1423,4.406741100130603,0,0,7.351063600042835,0,0
3148,0,1,10,0,2048,C2_compact_to_full,1,0.45203303684879287,0.5549555273189326,1,1,executed,2824,1,find_account_01137,"<tool_call>\n{""name"": ""find_account_01137"", ""arguments"": {""user_id"": ""PRA Notes""}}\n</tool_call>",43,,0,0.0021554999984800816,10,2,200359936,1423,4.422544599976391,324,0.46351550007238984,0.0018339999951422215,A2_raw_union,1743,search_document-h1-en-1,0,0,1,cuda,11,find_account_01137,0,search_document,0,1747,4.88606010004878,0,0,13.026746100047603,1,1
3148,1,1,10,1,2048,C3_oracle_to_full,1,0.08227445997458704,0.08227445997458704,1,1,executed,3148,1,search_document,"<tool_call>\n{""name"": ""search_document"", ""arguments"": {""title"": ""PRA Notes""}}\n</tool_call>",22,,0,0.0001268000341951847,10,1,29704192,259,0.5578217001166195,0,0.0,0.0,A2_raw_union,199,search_document-h1-en-1,1,0,1,cuda,11,search_document,0,search_document,1,259,0.5578217001166195,0,0,4.407772000180557,0,0
1292,1,1,4,1,2048,C0_full_all_one_pass,1,1.0023219814241486,1.0023219814241486,1,1,executed,1292,4,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""pdf""}}\n</tool_call>",29,,0,0.0002047000452876091,4,1,148520960,1295,1.7119646999053657,0,0.0,0.0,A1_fused,679,export_document-h2-en-1,1,0,1,cuda,11,export_document,1,export_document,1,1295,1.7119646999053657,0,0,6.901484200032428,0,0
1292,0,0,4,0,2048,C1_compact_only,1,0.45278637770897834,0.45278637770897834,1,0,malformed_call,1292,0,,"{""name"":""check_package_00742"", ""arguments"": {""artifact_id"": ""d42""}}",25,,1,0.00014340016059577465,4,1,67092480,585,1.6301102000288665,0,0.0,0.0,A1_fused,652,export_document-h2-en-1,0,0,0,cuda,11,,1,export_document,0,585,1.6301102000288665,0,0,6.005471000215039,0,0
1292,1,1,4,1,2048,C2_compact_to_full,1,0.45278637770897834,0.6865325077399381,1,1,executed,990,1,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""pdf""}}\n</tool_call>",37,,0,0.0026134999934583902,4,2,101728256,585,1.6064973999746144,302,0.427913699997589,0.002461099997162819,A1_fused,905,export_document-h2-en-1,1,0,1,cuda,11,export_document,1,export_document,1,887,2.0344110999722034,0,0,8.446583100128919,0,0
1292,1,1,4,1,2048,C3_oracle_to_full,1,0.23374613003095976,0.23374613003095976,1,1,executed,1292,1,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""pdf""}}\n</tool_call>",29,,0,0.00011989986523985863,4,1,34635776,302,0.6312200000975281,0,0.0,0.0,A1_fused,253,export_document-h2-en-1,1,0,1,cuda,11,export_document,1,export_document,1,302,0.6312200000975281,0,0,5.981601399835199,0,0
2600,1,1,8,1,2048,C0_full_all_one_pass,1,1.0026923076923078,1.0026923076923078,1,1,executed,2600,8,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""pdf""}}\n</tool_call>",29,,0,0.0008233999833464622,8,1,298991616,2607,3.3627941999584436,0,0.0,0.0,A1_fused,1247,export_document-h2-en-1,1,0,1,cuda,11,export_document,1,export_document,1,2607,3.3627941999584436,0,0,8.774013599846512,0,0
2600,0,0,8,0,2048,C1_compact_only,1,0.46115384615384614,0.46115384615384614,1,0,malformed_call,2600,0,,"{""name"":""check_package_00742"", ""arguments"":{}}",18,,1,0.00029939995147287846,8,1,137510912,1199,3.455747199943289,0,0.0,0.0,A1_fused,1266,export_document-h2-en-1,0,0,0,cuda,11,,1,export_document,0,1199,3.455747199943289,0,0,6.5752874000463635,0,0
2600,0,0,8,0,2048,C2_compact_to_full,1,0.46115384615384614,0.46115384615384614,1,0,malformed_call,2600,1,,,7,,1,0.00024429988116025925,8,1,137510912,1199,3.393924199976027,0,0.0,0.0,A1_fused,1266,export_document-h2-en-1,0,0,0,cuda,11,package,1,export_document,0,1199,3.393924199976027,0,0,4.649741999804974,1,0
2600,1,1,8,1,2048,C3_oracle_to_full,1,0.11615384615384615,0.11615384615384615,1,1,executed,2600,1,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""pdf""}}\n</tool_call>",29,,0,0.00013569998554885387,8,1,34635776,302,0.6656317000743002,0,0.0,0.0,A1_fused,253,export_document-h2-en-1,1,0,1,cuda,11,export_document,1,export_document,1,302,0.6656317000743002,0,0,5.7342930000741035,0,0
3278,1,1,10,1,2048,C0_full_all_one_pass,1,1.00274557657108,1.00274557657108,1,1,executed,3278,10,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""pdf""}}\n</tool_call>",29,,0,0.0006146000232547522,10,1,376979456,3287,4.6451614000834525,0,0.0,0.0,A1_fused,1538,export_document-h2-en-1,1,0,1,cuda,11,export_document,1,export_document,1,3287,4.6451614000834525,0,0,10.583370900014415,0,0
3278,0,0,10,0,2048,C1_compact_only,1,0.462477120195241,0.462477120195241,1,0,malformed_call,3278,0,,"{""name"":""check_package_00742"", ""arguments"":{}}",18,,1,0.0003921000752598047,10,1,173867008,1516,4.92760009993799,0,0.0,0.0,A1_fused,1583,export_document-h2-en-1,0,0,0,cuda,11,,1,export_document,0,1516,4.92760009993799,0,0,8.464375799987465,0,0
3278,1,1,10,1,2048,C2_compact_to_full,1,0.462477120195241,0.5546064673581452,1,1,executed,2976,1,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""pdf""}}\n</tool_call>",37,,0,0.0025374002289026976,10,2,208502784,1516,4.928425299935043,302,0.45411939988844097,0.00234880018979311,A1_fused,1836,export_document-h2-en-1,1,0,1,cuda,11,export_document,1,export_document,1,1818,5.382544699823484,0,0,11.965372500242665,0,0
3278,1,1,10,1,2048,C3_oracle_to_full,1,0.0921293471629042,0.0921293471629042,1,1,executed,3278,1,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""pdf""}}\n</tool_call>",29,,0,0.00013679987750947475,10,1,34635776,302,0.6655633999034762,0,0.0,0.0,A1_fused,253,export_document-h2-en-1,1,0,1,cuda,11,export_document,1,export_document,1,302,0.6655633999034762,0,0,5.850383799755946,0,0
1208,1,1,4,1,2048,C0_full_all_one_pass,1,1.0024834437086092,1.0024834437086092,1,1,executed,1208,4,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""pdf""}}\n</tool_call>",29,,0,0.00014999997802078724,4,1,138887168,1211,1.457153599942103,0,0.0,0.0,A2_raw_union,622,export_document-h2-en-1,1,0,1,cuda,11,export_document,1,export_document,1,1211,1.457153599942103,0,0,6.270810499787331,0,0
1208,0,0,4,0,2048,C1_compact_only,1,0.4379139072847682,0.4379139072847682,1,0,malformed_call,1208,0,,"{""name"":""export_document"",""arguments"":{""document_id"":""d42"",""format"":""pdf""}}",20,,1,0.00015430012717843056,4,1,60669952,529,1.3446277000475675,0,0.0,0.0,A2_raw_union,596,export_document-h2-en-1,0,0,0,cuda,11,,1,export_document,0,529,1.3446277000475675,0,0,4.595493900123984,0,0
1208,1,1,4,1,2048,C2_compact_to_full,1,0.4379139072847682,0.6879139072847682,1,1,executed,906,1,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""pdf""}}\n</tool_call>",37,,0,0.0018562998156994581,4,2,95305728,529,1.3906210002023727,302,0.44632879993878305,0.00151969981379807,A2_raw_union,849,export_document-h2-en-1,1,0,1,cuda,11,export_document,1,export_document,1,831,1.8369498001411557,0,0,8.382308899890631,0,0
1208,1,1,4,1,2048,C3_oracle_to_full,1,0.25,0.25,1,1,executed,1208,1,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""pdf""}}\n</tool_call>",29,,0,0.00029450003057718277,4,1,34635776,302,0.6605458999983966,0,0.0,0.0,A2_raw_union,253,export_document-h2-en-1,1,0,1,cuda,11,export_document,1,export_document,1,302,0.6605458999983966,0,0,5.641387100098655,0,0
2530,1,1,8,1,2048,C0_full_all_one_pass,1,1.0027667984189723,1.0027667984189723,1,1,executed,2530,8,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""pdf""}}\n</tool_call>",29,,0,0.0008325998205691576,8,1,290963456,2537,3.270277200033888,0,0.0,0.0,A2_raw_union,1190,export_document-h2-en-1,1,0,1,cuda,11,export_document,1,export_document,1,2537,3.270277200033888,0,0,8.874802900012583,0,0
2530,0,0,8,0,2048,C1_compact_only,1,0.4509881422924901,0.4509881422924901,1,0,malformed_call,2530,0,,"{""name"":""add_package_00588"", ""arguments"": {""artifact_id"": ""d42""}}",25,,1,0.00024470011703670025,8,1,130859008,1141,3.281712699914351,0,0.0,0.0,A2_raw_union,1208,export_document-h2-en-1,0,0,0,cuda,11,,1,export_document,0,1141,3.281712699914351,0,0,7.796808900078759,0,0
2530,1,1,8,1,2048,C2_compact_to_full,1,0.4509881422924901,0.5703557312252965,1,1,executed,2228,1,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""pdf""}}\n</tool_call>",37,,0,0.0025212003383785486,8,2,165494784,1141,3.33051470015198,302,0.45685259997844696,0.002299100160598755,A2_raw_union,1461,export_document-h2-en-1,1,0,1,cuda,11,export_document,1,export_document,1,1443,3.787367300130427,0,0,10.381952600320801,0,0
2530,1,1,8,1,2048,C3_oracle_to_full,1,0.11936758893280633,0.11936758893280633,1,1,executed,2530,1,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""pdf""}}\n</tool_call>",29,,0,0.00011599995195865631,8,1,34635776,302,0.5444066000636667,0,0.0,0.0,A2_raw_union,253,export_document-h2-en-1,1,0,1,cuda,11,export_document,1,export_document,1,302,0.5444066000636667,0,0,5.7577772999648005,0,0
3184,1,1,10,1,2048,C0_full_all_one_pass,1,1.002826633165829,1.002826633165829,1,1,executed,3184,10,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""pdf""}}\n</tool_call>",29,,0,0.0005210000090301037,10,1,366198784,3193,4.257050400134176,0,0.0,0.0,A2_raw_union,1474,export_document-h2-en-1,1,0,1,cuda,11,export_document,1,export_document,1,3193,4.257050400134176,0,0,9.997049400117248,0,0
3184,0,0,10,0,2048,C1_compact_only,1,0.4550879396984925,0.4550879396984925,1,0,malformed_call,3184,0,,"{""name"":""add_package_00588"", ""arguments"":{}}",18,,1,0.00033909990452229977,10,1,166182912,1449,4.481523200171068,0,0.0,0.0,A2_raw_union,1516,export_document-h2-en-1,0,0,0,cuda,11,,1,export_document,0,1449,4.481523200171068,0,0,7.901699400041252,0,0
3184,0,1,10,0,2048,C2_compact_to_full,1,0.4550879396984925,0.5562185929648241,1,1,executed,2862,1,add_package_00588,"<tool_call>\n{""name"": ""add_package_00588"", ""arguments"": {""artifact_id"": ""d42"", ""request_note"": ""Download as PDF""}}\n</tool_call>",52,,0,0.002699800068512559,10,2,203112448,1449,4.519656100077555,322,0.561252900166437,0.0017937000375241041,A2_raw_union,1775,export_document-h2-en-1,0,0,1,cuda,11,add_package_00588,1,export_document,0,1771,5.080909000243992,0,0,14.549715800210834,1,1
3184,1,1,10,1,2048,C3_oracle_to_full,1,0.09484924623115577,0.09484924623115577,1,1,executed,3184,1,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""pdf""}}\n</tool_call>",29,,0,0.0001542000100016594,10,1,34635776,302,0.6705530001781881,0,0.0,0.0,A2_raw_union,253,export_document-h2-en-1,1,0,1,cuda,11,export_document,1,export_document,1,302,0.6705530001781881,0,0,5.91752460016869,0,0
1296,1,1,4,0,8192,C0_full_all_one_pass,1,1.0023148148148149,1.0023148148148149,1,1,executed,1296,4,get_user_01171,"<tool_call>\n{""name"": ""get_user_01171"", ""arguments"": {""user_id"": ""u17""}}\n</tool_call>",29,,0,0.00016309996135532856,4,1,148979712,1299,1.6466884000692517,0,0.0,0.0,A1_fused,681,get_user-h2-en-1,1,0,1,cuda,11,get_user_01171,0,get_user,0,1299,1.6466884000692517,0,0,6.849210700020194,1,1
1296,0,0,4,0,8192,C1_compact_only,1,0.4652777777777778,0.4652777777777778,1,0,malformed_call,1296,0,,"{""name"":""get_user_06179"", ""arguments"":{""user_id"":""u17""}}",24,,1,0.00019529997371137142,4,1,69156864,603,1.5923034998122603,0,0.0,0.0,A1_fused,666,get_user-h2-en-1,0,0,0,cuda,11,,0,get_user,0,603,1.5923034998122603,0,0,5.602100699907169,0,0
1296,1,1,4,0,8192,C2_compact_to_full,1,0.4652777777777778,0.7160493827160493,1,1,executed,971,1,get_user_06179,"<tool_call>\n{""name"": ""get_user_06179"", ""arguments"": {""user_id"": ""u17""}}\n</tool_call>",43,,0,0.002318799961358309,4,2,106430464,603,1.6158650999423116,325,0.4297609000932425,0.0021347999572753906,A1_fused,921,get_user-h2-en-1,1,0,1,cuda,11,get_user_06179,0,get_user,0,928,2.045626000035554,0,0,9.58214579988271,1,1
1296,1,1,4,1,8192,C3_oracle_to_full,1,0.19984567901234568,0.19984567901234568,1,1,executed,1296,1,get_user,"<tool_call>\n{""name"": ""get_user"", ""arguments"": {""user_id"": ""u17""}}\n</tool_call>",23,,0,0.0001813000999391079,4,1,29704192,259,0.5980541000608355,0,0.0,0.0,A1_fused,205,get_user-h2-en-1,1,0,1,cuda,11,get_user,0,get_user,1,259,0.5980541000608355,0,0,4.708372100256383,0,0
2610,1,1,8,0,8192,C0_full_all_one_pass,1,1.0026819923371648,1.0026819923371648,1,1,executed,2610,8,get_user_06179,"<tool_call>\n{""name"": ""get_user_06179"", ""arguments"": {""user_id"": ""u17""}}\n</tool_call>",29,,0,0.00048259994946420193,8,1,300138496,2617,3.3219641000032425,0,0.0,0.0,A1_fused,1249,get_user-h2-en-1,1,0,1,cuda,11,get_user_06179,0,get_user,0,2617,3.3219641000032425,0,0,8.484108099946752,1,1
2610,0,0,8,0,8192,C1_compact_only,1,0.4624521072796935,0.4624521072796935,1,0,malformed_call,2610,0,,"{""name"":""get_user_06179""}",13,,1,0.0003502999898046255,8,1,138428416,1207,3.381936099845916,0,0.0,0.0,A1_fused,1270,get_user-h2-en-1,0,0,0,cuda,11,,0,get_user,0,1207,3.381936099845916,0,0,5.571260299999267,0,0
