baseline,router_seed,dataset,example_id,selected_action,oracle_action,evidence_recall,precision,mrr,routing_ms,graph_calls,pairwise_similarity_evaluations
B1_existing_request_reply,42,musique,3hop1__102087_214799_259594,paper26_bm25,paper26_bm25,0.1,0.25,1.0,38.19079999811947,0.0,0.0
B1_existing_request_reply,42,musique,3hop1__103254_214799_259594,paper26_hybrid,paper26_hybrid,0.2727272727272727,0.75,1.0,37.21320000477135,0.0,0.0
B1_existing_request_reply,42,musique,3hop2__11282_57233_56883,paper26_bm25,paper26_bm25,0.1,0.25,1.0,56.927200173959136,0.0,0.0
B1_existing_request_reply,42,musique,4hop1__105688_17130_70784_61381,global_semantic,paper26_hybrid,0.03333333333333333,0.25,0.25,5.634400295093656,0.0,0.0
B1_existing_request_reply,42,musique,4hop1__105688_17130_70784_79935,paper26_hybrid,paper26_hybrid,0.07692307692307693,0.5,1.0,57.72139993496239,0.0,0.0
B1_existing_request_reply,42,musique,4hop2__103790_14670_8987_8974,paper26_bm25,paper26_hybrid,0.125,0.5,1.0,79.91410000249743,0.0,0.0
B1_existing_request_reply,42,musique,4hop2__105527_14670_8987_8529,paper26_bm25,paper26_bm25,0.21428571428571427,0.75,1.0,84.1425999533385,0.0,0.0
B1_existing_request_reply,42,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,global_semantic,paper26_bm25,0.0,0.0,0.0,8.000999921932817,0.0,0.0
B1_existing_request_reply,42,qasper,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,global_semantic,global_semantic,0.0,0.0,0.0,7.136800093576312,0.0,0.0
B1_existing_request_reply,42,qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,global_semantic,global_semantic,0.0,0.0,0.0,4.40480001270771,0.0,0.0
B1_existing_request_reply,42,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,global_semantic,global_semantic,0.0,0.0,0.0,7.2245001792907715,0.0,0.0
B1_existing_request_reply,42,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,paper26_bm25,global_semantic,0.0,0.0,0.0,58.54079988785088,0.0,0.0
B1_existing_request_reply,42,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,paper26_bm25,global_semantic,0.0,0.0,0.0,62.12319992482662,0.0,0.0
B1_existing_request_reply,87,2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,paper26_bm25,paper26_bm25,0.5,0.5,1.0,21.443699952214956,0.0,0.0
B1_existing_request_reply,87,2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,paper26_bm25,paper26_hybrid,0.25,0.5,1.0,16.22479991056025,0.0,0.0
B1_existing_request_reply,87,2wikimultihopqa,002f12240bde11eba7f7acde48001122,global_semantic,paper26_bm25,0.3333333333333333,0.25,0.5,5.095199914649129,0.0,0.0
B1_existing_request_reply,87,2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,global_semantic,paper26_bm25,0.2,0.25,0.25,7.921899901703,0.0,0.0
B1_existing_request_reply,87,2wikimultihopqa,005238da0bde11eba7f7acde48001122,paper26_bm25,global_semantic,0.0,0.0,0.0,10.983000043779612,0.0,0.0
B1_existing_request_reply,87,2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,paper26_bm25,global_semantic,0.0,0.0,0.0,27.841400122269988,0.0,0.0
B1_existing_request_reply,87,2wikimultihopqa,008b58060baf11ebab90acde48001122,global_semantic,paper26_bm25,0.0,0.0,0.0,3.7928998935967684,0.0,0.0
B1_existing_request_reply,87,2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,paper26_bm25,paper26_bm25,0.125,0.25,1.0,13.349599903449416,0.0,0.0
B1_existing_request_reply,87,2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,global_semantic,global_semantic,0.2222222222222222,0.5,1.0,1.5007003676146269,0.0,0.0
B1_existing_request_reply,87,2wikimultihopqa,0360770a0baf11ebab90acde48001122,global_semantic,global_semantic,0.3333333333333333,0.5,0.3333333333333333,6.672299932688475,0.0,0.0
B1_existing_request_reply,87,hotpotqa,5a714b645542994082a3e78b,paper26_bm25,paper26_bm25,0.2,0.25,0.5,20.94989991746843,0.0,0.0
B1_existing_request_reply,87,hotpotqa,5a84c4bb5542991dd0999dec,global_semantic,paper26_hybrid,0.2857142857142857,0.5,1.0,4.697500029578805,0.0,0.0
B1_existing_request_reply,87,hotpotqa,5a8c8502554299585d9e36d0,paper26_bm25,paper26_bm25,0.6,0.75,1.0,26.808900060132146,0.0,0.0
B1_existing_request_reply,87,hotpotqa,5abbd4035542993f40c73bcb,paper26_bm25,paper26_hybrid,0.42857142857142855,0.75,1.0,51.850900053977966,0.0,0.0
B1_existing_request_reply,87,hotpotqa,5adc3aff5542996e685252eb,paper26_bm25,paper26_hybrid,0.0,0.0,0.0,26.95009997114539,0.0,0.0
B1_existing_request_reply,87,hotpotqa,5ae6143f5542996de7b71b2d,paper26_bm25,paper26_bm25,0.2,0.25,1.0,26.854899944737554,0.0,0.0
B1_existing_request_reply,87,musique,3hop1__102087_214799_259594,paper26_bm25,paper26_bm25,0.1,0.25,1.0,38.19079999811947,0.0,0.0
B1_existing_request_reply,87,musique,3hop1__103254_214799_259594,paper26_hybrid,paper26_hybrid,0.2727272727272727,0.75,1.0,37.21320000477135,0.0,0.0
B1_existing_request_reply,87,musique,3hop2__11282_57233_56883,paper26_bm25,paper26_bm25,0.1,0.25,1.0,56.927200173959136,0.0,0.0
B1_existing_request_reply,87,musique,4hop1__105688_17130_70784_61381,global_semantic,paper26_hybrid,0.03333333333333333,0.25,0.25,5.634400295093656,0.0,0.0
B1_existing_request_reply,87,musique,4hop1__105688_17130_70784_79935,global_semantic,paper26_hybrid,0.038461538461538464,0.25,0.3333333333333333,7.310199784114957,0.0,0.0
B1_existing_request_reply,87,musique,4hop2__103790_14670_8987_8974,paper26_bm25,paper26_hybrid,0.125,0.5,1.0,79.91410000249743,0.0,0.0
B1_existing_request_reply,87,musique,4hop2__105527_14670_8987_8529,paper26_bm25,paper26_bm25,0.21428571428571427,0.75,1.0,84.1425999533385,0.0,0.0
B1_existing_request_reply,87,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,paper26_bm25,paper26_bm25,0.375,0.75,1.0,56.43320013768971,0.0,0.0
B1_existing_request_reply,87,qasper,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,paper26_hybrid,global_semantic,0.0,0.0,0.0,25.3177999984473,0.0,0.0
B1_existing_request_reply,87,qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,paper26_hybrid,global_semantic,0.0,0.0,0.0,91.8074999935925,0.0,0.0
B1_existing_request_reply,87,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,paper26_bm25,global_semantic,0.0,0.0,0.0,36.222599912434816,0.0,0.0
B1_existing_request_reply,87,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,global_semantic,global_semantic,0.0,0.0,0.0,1.4382998924702406,0.0,0.0
B1_existing_request_reply,87,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,global_semantic,global_semantic,0.0,0.0,0.0,3.1478998716920614,0.0,0.0
B2_graph_facet_choice,1,2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,global_semantic,paper25_multiscale,0.0,0.0,0.0,5.617799935862422,0.0,0.0
B2_graph_facet_choice,1,2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,paper25_multiscale,global_semantic,0.125,0.25,1.0,4.586999770253897,0.0,0.0
B2_graph_facet_choice,1,2wikimultihopqa,002f12240bde11eba7f7acde48001122,global_semantic,paper25_clause,0.3333333333333333,0.25,0.5,5.095199914649129,0.0,0.0
B2_graph_facet_choice,1,2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,global_semantic,global_semantic,0.2,0.25,0.25,7.921899901703,0.0,0.0
B2_graph_facet_choice,1,2wikimultihopqa,005238da0bde11eba7f7acde48001122,global_semantic,global_semantic,0.0,0.0,0.0,4.843099974095821,0.0,0.0
B2_graph_facet_choice,1,2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,global_semantic,graph_cc,0.25,0.25,0.25,7.395999971777201,0.0,0.0
B2_graph_facet_choice,1,2wikimultihopqa,008b58060baf11ebab90acde48001122,paper25_clause,global_semantic,0.0,0.0,0.0,4.9079000018537045,0.0,0.0
B2_graph_facet_choice,1,2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,paper25_multiscale,paper25_multiscale,0.125,0.25,1.0,1.5072999522089958,0.0,0.0
B2_graph_facet_choice,1,2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,paper25_clause,global_semantic,0.2222222222222222,0.5,1.0,1.742799999192357,0.0,0.0
B2_graph_facet_choice,1,2wikimultihopqa,0360770a0baf11ebab90acde48001122,global_semantic,global_semantic,0.3333333333333333,0.5,0.3333333333333333,6.672299932688475,0.0,0.0
B2_graph_facet_choice,1,hotpotqa,5a714b645542994082a3e78b,global_semantic,paper25_multiscale,0.2,0.25,0.25,5.493399919942021,0.0,0.0
B2_graph_facet_choice,1,hotpotqa,5a84c4bb5542991dd0999dec,global_semantic,global_semantic,0.2857142857142857,0.5,1.0,4.697500029578805,0.0,0.0
B2_graph_facet_choice,1,hotpotqa,5a8c8502554299585d9e36d0,global_semantic,graph_cc,0.0,0.0,0.0,1.72149995341897,0.0,0.0
B2_graph_facet_choice,1,hotpotqa,5abbd4035542993f40c73bcb,paper25_clause,paper25_multiscale,0.14285714285714285,0.25,0.5,7.746800081804395,0.0,0.0
B2_graph_facet_choice,1,hotpotqa,5adc3aff5542996e685252eb,global_semantic,global_semantic,0.0,0.0,0.0,5.4028998129069805,0.0,0.0
B2_graph_facet_choice,1,hotpotqa,5ae6143f5542996de7b71b2d,global_semantic,global_semantic,0.2,0.25,0.3333333333333333,4.482700023800135,0.0,0.0
B2_graph_facet_choice,1,musique,3hop1__102087_214799_259594,paper25_multiscale,global_semantic,0.0,0.0,0.0,4.095399985089898,0.0,0.0
B2_graph_facet_choice,1,musique,3hop1__103254_214799_259594,global_semantic,paper25_clause,0.18181818181818182,0.5,1.0,3.7251999601721764,0.0,0.0
B2_graph_facet_choice,1,musique,3hop2__11282_57233_56883,paper25_clause,global_semantic,0.0,0.0,0.0,6.381899816915393,0.0,0.0
B2_graph_facet_choice,1,musique,4hop1__105688_17130_70784_61381,paper25_clause,global_semantic,0.0,0.0,0.0,6.511099869385362,0.0,0.0
B2_graph_facet_choice,1,musique,4hop1__105688_17130_70784_79935,paper25_multiscale,global_semantic,0.0,0.0,0.0,4.740199772641063,0.0,0.0
B2_graph_facet_choice,1,musique,4hop2__103790_14670_8987_8974,paper25_clause,paper25_clause,0.25,1.0,1.0,3.340400056913495,0.0,0.0
B2_graph_facet_choice,1,musique,4hop2__105527_14670_8987_8529,paper25_clause,paper25_clause,0.21428571428571427,0.75,1.0,2.1112000104039907,0.0,0.0
B2_graph_facet_choice,1,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,global_semantic,global_semantic,0.0,0.0,0.0,8.000999921932817,0.0,0.0
B2_graph_facet_choice,1,qasper,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,global_semantic,global_semantic,0.0,0.0,0.0,7.136800093576312,0.0,0.0
B2_graph_facet_choice,1,qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,global_semantic,global_semantic,0.0,0.0,0.0,4.40480001270771,0.0,0.0
B2_graph_facet_choice,1,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,global_semantic,global_semantic,0.0,0.0,0.0,7.2245001792907715,0.0,0.0
B2_graph_facet_choice,1,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,paper25_clause,global_semantic,0.0,0.0,0.0,1.10809993930161,0.0,0.0
B2_graph_facet_choice,1,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,paper25_multiscale,paper25_clause,0.2,0.25,0.25,8.987599983811378,0.0,0.0
B2_graph_facet_choice,7,2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,paper25_multiscale,paper25_multiscale,0.25,0.25,1.0,5.26819983497262,0.0,0.0
B2_graph_facet_choice,7,2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,global_semantic,global_semantic,0.25,0.5,0.5,6.6819998901337385,0.0,0.0
B2_graph_facet_choice,7,2wikimultihopqa,002f12240bde11eba7f7acde48001122,global_semantic,paper25_clause,0.3333333333333333,0.25,0.5,5.095199914649129,0.0,0.0
B2_graph_facet_choice,7,2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,paper25_clause,global_semantic,0.2,0.25,0.25,15.436200192198157,0.0,0.0
B2_graph_facet_choice,7,2wikimultihopqa,005238da0bde11eba7f7acde48001122,paper25_clause,global_semantic,0.0,0.0,0.0,4.755100002512336,0.0,0.0
B2_graph_facet_choice,7,2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,global_semantic,graph_cc,0.25,0.25,0.25,7.395999971777201,0.0,0.0
B2_graph_facet_choice,7,2wikimultihopqa,008b58060baf11ebab90acde48001122,paper25_clause,global_semantic,0.0,0.0,0.0,4.9079000018537045,0.0,0.0
B2_graph_facet_choice,7,2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,global_semantic,paper25_multiscale,0.0,0.0,0.0,1.4392000157386065,0.0,0.0
B2_graph_facet_choice,7,2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,global_semantic,global_semantic,0.2222222222222222,0.5,1.0,1.5007003676146269,0.0,0.0
B2_graph_facet_choice,7,2wikimultihopqa,0360770a0baf11ebab90acde48001122,global_semantic,global_semantic,0.3333333333333333,0.5,0.3333333333333333,6.672299932688475,0.0,0.0
B2_graph_facet_choice,7,hotpotqa,5a714b645542994082a3e78b,global_semantic,paper25_multiscale,0.2,0.25,0.25,5.493399919942021,0.0,0.0
B2_graph_facet_choice,7,hotpotqa,5a84c4bb5542991dd0999dec,global_semantic,global_semantic,0.2857142857142857,0.5,1.0,4.697500029578805,0.0,0.0
B2_graph_facet_choice,7,hotpotqa,5a8c8502554299585d9e36d0,paper25_multiscale,graph_cc,0.2,0.25,0.5,1.4774000737816095,0.0,0.0
B2_graph_facet_choice,7,hotpotqa,5abbd4035542993f40c73bcb,paper25_clause,paper25_multiscale,0.14285714285714285,0.25,0.5,7.746800081804395,0.0,0.0
B2_graph_facet_choice,7,hotpotqa,5adc3aff5542996e685252eb,global_semantic,global_semantic,0.0,0.0,0.0,5.4028998129069805,0.0,0.0
B2_graph_facet_choice,7,hotpotqa,5ae6143f5542996de7b71b2d,paper25_multiscale,global_semantic,0.0,0.0,0.0,7.669300073757768,0.0,0.0
B2_graph_facet_choice,7,musique,3hop1__102087_214799_259594,paper25_clause,global_semantic,0.0,0.0,0.0,6.097299978137016,0.0,0.0
B2_graph_facet_choice,7,musique,3hop1__103254_214799_259594,paper25_multiscale,paper25_clause,0.2727272727272727,0.75,1.0,1.6548002604395151,0.0,0.0
B2_graph_facet_choice,7,musique,3hop2__11282_57233_56883,paper25_clause,global_semantic,0.0,0.0,0.0,6.381899816915393,0.0,0.0
B2_graph_facet_choice,7,musique,4hop1__105688_17130_70784_61381,paper25_clause,global_semantic,0.0,0.0,0.0,6.511099869385362,0.0,0.0
B2_graph_facet_choice,7,musique,4hop1__105688_17130_70784_79935,global_semantic,global_semantic,0.038461538461538464,0.25,0.3333333333333333,7.310199784114957,0.0,0.0
B2_graph_facet_choice,7,musique,4hop2__103790_14670_8987_8974,paper25_clause,paper25_clause,0.25,1.0,1.0,3.340400056913495,0.0,0.0
B2_graph_facet_choice,7,musique,4hop2__105527_14670_8987_8529,paper25_clause,paper25_clause,0.21428571428571427,0.75,1.0,2.1112000104039907,0.0,0.0
B2_graph_facet_choice,7,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,global_semantic,global_semantic,0.0,0.0,0.0,8.000999921932817,0.0,0.0
B2_graph_facet_choice,7,qasper,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,paper25_clause,global_semantic,0.0,0.0,0.0,5.896599963307381,0.0,0.0
B2_graph_facet_choice,7,qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,global_semantic,global_semantic,0.0,0.0,0.0,4.40480001270771,0.0,0.0
B2_graph_facet_choice,7,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,global_semantic,global_semantic,0.0,0.0,0.0,7.2245001792907715,0.0,0.0
B2_graph_facet_choice,7,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,paper25_clause,global_semantic,0.0,0.0,0.0,1.10809993930161,0.0,0.0
B2_graph_facet_choice,7,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,global_semantic,paper25_clause,0.0,0.0,0.0,3.1478998716920614,0.0,0.0
B2_graph_facet_choice,21,2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,global_semantic,paper25_multiscale,0.0,0.0,0.0,5.617799935862422,0.0,0.0
B2_graph_facet_choice,21,2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,paper25_clause,global_semantic,0.125,0.25,0.3333333333333333,5.117000080645084,0.0,0.0
B2_graph_facet_choice,21,2wikimultihopqa,002f12240bde11eba7f7acde48001122,global_semantic,paper25_clause,0.3333333333333333,0.25,0.5,5.095199914649129,0.0,0.0
B2_graph_facet_choice,21,2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,global_semantic,global_semantic,0.2,0.25,0.25,7.921899901703,0.0,0.0
B2_graph_facet_choice,21,2wikimultihopqa,005238da0bde11eba7f7acde48001122,global_semantic,global_semantic,0.0,0.0,0.0,4.843099974095821,0.0,0.0
B2_graph_facet_choice,21,2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,global_semantic,graph_cc,0.25,0.25,0.25,7.395999971777201,0.0,0.0
B2_graph_facet_choice,21,2wikimultihopqa,008b58060baf11ebab90acde48001122,paper25_clause,global_semantic,0.0,0.0,0.0,4.9079000018537045,0.0,0.0
B2_graph_facet_choice,21,2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,paper25_multiscale,paper25_multiscale,0.125,0.25,1.0,1.5072999522089958,0.0,0.0
B2_graph_facet_choice,21,2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,paper25_clause,global_semantic,0.2222222222222222,0.5,1.0,1.742799999192357,0.0,0.0
B2_graph_facet_choice,21,2wikimultihopqa,0360770a0baf11ebab90acde48001122,global_semantic,global_semantic,0.3333333333333333,0.5,0.3333333333333333,6.672299932688475,0.0,0.0
B2_graph_facet_choice,21,hotpotqa,5a714b645542994082a3e78b,global_semantic,paper25_multiscale,0.2,0.25,0.25,5.493399919942021,0.0,0.0
B2_graph_facet_choice,21,hotpotqa,5a84c4bb5542991dd0999dec,global_semantic,global_semantic,0.2857142857142857,0.5,1.0,4.697500029578805,0.0,0.0
B2_graph_facet_choice,21,hotpotqa,5a8c8502554299585d9e36d0,global_semantic,graph_cc,0.0,0.0,0.0,1.72149995341897,0.0,0.0
B2_graph_facet_choice,21,hotpotqa,5abbd4035542993f40c73bcb,paper25_multiscale,paper25_multiscale,0.42857142857142855,0.75,1.0,3.3353997860103846,0.0,0.0
B2_graph_facet_choice,21,hotpotqa,5adc3aff5542996e685252eb,global_semantic,global_semantic,0.0,0.0,0.0,5.4028998129069805,0.0,0.0
B2_graph_facet_choice,21,hotpotqa,5ae6143f5542996de7b71b2d,global_semantic,global_semantic,0.2,0.25,0.3333333333333333,4.482700023800135,0.0,0.0
B2_graph_facet_choice,21,musique,3hop1__102087_214799_259594,paper25_multiscale,global_semantic,0.0,0.0,0.0,4.095399985089898,0.0,0.0
B2_graph_facet_choice,21,musique,3hop1__103254_214799_259594,global_semantic,paper25_clause,0.18181818181818182,0.5,1.0,3.7251999601721764,0.0,0.0
B2_graph_facet_choice,21,musique,3hop2__11282_57233_56883,paper25_clause,global_semantic,0.0,0.0,0.0,6.381899816915393,0.0,0.0
B2_graph_facet_choice,21,musique,4hop1__105688_17130_70784_61381,paper25_clause,global_semantic,0.0,0.0,0.0,6.511099869385362,0.0,0.0
B2_graph_facet_choice,21,musique,4hop1__105688_17130_70784_79935,global_semantic,global_semantic,0.038461538461538464,0.25,0.3333333333333333,7.310199784114957,0.0,0.0
B2_graph_facet_choice,21,musique,4hop2__103790_14670_8987_8974,paper25_clause,paper25_clause,0.25,1.0,1.0,3.340400056913495,0.0,0.0
B2_graph_facet_choice,21,musique,4hop2__105527_14670_8987_8529,paper25_clause,paper25_clause,0.21428571428571427,0.75,1.0,2.1112000104039907,0.0,0.0
B2_graph_facet_choice,21,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,global_semantic,global_semantic,0.0,0.0,0.0,8.000999921932817,0.0,0.0
B2_graph_facet_choice,21,qasper,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,global_semantic,global_semantic,0.0,0.0,0.0,7.136800093576312,0.0,0.0
B2_graph_facet_choice,21,qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,global_semantic,global_semantic,0.0,0.0,0.0,4.40480001270771,0.0,0.0
B2_graph_facet_choice,21,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,global_semantic,global_semantic,0.0,0.0,0.0,7.2245001792907715,0.0,0.0
B2_graph_facet_choice,21,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,paper25_clause,global_semantic,0.0,0.0,0.0,1.10809993930161,0.0,0.0
B2_graph_facet_choice,21,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,paper25_multiscale,paper25_clause,0.2,0.25,0.25,8.987599983811378,0.0,0.0
B2_graph_facet_choice,42,2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,global_semantic,paper25_multiscale,0.0,0.0,0.0,5.617799935862422,0.0,0.0
B2_graph_facet_choice,42,2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,global_semantic,global_semantic,0.25,0.5,0.5,6.6819998901337385,0.0,0.0
B2_graph_facet_choice,42,2wikimultihopqa,002f12240bde11eba7f7acde48001122,global_semantic,paper25_clause,0.3333333333333333,0.25,0.5,5.095199914649129,0.0,0.0
B2_graph_facet_choice,42,2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,global_semantic,global_semantic,0.2,0.25,0.25,7.921899901703,0.0,0.0
B2_graph_facet_choice,42,2wikimultihopqa,005238da0bde11eba7f7acde48001122,global_semantic,global_semantic,0.0,0.0,0.0,4.843099974095821,0.0,0.0
B2_graph_facet_choice,42,2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,global_semantic,graph_cc,0.25,0.25,0.25,7.395999971777201,0.0,0.0
B2_graph_facet_choice,42,2wikimultihopqa,008b58060baf11ebab90acde48001122,global_semantic,global_semantic,0.0,0.0,0.0,3.7928998935967684,0.0,0.0
B2_graph_facet_choice,42,2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,paper25_multiscale,paper25_multiscale,0.125,0.25,1.0,1.5072999522089958,0.0,0.0
B2_graph_facet_choice,42,2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,paper25_clause,global_semantic,0.2222222222222222,0.5,1.0,1.742799999192357,0.0,0.0
B2_graph_facet_choice,42,2wikimultihopqa,0360770a0baf11ebab90acde48001122,global_semantic,global_semantic,0.3333333333333333,0.5,0.3333333333333333,6.672299932688475,0.0,0.0
B2_graph_facet_choice,42,hotpotqa,5a714b645542994082a3e78b,global_semantic,paper25_multiscale,0.2,0.25,0.25,5.493399919942021,0.0,0.0
B2_graph_facet_choice,42,hotpotqa,5a84c4bb5542991dd0999dec,global_semantic,global_semantic,0.2857142857142857,0.5,1.0,4.697500029578805,0.0,0.0
B2_graph_facet_choice,42,hotpotqa,5a8c8502554299585d9e36d0,global_semantic,graph_cc,0.0,0.0,0.0,1.72149995341897,0.0,0.0
B2_graph_facet_choice,42,hotpotqa,5abbd4035542993f40c73bcb,paper25_clause,paper25_multiscale,0.14285714285714285,0.25,0.5,7.746800081804395,0.0,0.0
B2_graph_facet_choice,42,hotpotqa,5adc3aff5542996e685252eb,global_semantic,global_semantic,0.0,0.0,0.0,5.4028998129069805,0.0,0.0
B2_graph_facet_choice,42,hotpotqa,5ae6143f5542996de7b71b2d,global_semantic,global_semantic,0.2,0.25,0.3333333333333333,4.482700023800135,0.0,0.0
B2_graph_facet_choice,42,musique,3hop1__102087_214799_259594,paper25_multiscale,global_semantic,0.0,0.0,0.0,4.095399985089898,0.0,0.0
B2_graph_facet_choice,42,musique,3hop1__103254_214799_259594,paper25_clause,paper25_clause,0.2727272727272727,0.75,1.0,2.8762000147253275,0.0,0.0
B2_graph_facet_choice,42,musique,3hop2__11282_57233_56883,paper25_clause,global_semantic,0.0,0.0,0.0,6.381899816915393,0.0,0.0
B2_graph_facet_choice,42,musique,4hop1__105688_17130_70784_61381,paper25_clause,global_semantic,0.0,0.0,0.0,6.511099869385362,0.0,0.0
B2_graph_facet_choice,42,musique,4hop1__105688_17130_70784_79935,global_semantic,global_semantic,0.038461538461538464,0.25,0.3333333333333333,7.310199784114957,0.0,0.0
B2_graph_facet_choice,42,musique,4hop2__103790_14670_8987_8974,paper25_clause,paper25_clause,0.25,1.0,1.0,3.340400056913495,0.0,0.0
B2_graph_facet_choice,42,musique,4hop2__105527_14670_8987_8529,paper25_clause,paper25_clause,0.21428571428571427,0.75,1.0,2.1112000104039907,0.0,0.0
B2_graph_facet_choice,42,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,global_semantic,global_semantic,0.0,0.0,0.0,8.000999921932817,0.0,0.0
B2_graph_facet_choice,42,qasper,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,global_semantic,global_semantic,0.0,0.0,0.0,7.136800093576312,0.0,0.0
B2_graph_facet_choice,42,qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,global_semantic,global_semantic,0.0,0.0,0.0,4.40480001270771,0.0,0.0
B2_graph_facet_choice,42,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,global_semantic,global_semantic,0.0,0.0,0.0,7.2245001792907715,0.0,0.0
B2_graph_facet_choice,42,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,paper25_clause,global_semantic,0.0,0.0,0.0,1.10809993930161,0.0,0.0
B2_graph_facet_choice,42,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,paper25_multiscale,paper25_clause,0.2,0.25,0.25,8.987599983811378,0.0,0.0
B2_graph_facet_choice,87,2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,paper25_clause,paper25_multiscale,0.25,0.25,0.5,6.885899929329753,0.0,0.0
B2_graph_facet_choice,87,2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,global_semantic,global_semantic,0.25,0.5,0.5,6.6819998901337385,0.0,0.0
B2_graph_facet_choice,87,2wikimultihopqa,002f12240bde11eba7f7acde48001122,global_semantic,paper25_clause,0.3333333333333333,0.25,0.5,5.095199914649129,0.0,0.0
B2_graph_facet_choice,87,2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,global_semantic,global_semantic,0.2,0.25,0.25,7.921899901703,0.0,0.0
B2_graph_facet_choice,87,2wikimultihopqa,005238da0bde11eba7f7acde48001122,global_semantic,global_semantic,0.0,0.0,0.0,4.843099974095821,0.0,0.0
