query_id,split,hardness_level,language,query,context,required_tool,useful_tools,related_tools,unsafe_tools,canonical_operation,canonical_object,variant,mode,top1_tool,top1_correct,required_rank,mrr,recall_at_1,recall_at_3,recall_at_5,top1_score,margin,top3_tools,useful_at_3,related_at_3,unsafe_at_3,false_action,token_overlap,bm25_required_score,bm25_required_rank,canonical_operation_present,canonical_object_present,tool_name_or_alias_present,language_match,routing_seconds,index_bytes,model_bytes,candidate_count,decision,selected_stage,calibrated_confidence
archive_report-h4-en-0,validation,H4,en,Remove it from active work appropriately.,"PRA Digest is report-7. Review is complete, and policy requires retention rather than deletion.",archive_report,"('create_report',)","('purge_archive',)","('delete_user', 'purge_archive')",archive,report,0,P0_token,create_report,False,3,0.3333333333333333,0.0,1.0,1.0,0.10200666636228561,0.0015511810779571533,create_report|get_repository|archive_report,1,0,0,True,0.05,0.6337448358535767,2,False,True,False,True,0.011737499851733446,13427,0,18,select,P0_token,
archive_report-h4-en-1,test,H4,en,Put it in the right long-term state.,"The completed item report-7 must be kept for audit, but it should no longer clutter current work.",archive_report,"('create_report',)","('purge_archive',)","('delete_user', 'purge_archive')",archive,report,1,P0_token,export_document,False,3,0.3333333333333333,0.0,1.0,1.0,0.09893632680177689,0.003511488437652588,export_document|create_report|archive_report,1,0,0,True,0.08333333333333333,1.0,1,False,True,False,True,0.022571400040760636,13427,0,18,select,P0_token,
archive_report-h5-pt-0,validation,H5,pt,Arquive o relatorio concluido report-7.,,archive_report,"('create_report',)","('purge_archive',)","('delete_user', 'purge_archive')",archive,report,0,P0_token,archive_report,True,1,1.0,1.0,1.0,1.0,0.30357626080513,0.022977709770202637,archive_report|create_report|search_repository,1,0,0,False,0.16666666666666666,1.0,1,False,True,False,False,0.005869799992069602,13427,0,18,select,P0_token,
archive_report-h5-pt-1,test,H5,pt,Retire report-7 da area ativa sem o eliminar.,,archive_report,"('create_report',)","('purge_archive',)","('delete_user', 'purge_archive')",archive,report,1,P0_token,create_report,False,2,0.5,0.0,1.0,1.0,0.2602046728134155,0.029854372143745422,create_report|archive_report|export_document,1,0,0,True,0.1111111111111111,1.0,1,False,True,False,False,0.008507000049576163,13427,0,18,select,P0_token,
archive_report-h5-es-0,validation,H5,es,Archiva el informe terminado report-7.,,archive_report,"('create_report',)","('purge_archive',)","('delete_user', 'purge_archive')",archive,report,0,P0_token,archive_report,True,1,1.0,1.0,1.0,1.0,0.37641456723213196,0.10254070162773132,archive_report|create_report|search_repository,1,0,0,False,0.16666666666666666,1.0,1,False,True,False,False,0.006055299891158938,13427,0,18,select,P0_token,
archive_report-h5-es-1,test,H5,es,Retira report-7 del area activa sin eliminarlo.,,archive_report,"('create_report',)","('purge_archive',)","('delete_user', 'purge_archive')",archive,report,1,P0_token,create_report,False,2,0.5,0.0,1.0,1.0,0.22937524318695068,0.027708575129508972,create_report|archive_report|get_repository,1,0,0,True,0.125,1.0,1,False,True,False,False,0.00984250009059906,13427,0,18,select,P0_token,
archive_report-h5-fr-0,validation,H5,fr,Archivez le rapport termine report-7.,,archive_report,"('create_report',)","('purge_archive',)","('delete_user', 'purge_archive')",archive,report,0,P0_token,archive_report,True,1,1.0,1.0,1.0,1.0,0.41333332657814026,0.12137290835380554,archive_report|create_report|search_repository,1,0,0,False,0.16666666666666666,1.0,1,False,True,False,False,0.010049500036984682,13427,0,18,select,P0_token,
archive_report-h5-fr-1,test,H5,fr,Retirez report-7 de l'espace actif sans le supprimer.,,archive_report,"('create_report',)","('purge_archive',)","('delete_user', 'purge_archive')",archive,report,1,P0_token,create_report,False,2,0.5,0.0,1.0,1.0,0.21423077583312988,0.03337734937667847,create_report|archive_report|export_document,1,0,0,True,0.1,1.0,1,False,True,False,False,0.007353499997407198,13427,0,18,select,P0_token,
purge_archive-h0-en-0,audit,H0,en,Permanently purge archived artifact artifact-old.,,purge_archive,"('export_document',)","('archive_report', 'create_report')","('delete_user',)",delete,artifact,0,P0_token,purge_archive,True,1,1.0,1.0,1.0,1.0,0.4541958272457123,0.25004836916923523,purge_archive|archive_report|create_report,0,2,0,False,0.8,1.0,1,False,True,True,True,0.007998700020834804,13427,0,18,select,P0_token,
purge_archive-h0-en-1,test,H0,en,Delete artifact-old from the archive with no recovery.,,purge_archive,"('export_document',)","('archive_report', 'create_report')","('delete_user',)",delete,artifact,1,P0_token,archive_report,False,2,0.5,0.0,1.0,1.0,0.23806139826774597,0.004601806402206421,archive_report|purge_archive|delete_user,0,1,1,True,0.2222222222222222,1.0,1,True,True,False,True,0.013993000146001577,13427,0,18,select,P0_token,
purge_archive-h0-en-2,validation,H0,en,Purge the archived artifact artifact-old permanently.,,purge_archive,"('export_document',)","('archive_report', 'create_report')","('delete_user',)",delete,artifact,2,P0_token,purge_archive,True,1,1.0,1.0,1.0,1.0,0.39918699860572815,0.2076718509197235,purge_archive|archive_report|search_document,0,1,0,False,0.6666666666666666,1.0,1,False,True,False,True,0.014088599942624569,13427,0,18,select,P0_token,
purge_archive-h1-en-0,validation,H1,en,Irreversibly erase artifact-old from retained storage.,,purge_archive,"('export_document',)","('archive_report', 'create_report')","('delete_user',)",delete,artifact,0,P0_token,extract_metadata,False,4,0.25,0.0,0.0,1.0,0.21282930672168732,0.025883495807647705,extract_metadata|search_repository|create_report,0,1,0,True,0.14285714285714285,0.5176470875740051,3,False,True,False,True,0.013226700015366077,13427,0,18,select,P0_token,
purge_archive-h1-en-1,test,H1,en,Remove the archived item artifact-old for good.,,purge_archive,"('export_document',)","('archive_report', 'create_report')","('delete_user',)",delete,artifact,1,P0_token,purge_archive,True,1,1.0,1.0,1.0,1.0,0.261352002620697,0.04468533396720886,purge_archive|archive_report|search_repository,0,1,0,False,0.25,1.0,1,False,True,False,True,0.011932200053706765,13427,0,18,select,P0_token,
purge_archive-h2-en-0,validation,H2,en,Wipe artifact-old from the vault.,,purge_archive,"('export_document',)","('archive_report', 'create_report')","('delete_user',)",delete,artifact,0,P0_token,extract_metadata,False,2,0.5,0.0,1.0,1.0,0.22852563858032227,0.031303420662879944,extract_metadata|purge_archive|read_document,0,0,0,True,0.16666666666666666,0.5176470875740051,3,False,True,False,True,0.01130330003798008,13427,0,18,select,P0_token,
purge_archive-h2-en-1,test,H2,en,Make artifact-old unrecoverable.,,purge_archive,"('export_document',)","('archive_report', 'create_report')","('delete_user',)",delete,artifact,1,P0_token,purge_archive,True,1,1.0,1.0,1.0,1.0,0.21719901263713837,0.018151387572288513,purge_archive|search_user|search_repository,0,0,0,False,0.25,1.0,1,False,True,False,True,0.006235300097614527,13427,0,18,select,P0_token,
purge_archive-h3-en-0,validation,H3,en,"Retention has expired for artifact-old, and no recoverable copy may remain.",,purge_archive,"('export_document',)","('archive_report', 'create_report')","('delete_user',)",delete,artifact,0,P0_token,create_report,False,4,0.25,0.0,0.0,1.0,0.12131782621145248,0.004848688840866089,create_report|extract_metadata|search_repository,0,1,0,True,0.08333333333333333,0.8833857774734497,2,False,True,False,True,0.01136740017682314,13427,0,18,select,P0_token,
purge_archive-h3-en-1,test,H3,en,Complete the irreversible disposal of artifact-old.,,purge_archive,"('export_document',)","('archive_report', 'create_report')","('delete_user',)",delete,artifact,1,P0_token,create_report,False,10,0.1,0.0,0.0,0.0,0.20317460596561432,0.0331285297870636,create_report|update_issue|get_repository,0,1,0,True,0.14285714285714285,0.5352941155433655,3,False,True,False,True,0.009560199920088053,13427,0,18,select,P0_token,
purge_archive-h4-en-0,validation,H4,en,Carry out the final disposal.,Compliance approved final destruction of artifact-old after its retention period. Keeping an archived copy is forbidden.,purge_archive,"('export_document',)","('archive_report', 'create_report')","('delete_user',)",delete,artifact,0,P0_token,purge_archive,True,1,1.0,1.0,1.0,1.0,0.10326655209064484,0.013106726109981537,purge_archive|create_report|archive_report,0,2,0,False,0.14285714285714285,1.0,1,False,True,False,True,0.014213499845936894,13427,0,18,select,P0_token,
purge_archive-h4-en-1,test,H4,en,Finish the irreversible step.,The vault entry artifact-old passed its deletion review and must not be restorable afterward.,purge_archive,"('export_document',)","('archive_report', 'create_report')","('delete_user',)",delete,artifact,1,P0_token,create_report,False,12,0.08333333333333333,0.0,0.0,0.0,0.10627082735300064,0.008677616715431213,create_report|extract_metadata|archive_report,0,2,0,True,0.05555555555555555,0.8833857774734497,2,False,True,False,True,0.012369000120088458,13427,0,18,select,P0_token,
purge_archive-h5-pt-0,validation,H5,pt,Elimine definitivamente artifact-old do arquivo.,,purge_archive,"('export_document',)","('archive_report', 'create_report')","('delete_user',)",delete,artifact,0,P0_token,purge_archive,True,1,1.0,1.0,1.0,1.0,0.1558823585510254,0.005882352590560913,purge_archive|create_report|extract_metadata,0,1,0,False,0.16666666666666666,1.0,1,False,True,False,False,0.006900400156155229,13427,0,18,select,P0_token,
purge_archive-h5-pt-1,test,H5,pt,Apague artifact-old sem possibilidade de recuperacao.,,purge_archive,"('export_document',)","('archive_report', 'create_report')","('delete_user',)",delete,artifact,1,P0_token,search_repository,False,5,0.2,0.0,0.0,1.0,0.16976511478424072,0.0048078447580337524,search_repository|validate_user|extract_metadata,0,0,0,True,0.14285714285714285,1.0,1,False,True,False,False,0.008499399991706014,13427,0,18,select,P0_token,
purge_archive-h5-es-0,validation,H5,es,Elimina definitivamente artifact-old del archivo.,,purge_archive,"('export_document',)","('archive_report', 'create_report')","('delete_user',)",delete,artifact,0,P0_token,purge_archive,True,1,1.0,1.0,1.0,1.0,0.19573087990283966,0.03874675929546356,purge_archive|search_document|create_report,0,1,0,False,0.16666666666666666,1.0,1,False,True,False,False,0.011934000067412853,13427,0,18,select,P0_token,
purge_archive-h5-es-1,test,H5,es,Borra artifact-old sin posibilidad de recuperacion.,,purge_archive,"('export_document',)","('archive_report', 'create_report')","('delete_user',)",delete,artifact,1,P0_token,create_report,False,12,0.08333333333333333,0.0,0.0,0.0,0.17708894610404968,0.006820321083068848,create_report|validate_user|read_document,0,1,0,True,0.14285714285714285,1.0,1,False,True,False,False,0.008011100115254521,13427,0,18,select,P0_token,
purge_archive-h5-fr-0,validation,H5,fr,Supprimez definitivement artifact-old des archives.,,purge_archive,"('export_document',)","('archive_report', 'create_report')","('delete_user',)",delete,artifact,0,P0_token,purge_archive,True,1,1.0,1.0,1.0,1.0,0.23854875564575195,0.08897610008716583,purge_archive|update_document|search_document,0,0,0,False,0.16666666666666666,1.0,1,False,True,False,False,0.006438800133764744,13427,0,18,select,P0_token,
purge_archive-h5-fr-1,test,H5,fr,Effacez artifact-old sans possibilite de recuperation.,,purge_archive,"('export_document',)","('archive_report', 'create_report')","('delete_user',)",delete,artifact,1,P0_token,create_report,False,13,0.07692307692307693,0.0,0.0,0.0,0.18554112315177917,0.023313522338867188,create_report|search_repository|archive_report,0,2,0,True,0.14285714285714285,1.0,1,False,True,False,False,0.008769699838012457,13427,0,18,select,P0_token,
search_user-h0-en-0,audit,H0,en,Search for the user with email alice@example.com.,,search_user,(),"('delete_user', 'get_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",search,user,0,P1_bm25,search_user,True,1,1.0,1.0,1.0,1.0,1.0,0.43338751792907715,search_user|update_user|search_document,0,1,0,False,0.3333333333333333,1.0,1,True,True,False,True,0.009926499798893929,13427,0,18,select,P1_bm25,
search_user-h0-en-1,test,H0,en,Find a user account by email alice@example.com.,,search_user,(),"('delete_user', 'get_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",search,user,1,P1_bm25,search_user,True,1,1.0,1.0,1.0,1.0,1.0,0.5117419064044952,search_user|get_user|search_document,0,1,0,False,0.6666666666666666,1.0,1,False,True,False,True,0.00644240016117692,13427,0,18,select,P1_bm25,
search_user-h0-en-2,validation,H0,en,Search users for alice@example.com.,,search_user,(),"('delete_user', 'get_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",search,user,2,P1_bm25,search_document,False,3,0.3333333333333333,0.0,1.0,1.0,1.0,0.0234375,search_document|search_repository|search_user,0,0,0,True,0.16666666666666666,0.9541984796524048,3,True,False,True,True,0.008203000063076615,13427,0,18,select,P1_bm25,
search_user-h1-en-0,validation,H1,en,Locate the account tied to alice@example.com.,,search_user,(),"('delete_user', 'get_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",search,user,0,P1_bm25,update_user,False,4,0.25,0.0,0.0,1.0,1.0,0.366798996925354,update_user|update_issue|delete_user,0,2,1,True,0.125,0.3459242582321167,4,False,False,False,True,0.006382300052791834,13427,0,18,select,P1_bm25,
search_user-h1-en-1,test,H1,en,Look up whoever registered with alice@example.com.,,search_user,(),"('delete_user', 'get_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",search,user,1,P1_bm25,search_user,True,1,1.0,1.0,1.0,1.0,0.0,0.0,search_user|get_user|validate_user,0,2,0,False,0.0,0.0,1,False,False,False,True,0.008229900151491165,13427,0,18,select,P1_bm25,
search_user-h2-en-0,validation,H2,en,Who's behind alice@example.com?,,search_user,(),"('delete_user', 'get_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",search,user,0,P1_bm25,search_user,True,1,1.0,1.0,1.0,1.0,0.0,0.0,search_user|get_user|validate_user,0,2,0,False,0.0,0.0,1,False,False,False,True,0.005747700110077858,13427,0,18,select,P1_bm25,
search_user-h2-en-1,test,H2,en,Can you track down alice@example.com for me?,,search_user,(),"('delete_user', 'get_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",search,user,1,P1_bm25,search_user,True,1,1.0,1.0,1.0,1.0,0.0,0.0,search_user|get_user|validate_user,0,2,0,False,0.0,0.0,1,False,False,False,True,0.007918900111690164,13427,0,18,select,P1_bm25,
search_user-h3-en-0,validation,H3,en,I only have Alice's email and need her internal identifier.,,search_user,(),"('delete_user', 'get_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",search,user,0,P1_bm25,search_user,True,1,1.0,1.0,1.0,1.0,1.0,0.17396169900894165,search_user|read_document|get_user,0,1,0,False,0.09090909090909091,1.0,1,False,False,False,True,0.007535299984738231,13427,0,18,select,P1_bm25,
search_user-h3-en-1,test,H3,en,We need to identify the person who signed up with alice@example.com.,,search_user,(),"('delete_user', 'get_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",search,user,1,P1_bm25,update_user,False,3,0.3333333333333333,0.0,1.0,1.0,1.0,0.03191488981246948,update_user|update_issue|search_user,0,1,0,True,0.0,0.0,3,False,False,False,True,0.009414999978616834,13427,0,18,select,P1_bm25,
search_user-h4-en-0,validation,H4,en,Which account is hers?,"Alice signed up with alice@example.com, but I do not know her internal ID.",search_user,(),"('delete_user', 'get_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",search,user,0,P1_bm25,delete_user,False,2,0.5,0.0,1.0,1.0,1.0,0.06593406200408936,delete_user|search_user|get_user,0,2,1,True,0.05555555555555555,0.9340659379959106,2,False,False,False,True,0.011592800030484796,13427,0,18,select,P1_bm25,
search_user-h4-en-1,test,H4,en,Resolve who sent it.,The support request came from alice@example.com. The CRM identifier is missing.,search_user,(),"('delete_user', 'get_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",search,user,1,P1_bm25,extract_metadata,False,7,0.14285714285714285,0.0,0.0,0.0,1.0,0.03409093618392944,extract_metadata|read_document|create_report,0,0,0,True,0.0,0.0,7,False,False,False,True,0.00975609989836812,13427,0,18,select,P1_bm25,
search_user-h5-pt-0,validation,H5,pt,Encontre a conta associada a alice@example.com.,,search_user,(),"('delete_user', 'get_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",search,user,0,P1_bm25,create_issue,False,5,0.2,0.0,0.0,1.0,1.0,0.23863637447357178,create_issue|read_document|create_report,0,0,0,True,0.14285714285714285,0.0,5,False,False,False,False,0.011229300172999501,13427,0,18,select,P1_bm25,
search_user-h5-pt-1,test,H5,pt,Descubra quem se registou com alice@example.com.,,search_user,(),"('delete_user', 'get_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",search,user,1,P1_bm25,search_user,True,1,1.0,1.0,1.0,1.0,0.0,0.0,search_user|get_user|validate_user,0,2,0,False,0.0,0.0,1,False,False,False,False,0.013982899952679873,13427,0,18,select,P1_bm25,
search_user-h5-es-0,validation,H5,es,Encuentra la cuenta asociada a alice@example.com.,,search_user,(),"('delete_user', 'get_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",search,user,0,P1_bm25,export_document,False,6,0.16666666666666666,0.0,0.0,0.0,1.0,0.20121949911117554,export_document|update_document|search_document,0,0,0,True,0.125,0.0,6,False,False,False,False,0.006938700098544359,13427,0,18,select,P1_bm25,
search_user-h5-es-1,test,H5,es,Averigua quien se registro con alice@example.com.,,search_user,(),"('delete_user', 'get_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",search,user,1,P1_bm25,search_user,True,1,1.0,1.0,1.0,1.0,0.0,0.0,search_user|get_user|validate_user,0,2,0,False,0.0,0.0,1,False,False,False,False,0.012013199971988797,13427,0,18,select,P1_bm25,
search_user-h5-fr-0,validation,H5,fr,Trouvez le compte associe a alice@example.com.,,search_user,(),"('delete_user', 'get_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",search,user,0,P1_bm25,validate_user,False,2,0.5,0.0,1.0,1.0,1.0,1.0,validate_user|search_user|get_user,0,2,0,True,0.125,0.0,2,False,False,False,False,0.014101300155743957,13427,0,18,select,P1_bm25,
search_user-h5-fr-1,test,H5,fr,Identifiez la personne inscrite avec alice@example.com.,,search_user,(),"('delete_user', 'get_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",search,user,1,P1_bm25,search_user,True,1,1.0,1.0,1.0,1.0,0.0,0.0,search_user|get_user|validate_user,0,2,0,False,0.0,0.0,1,False,False,False,False,0.012445800006389618,13427,0,18,select,P1_bm25,
get_user-h0-en-0,audit,H0,en,Retrieve user u17.,,get_user,"('search_user',)","('delete_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",get,user,0,P1_bm25,get_user,True,1,1.0,1.0,1.0,1.0,1.0,0.39765965938568115,get_user|get_repository|delete_user,0,1,1,False,0.6666666666666666,1.0,1,False,True,False,True,0.0073321000672876835,13427,0,18,select,P1_bm25,
get_user-h0-en-1,test,H0,en,Get the user account identified by u17.,,get_user,"('search_user',)","('delete_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",get,user,1,P1_bm25,get_user,True,1,1.0,1.0,1.0,1.0,1.0,0.3104720115661621,get_user|update_user|search_user,1,1,0,False,0.5714285714285714,1.0,1,True,True,False,True,0.011696399888023734,13427,0,18,select,P1_bm25,
get_user-h0-en-2,validation,H0,en,Read the user record for u17.,,get_user,"('search_user',)","('delete_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",get,user,2,P1_bm25,read_document,False,4,0.25,0.0,0.0,1.0,1.0,0.09337002038955688,read_document|update_user|update_issue,0,1,0,True,0.16666666666666666,0.4484975039958954,4,False,True,False,True,0.009992500068619847,13427,0,18,select,P1_bm25,
get_user-h1-en-0,validation,H1,en,Load the profile belonging to identifier u17.,,get_user,"('search_user',)","('delete_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",get,user,0,P1_bm25,read_document,False,2,0.5,0.0,1.0,1.0,1.0,0.03296703100204468,read_document|get_user|update_user,0,1,0,True,0.14285714285714285,0.9670329689979553,2,False,False,False,True,0.012127300025895238,13427,0,18,select,P1_bm25,
get_user-h1-en-1,test,H1,en,Show me the account details stored under u17.,,get_user,"('search_user',)","('delete_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",get,user,1,P1_bm25,update_user,False,6,0.16666666666666666,0.0,0.0,0.0,1.0,0.056806325912475586,update_user|get_repository|update_issue,0,1,0,True,0.125,0.3459242582321167,6,False,False,False,True,0.007011499954387546,13427,0,18,select,P1_bm25,
get_user-h2-en-0,validation,H2,en,What do we know about u17?,,get_user,"('search_user',)","('delete_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",get,user,0,P1_bm25,notify_user,False,3,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,notify_user|search_user|get_user,1,1,0,True,0.0,0.0,3,False,False,False,True,0.00530409999191761,13427,0,18,select,P1_bm25,
get_user-h2-en-1,test,H2,en,Pull up u17 for me.,,get_user,"('search_user',)","('delete_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",get,user,1,P1_bm25,search_user,False,2,0.5,0.0,1.0,1.0,0.0,0.0,search_user|get_user|validate_user,1,1,0,True,0.0,0.0,2,False,False,False,True,0.009690500097349286,13427,0,18,select,P1_bm25,
get_user-h3-en-0,validation,H3,en,I already have identifier u17 and need to see its current state.,,get_user,"('search_user',)","('delete_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",get,user,0,P1_bm25,read_document,False,2,0.5,0.0,1.0,1.0,1.0,0.03296703100204468,read_document|get_user|search_user,1,0,0,True,0.08333333333333333,0.9670329689979553,2,False,False,False,True,0.011035699862986803,13427,0,18,select,P1_bm25,
get_user-h3-en-1,test,H3,en,The identifier is u17; tell me what is on file.,,get_user,"('search_user',)","('delete_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",get,user,1,P1_bm25,read_document,False,2,0.5,0.0,1.0,1.0,1.0,0.03296703100204468,read_document|get_user|update_user,0,1,0,True,0.1111111111111111,0.9670329689979553,2,False,False,False,True,0.006210400024428964,13427,0,18,select,P1_bm25,
get_user-h4-en-0,validation,H4,en,Show me her record.,Alice's internal identifier is u17. Her current account state is unknown.,get_user,"('search_user',)","('delete_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",get,user,0,P1_bm25,get_user,True,1,1.0,1.0,1.0,1.0,1.0,0.32362622022628784,get_user|read_document|delete_user,0,1,1,False,0.14285714285714285,1.0,1,False,False,False,True,0.022394799860194325,13427,0,18,select,P1_bm25,
get_user-h4-en-1,test,H4,en,What details belong to it?,Support supplied u17 as the confirmed internal ID.,get_user,"('search_user',)","('delete_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",get,user,1,P1_bm25,get_repository,False,5,0.2,0.0,0.0,1.0,1.0,0.30653083324432373,get_repository|update_user|update_issue,0,1,0,True,0.0,0.0,5,False,False,False,True,0.008974500000476837,13427,0,18,select,P1_bm25,
get_user-h5-pt-0,validation,H5,pt,Mostre os dados da conta u17.,,get_user,"('search_user',)","('delete_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",get,user,0,P1_bm25,search_user,False,2,0.5,0.0,1.0,1.0,0.0,0.0,search_user|get_user|validate_user,1,1,0,True,0.0,0.0,2,False,False,False,False,0.007542100036516786,13427,0,18,select,P1_bm25,
get_user-h5-pt-1,test,H5,pt,Consulte o registo identificado por u17.,,get_user,"('search_user',)","('delete_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",get,user,1,P1_bm25,search_user,False,2,0.5,0.0,1.0,1.0,0.0,0.0,search_user|get_user|validate_user,1,1,0,True,0.0,0.0,2,False,False,False,False,0.006221399875357747,13427,0,18,select,P1_bm25,
get_user-h5-es-0,validation,H5,es,Muestra los datos de la cuenta u17.,,get_user,"('search_user',)","('delete_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",get,user,0,P1_bm25,search_user,False,2,0.5,0.0,1.0,1.0,0.0,0.0,search_user|get_user|validate_user,1,1,0,True,0.0,0.0,2,False,False,False,False,0.009903999976813793,13427,0,18,select,P1_bm25,
get_user-h5-es-1,test,H5,es,Consulta el registro identificado por u17.,,get_user,"('search_user',)","('delete_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",get,user,1,P1_bm25,search_user,False,2,0.5,0.0,1.0,1.0,0.0,0.0,search_user|get_user|validate_user,1,1,0,True,0.0,0.0,2,False,False,False,False,0.011029900051653385,13427,0,18,select,P1_bm25,
get_user-h5-fr-0,validation,H5,fr,Affichez les donnees du compte u17.,,get_user,"('search_user',)","('delete_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",get,user,0,P1_bm25,search_user,False,2,0.5,0.0,1.0,1.0,0.0,0.0,search_user|get_user|validate_user,1,1,0,True,0.0,0.0,2,False,False,False,False,0.012305299984291196,13427,0,18,select,P1_bm25,
get_user-h5-fr-1,test,H5,fr,Consultez la fiche identifiee par u17.,,get_user,"('search_user',)","('delete_user', 'notify_user', 'update_user', 'validate_user')","('delete_user', 'purge_archive')",get,user,1,P1_bm25,search_user,False,2,0.5,0.0,1.0,1.0,0.0,0.0,search_user|get_user|validate_user,1,1,0,True,0.0,0.0,2,False,False,False,False,0.00863629998639226,13427,0,18,select,P1_bm25,
validate_user-h0-en-0,audit,H0,en,Validate whether user u17 may be changed.,,validate_user,"('search_user',)","('delete_user', 'get_user', 'notify_user', 'update_user')","('delete_user', 'purge_archive')",validate,user,0,P1_bm25,validate_user,True,1,1.0,1.0,1.0,1.0,1.0,0.8806043341755867,validate_user|get_user|delete_user,0,2,1,False,0.8571428571428571,1.0,1,True,True,False,True,0.006111500086262822,13427,0,18,select,P1_bm25,
validate_user-h0-en-1,test,H0,en,Validate account u17 before changing it.,,validate_user,"('search_user',)","('delete_user', 'get_user', 'notify_user', 'update_user')","('delete_user', 'purge_archive')",validate,user,1,P1_bm25,validate_user,True,1,1.0,1.0,1.0,1.0,1.0,0.7713341116905212,validate_user|delete_user|search_user,1,1,1,False,0.3333333333333333,1.0,1,True,False,False,True,0.011625699931755662,13427,0,18,select,P1_bm25,
validate_user-h0-en-2,validation,H0,en,Check user u17 for update eligibility.,,validate_user,"('search_user',)","('delete_user', 'get_user', 'notify_user', 'update_user')","('delete_user', 'purge_archive')",validate,user,2,P1_bm25,update_user,False,8,0.125,0.0,0.0,0.0,1.0,0.35403186082839966,update_user|update_document|update_issue,0,1,0,True,0.16666666666666666,0.38133999705314636,8,False,True,False,True,0.011303500039502978,13427,0,18,select,P1_bm25,
validate_user-h1-en-0,validation,H1,en,Confirm that u17 is eligible for modification.,,validate_user,"('search_user',)","('delete_user', 'get_user', 'notify_user', 'update_user')","('delete_user', 'purge_archive')",validate,user,0,P1_bm25,search_user,False,3,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,search_user|get_user|validate_user,1,1,0,True,0.0,0.0,3,False,False,False,True,0.01323090004734695,13427,0,18,select,P1_bm25,
validate_user-h1-en-1,test,H1,en,Verify whether changes are permitted for u17.,,validate_user,"('search_user',)","('delete_user', 'get_user', 'notify_user', 'update_user')","('delete_user', 'purge_archive')",validate,user,1,P1_bm25,validate_user,True,1,1.0,1.0,1.0,1.0,1.0,1.0,validate_user|search_user|get_user,1,1,0,False,0.14285714285714285,1.0,1,False,False,False,True,0.011715099913999438,13427,0,18,select,P1_bm25,
validate_user-h2-en-0,validation,H2,en,Is u17 safe to edit?,,validate_user,"('search_user',)","('delete_user', 'get_user', 'notify_user', 'update_user')","('delete_user', 'purge_archive')",validate,user,0,P1_bm25,search_user,False,3,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,search_user|get_user|validate_user,1,1,0,True,0.0,0.0,3,False,False,False,True,0.008315199986100197,13427,0,18,select,P1_bm25,
validate_user-h2-en-1,test,H2,en,"Can we touch u17, or is it locked?",,validate_user,"('search_user',)","('delete_user', 'get_user', 'notify_user', 'update_user')","('delete_user', 'purge_archive')",validate,user,1,P1_bm25,search_user,False,3,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,search_user|get_user|validate_user,1,1,0,True,0.0,0.0,3,False,False,False,True,0.008687700144946575,13427,0,18,select,P1_bm25,
