answer_id,condition,depth,distractor_attention_mass,evidence_attention_mass,evidence_condition,evidence_span_tokens,example_id,head,hop_over_window,layer,max_hop_distance_tokens,native_attention_mass,policy,query_pooling,query_token_count,seed,span_over_window,target_reference_uris,window
12,spacing_4_selected,2,0.9705435633659363,0.0,selected,15,chain-1566210-d2,3,0.3125,4,5,0.02945643663406372,spacing_4,final query token,6,67,0.9375,"('controlled://1566210/fact/8', 'controlled://1566210/fact/0')",w16
12,spacing_4_selected,1,0.9253494739532471,0.0,selected,55,chain-1670939-d1,0,0.6875,0,11,0.07465052604675293,spacing_4,final query token,5,67,3.4375,"('controlled://1670939/fact/1',)",w16
12,spacing_4_selected,1,0.6947090029716492,0.0,selected,55,chain-1670939-d1,1,0.6875,0,11,0.30529099702835083,spacing_4,final query token,5,67,3.4375,"('controlled://1670939/fact/1',)",w16
12,spacing_4_selected,1,0.8594773411750793,0.0,selected,55,chain-1670939-d1,2,0.6875,0,11,0.14052265882492065,spacing_4,final query token,5,67,3.4375,"('controlled://1670939/fact/1',)",w16
12,spacing_4_selected,1,0.8602391481399536,0.0,selected,55,chain-1670939-d1,3,0.6875,0,11,0.1397608518600464,spacing_4,final query token,5,67,3.4375,"('controlled://1670939/fact/1',)",w16
12,spacing_4_selected,1,0.0,0.8645203113555908,selected,55,chain-1670939-d1,0,0.6875,4,11,0.13547968864440918,spacing_4,final query token,5,67,3.4375,"('controlled://1670939/fact/1',)",w16
12,spacing_4_selected,1,0.0,0.06536417454481125,selected,55,chain-1670939-d1,1,0.6875,4,11,0.9346358254551888,spacing_4,final query token,5,67,3.4375,"('controlled://1670939/fact/1',)",w16
12,spacing_4_selected,1,0.0,0.10091131925582886,selected,55,chain-1670939-d1,2,0.6875,4,11,0.8990886807441711,spacing_4,final query token,5,67,3.4375,"('controlled://1670939/fact/1',)",w16
12,spacing_4_selected,1,0.0,0.9320695996284485,selected,55,chain-1670939-d1,3,0.6875,4,11,0.06793040037155151,spacing_4,final query token,5,67,3.4375,"('controlled://1670939/fact/1',)",w16
13,oracle_layer_0_oracle,1,0.7355399429798126,0.21801133453845978,oracle,22,chain-100004-d1,0,0.6875,0,11,0.0464487224817276,oracle_layer_0,final query token,5,67,1.375,"('controlled://100004/fact/9',)",w16
13,oracle_layer_0_oracle,1,0.8816322088241577,0.0773097351193428,oracle,22,chain-100004-d1,1,0.6875,0,11,0.04105805605649948,oracle_layer_0,final query token,5,67,1.375,"('controlled://100004/fact/9',)",w16
13,oracle_layer_0_oracle,1,0.7716355323791504,0.17689014971256256,oracle,22,chain-100004-d1,2,0.6875,0,11,0.05147431790828705,oracle_layer_0,final query token,5,67,1.375,"('controlled://100004/fact/9',)",w16
13,oracle_layer_0_oracle,1,0.9617346450686455,0.03151907026767731,oracle,22,chain-100004-d1,3,0.6875,0,11,0.006746284663677216,oracle_layer_0,final query token,5,67,1.375,"('controlled://100004/fact/9',)",w16
6,oracle_layer_0_oracle,3,0.34540432691574097,0.5679088532924652,oracle,22,chain-204733-d3,0,0.6875,0,11,0.08668681979179382,oracle_layer_0,final query token,7,67,1.375,"('controlled://204733/fact/6', 'controlled://204733/fact/5', 'controlled://204733/fact/3')",w16
6,oracle_layer_0_oracle,3,0.32759857177734375,0.5812125355005264,oracle,22,chain-204733-d3,1,0.6875,0,11,0.09118889272212982,oracle_layer_0,final query token,7,67,1.375,"('controlled://204733/fact/6', 'controlled://204733/fact/5', 'controlled://204733/fact/3')",w16
6,oracle_layer_0_oracle,3,0.023094352334737778,0.7155649065971375,oracle,22,chain-204733-d3,2,0.6875,0,11,0.26134074106812477,oracle_layer_0,final query token,7,67,1.375,"('controlled://204733/fact/6', 'controlled://204733/fact/5', 'controlled://204733/fact/3')",w16
6,oracle_layer_0_oracle,3,0.0948873981833458,0.8905675690621138,oracle,22,chain-204733-d3,3,0.6875,0,11,0.014545032754540443,oracle_layer_0,final query token,7,67,1.375,"('controlled://204733/fact/6', 'controlled://204733/fact/5', 'controlled://204733/fact/3')",w16
7,oracle_layer_0_oracle,4,0.0,0.9124036207795143,oracle,7,chain-309462-d4,0,0.4375,0,7,0.08759637922048569,oracle_layer_0,final query token,8,67,0.4375,"('controlled://309462/fact/9', 'controlled://309462/fact/7', 'controlled://309462/fact/6', 'controlled://309462/fact/3')",w16
7,oracle_layer_0_oracle,4,0.0,0.7771561443805695,oracle,7,chain-309462-d4,1,0.4375,0,7,0.22284385561943054,oracle_layer_0,final query token,8,67,0.4375,"('controlled://309462/fact/9', 'controlled://309462/fact/7', 'controlled://309462/fact/6', 'controlled://309462/fact/3')",w16
7,oracle_layer_0_oracle,4,0.0,0.7896137572824955,oracle,7,chain-309462-d4,2,0.4375,0,7,0.2103862427175045,oracle_layer_0,final query token,8,67,0.4375,"('controlled://309462/fact/9', 'controlled://309462/fact/7', 'controlled://309462/fact/6', 'controlled://309462/fact/3')",w16
7,oracle_layer_0_oracle,4,0.0,0.908197782933712,oracle,7,chain-309462-d4,3,0.4375,0,7,0.091802217066288,oracle_layer_0,final query token,8,67,0.4375,"('controlled://309462/fact/9', 'controlled://309462/fact/7', 'controlled://309462/fact/6', 'controlled://309462/fact/3')",w16
10,oracle_layer_0_oracle,2,0.5952486991882324,0.37626975774765015,oracle,22,chain-414191-d2,0,0.6875,0,11,0.02848154306411743,oracle_layer_0,final query token,6,67,1.375,"('controlled://414191/fact/8', 'controlled://414191/fact/2')",w16
10,oracle_layer_0_oracle,2,0.588043600320816,0.300092875957489,oracle,22,chain-414191-d2,1,0.6875,0,11,0.11186352372169495,oracle_layer_0,final query token,6,67,1.375,"('controlled://414191/fact/8', 'controlled://414191/fact/2')",w16
10,oracle_layer_0_oracle,2,0.21255572140216827,0.6453670263290405,oracle,22,chain-414191-d2,2,0.6875,0,11,0.1420772522687912,oracle_layer_0,final query token,6,67,1.375,"('controlled://414191/fact/8', 'controlled://414191/fact/2')",w16
10,oracle_layer_0_oracle,2,0.7796484380960464,0.09974641725420952,oracle,22,chain-414191-d2,3,0.6875,0,11,0.12060514464974403,oracle_layer_0,final query token,6,67,1.375,"('controlled://414191/fact/8', 'controlled://414191/fact/2')",w16
13,oracle_layer_0_oracle,1,0.7586251795291901,0.17069214582443237,oracle,35,chain-518920-d1,0,0.3125,0,5,0.07068267464637756,oracle_layer_0,final query token,5,67,2.1875,"('controlled://518920/fact/0',)",w16
13,oracle_layer_0_oracle,1,0.9951286343857646,0.00287469569593668,oracle,35,chain-518920-d1,1,0.3125,0,5,0.0019966699182987213,oracle_layer_0,final query token,5,67,2.1875,"('controlled://518920/fact/0',)",w16
13,oracle_layer_0_oracle,1,0.7530633509159088,0.20423617959022522,oracle,35,chain-518920-d1,2,0.3125,0,5,0.04270046949386597,oracle_layer_0,final query token,5,67,2.1875,"('controlled://518920/fact/0',)",w16
13,oracle_layer_0_oracle,1,0.960922796279192,0.03015243448317051,oracle,35,chain-518920-d1,3,0.3125,0,5,0.00892476923763752,oracle_layer_0,final query token,5,67,2.1875,"('controlled://518920/fact/0',)",w16
13,oracle_layer_0_oracle,1,0.8296936005353928,0.15067625045776367,oracle,33,chain-623649-d1,0,0.6875,0,11,0.019630149006843567,oracle_layer_0,final query token,5,67,2.0625,"('controlled://623649/fact/2',)",w16
13,oracle_layer_0_oracle,1,0.8746438175439835,0.08633048832416534,oracle,33,chain-623649-d1,1,0.6875,0,11,0.039025694131851196,oracle_layer_0,final query token,5,67,2.0625,"('controlled://623649/fact/2',)",w16
13,oracle_layer_0_oracle,1,0.6455674916505814,0.3129066824913025,oracle,33,chain-623649-d1,2,0.6875,0,11,0.04152582585811615,oracle_layer_0,final query token,5,67,2.0625,"('controlled://623649/fact/2',)",w16
13,oracle_layer_0_oracle,1,0.9746865499764681,0.018335141241550446,oracle,33,chain-623649-d1,3,0.6875,0,11,0.006978308781981468,oracle_layer_0,final query token,5,67,2.0625,"('controlled://623649/fact/2',)",w16
11,oracle_layer_0_oracle,2,0.5972532629966736,0.3715716525912285,oracle,14,chain-728378-d2,0,0.4375,0,7,0.03117508441209793,oracle_layer_0,final query token,6,67,0.875,"('controlled://728378/fact/4', 'controlled://728378/fact/0')",w16
11,oracle_layer_0_oracle,2,0.710349053144455,0.22029759734869003,oracle,14,chain-728378-d2,1,0.4375,0,7,0.06935334950685501,oracle_layer_0,final query token,6,67,0.875,"('controlled://728378/fact/4', 'controlled://728378/fact/0')",w16
11,oracle_layer_0_oracle,2,0.34557878971099854,0.5360993891954422,oracle,14,chain-728378-d2,2,0.4375,0,7,0.11832182109355927,oracle_layer_0,final query token,6,67,0.875,"('controlled://728378/fact/4', 'controlled://728378/fact/0')",w16
11,oracle_layer_0_oracle,2,0.803646057844162,0.07123066857457161,oracle,14,chain-728378-d2,3,0.4375,0,7,0.1251232735812664,oracle_layer_0,final query token,6,67,0.875,"('controlled://728378/fact/4', 'controlled://728378/fact/0')",w16
10,oracle_layer_0_oracle,1,0.8817485123872757,0.10930317640304565,oracle,35,chain-833107-d1,0,0.4375,0,7,0.00894831120967865,oracle_layer_0,final query token,5,67,2.1875,"('controlled://833107/fact/1',)",w16
10,oracle_layer_0_oracle,1,0.7066514417529106,0.17648327350616455,oracle,35,chain-833107-d1,1,0.4375,0,7,0.11686528474092484,oracle_layer_0,final query token,5,67,2.1875,"('controlled://833107/fact/1',)",w16
10,oracle_layer_0_oracle,1,0.5435990393161774,0.42048436403274536,oracle,35,chain-833107-d1,2,0.4375,0,7,0.03591659665107727,oracle_layer_0,final query token,5,67,2.1875,"('controlled://833107/fact/1',)",w16
10,oracle_layer_0_oracle,1,0.6424978375434875,0.202671617269516,oracle,35,chain-833107-d1,3,0.4375,0,7,0.15483054518699646,oracle_layer_0,final query token,5,67,2.1875,"('controlled://833107/fact/1',)",w16
12,oracle_layer_0_oracle,1,0.862378291785717,0.11555366218090057,oracle,20,chain-937836-d1,0,0.3125,0,5,0.022068046033382416,oracle_layer_0,final query token,5,67,1.25,"('controlled://937836/fact/6',)",w16
12,oracle_layer_0_oracle,1,0.8953510671854019,0.06262508779764175,oracle,20,chain-937836-d1,1,0.3125,0,5,0.04202384501695633,oracle_layer_0,final query token,5,67,1.25,"('controlled://937836/fact/6',)",w16
12,oracle_layer_0_oracle,1,0.7299297451972961,0.22075007855892181,oracle,20,chain-937836-d1,2,0.3125,0,5,0.04932017624378204,oracle_layer_0,final query token,5,67,1.25,"('controlled://937836/fact/6',)",w16
12,oracle_layer_0_oracle,1,0.9727272819727659,0.013806155882775784,oracle,20,chain-937836-d1,3,0.3125,0,5,0.013466562144458294,oracle_layer_0,final query token,5,67,1.25,"('controlled://937836/fact/6',)",w16
8,oracle_layer_0_oracle,1,0.5696729272603989,0.38768744468688965,oracle,42,chain-1042565-d1,0,0.4375,0,7,0.04263962805271149,oracle_layer_0,final query token,5,67,2.625,"('controlled://1042565/fact/0',)",w16
8,oracle_layer_0_oracle,1,0.9948631124570966,0.003191235940903425,oracle,42,chain-1042565-d1,1,0.4375,0,7,0.001945651601999998,oracle_layer_0,final query token,5,67,2.625,"('controlled://1042565/fact/0',)",w16
8,oracle_layer_0_oracle,1,0.6648902744054794,0.2903783917427063,oracle,42,chain-1042565-d1,2,0.4375,0,7,0.04473133385181427,oracle_layer_0,final query token,5,67,2.625,"('controlled://1042565/fact/0',)",w16
8,oracle_layer_0_oracle,1,0.7353687062859535,0.21448126435279846,oracle,42,chain-1042565-d1,3,0.4375,0,7,0.050150029361248016,oracle_layer_0,final query token,5,67,2.625,"('controlled://1042565/fact/0',)",w16
12,oracle_layer_0_oracle,2,0.28578268736600876,0.6740335822105408,oracle,28,chain-1147294-d2,0,0.4375,0,7,0.04018373042345047,oracle_layer_0,final query token,6,67,1.75,"('controlled://1147294/fact/3', 'controlled://1147294/fact/1')",w16
12,oracle_layer_0_oracle,2,0.4265407957136631,0.45802681148052216,oracle,28,chain-1147294-d2,1,0.4375,0,7,0.11543239280581474,oracle_layer_0,final query token,6,67,1.75,"('controlled://1147294/fact/3', 'controlled://1147294/fact/1')",w16
12,oracle_layer_0_oracle,2,0.37137508392333984,0.417780339717865,oracle,28,chain-1147294-d2,2,0.4375,0,7,0.21084457635879517,oracle_layer_0,final query token,6,67,1.75,"('controlled://1147294/fact/3', 'controlled://1147294/fact/1')",w16
12,oracle_layer_0_oracle,2,0.100740447640419,0.870452880859375,oracle,28,chain-1147294-d2,3,0.4375,0,7,0.028806671500205994,oracle_layer_0,final query token,6,67,1.75,"('controlled://1147294/fact/3', 'controlled://1147294/fact/1')",w16
7,oracle_layer_0_oracle,4,0.0,0.9451895579695702,oracle,11,chain-1252023-d4,0,0.6875,0,11,0.05481044203042984,oracle_layer_0,final query token,8,67,0.6875,"('controlled://1252023/fact/13', 'controlled://1252023/fact/12', 'controlled://1252023/fact/4', 'controlled://1252023/fact/3')",w16
7,oracle_layer_0_oracle,4,0.0,0.9511234536767006,oracle,11,chain-1252023-d4,1,0.6875,0,11,0.04887654632329941,oracle_layer_0,final query token,8,67,0.6875,"('controlled://1252023/fact/13', 'controlled://1252023/fact/12', 'controlled://1252023/fact/4', 'controlled://1252023/fact/3')",w16
7,oracle_layer_0_oracle,4,0.0,0.925528708845377,oracle,11,chain-1252023-d4,2,0.6875,0,11,0.07447129115462303,oracle_layer_0,final query token,8,67,0.6875,"('controlled://1252023/fact/13', 'controlled://1252023/fact/12', 'controlled://1252023/fact/4', 'controlled://1252023/fact/3')",w16
7,oracle_layer_0_oracle,4,0.0,0.9844432011013851,oracle,11,chain-1252023-d4,3,0.6875,0,11,0.015556798898614943,oracle_layer_0,final query token,8,67,0.6875,"('controlled://1252023/fact/13', 'controlled://1252023/fact/12', 'controlled://1252023/fact/4', 'controlled://1252023/fact/3')",w16
9,oracle_layer_0_oracle,1,0.7340003401041031,0.16399160027503967,oracle,35,chain-1356752-d1,0,0.3125,0,5,0.10200805962085724,oracle_layer_0,final query token,5,67,2.1875,"('controlled://1356752/fact/0',)",w16
9,oracle_layer_0_oracle,1,0.6835347265005112,0.25843214988708496,oracle,35,chain-1356752-d1,1,0.3125,0,5,0.05803312361240387,oracle_layer_0,final query token,5,67,2.1875,"('controlled://1356752/fact/0',)",w16
9,oracle_layer_0_oracle,1,0.6536381542682648,0.22476018965244293,oracle,35,chain-1356752-d1,2,0.3125,0,5,0.1216016560792923,oracle_layer_0,final query token,5,67,2.1875,"('controlled://1356752/fact/0',)",w16
9,oracle_layer_0_oracle,1,0.5553011447191238,0.35692518949508667,oracle,35,chain-1356752-d1,3,0.3125,0,5,0.08777366578578949,oracle_layer_0,final query token,5,67,2.1875,"('controlled://1356752/fact/0',)",w16
13,oracle_layer_0_oracle,2,0.24189376085996628,0.7281974256038666,oracle,44,chain-1461481-d2,0,0.6875,0,11,0.029908813536167145,oracle_layer_0,final query token,6,67,2.75,"('controlled://1461481/fact/8', 'controlled://1461481/fact/7')",w16
13,oracle_layer_0_oracle,2,0.15436699241399765,0.8012510240077972,oracle,44,chain-1461481-d2,1,0.6875,0,11,0.04438198357820511,oracle_layer_0,final query token,6,67,2.75,"('controlled://1461481/fact/8', 'controlled://1461481/fact/7')",w16
13,oracle_layer_0_oracle,2,0.6170273125171661,0.22763869911432266,oracle,44,chain-1461481-d2,2,0.6875,0,11,0.1553339883685112,oracle_layer_0,final query token,6,67,2.75,"('controlled://1461481/fact/8', 'controlled://1461481/fact/7')",w16
13,oracle_layer_0_oracle,2,0.03843755088746548,0.9501522108912468,oracle,44,chain-1461481-d2,3,0.6875,0,11,0.011410238221287727,oracle_layer_0,final query token,6,67,2.75,"('controlled://1461481/fact/8', 'controlled://1461481/fact/7')",w16
12,oracle_layer_0_oracle,2,0.7658213675022125,0.21906934678554535,oracle,15,chain-1566210-d2,0,0.3125,0,5,0.015109285712242126,oracle_layer_0,final query token,6,67,0.9375,"('controlled://1566210/fact/8', 'controlled://1566210/fact/0')",w16
12,oracle_layer_0_oracle,2,0.9867041534744203,0.008490214589983225,oracle,15,chain-1566210-d2,1,0.3125,0,5,0.004805631935596466,oracle_layer_0,final query token,6,67,0.9375,"('controlled://1566210/fact/8', 'controlled://1566210/fact/0')",w16
12,oracle_layer_0_oracle,2,0.4176725894212723,0.46886852383613586,oracle,15,chain-1566210-d2,2,0.3125,0,5,0.11345888674259186,oracle_layer_0,final query token,6,67,0.9375,"('controlled://1566210/fact/8', 'controlled://1566210/fact/0')",w16
12,oracle_layer_0_oracle,2,0.1978667564690113,0.6339661478996277,oracle,15,chain-1566210-d2,3,0.3125,0,5,0.168167095631361,oracle_layer_0,final query token,6,67,0.9375,"('controlled://1566210/fact/8', 'controlled://1566210/fact/0')",w16
12,oracle_layer_0_oracle,1,0.6356320381164551,0.34705668687820435,oracle,55,chain-1670939-d1,0,0.6875,0,11,0.017311275005340576,oracle_layer_0,final query token,5,67,3.4375,"('controlled://1670939/fact/1',)",w16
12,oracle_layer_0_oracle,1,0.7360104024410248,0.09663192927837372,oracle,55,chain-1670939-d1,1,0.6875,0,11,0.1673576682806015,oracle_layer_0,final query token,5,67,3.4375,"('controlled://1670939/fact/1',)",w16
12,oracle_layer_0_oracle,1,0.43753839284181595,0.5429726839065552,oracle,55,chain-1670939-d1,2,0.6875,0,11,0.019488923251628876,oracle_layer_0,final query token,5,67,3.4375,"('controlled://1670939/fact/1',)",w16
12,oracle_layer_0_oracle,1,0.842663049697876,0.1056026741862297,oracle,55,chain-1670939-d1,3,0.6875,0,11,0.05173427611589432,oracle_layer_0,final query token,5,67,3.4375,"('controlled://1670939/fact/1',)",w16
13,oracle_layer_1_oracle,1,0.9912691893987358,0.007687815465033054,oracle,22,chain-100004-d1,0,0.6875,1,11,0.001042995136231184,oracle_layer_1,final query token,5,67,1.375,"('controlled://100004/fact/9',)",w16
13,oracle_layer_1_oracle,1,0.9471003860235214,0.03155435249209404,oracle,22,chain-100004-d1,1,0.6875,1,11,0.021345261484384537,oracle_layer_1,final query token,5,67,1.375,"('controlled://100004/fact/9',)",w16
13,oracle_layer_1_oracle,1,0.34587574005126953,0.10832186788320541,oracle,22,chain-100004-d1,2,0.6875,1,11,0.545802392065525,oracle_layer_1,final query token,5,67,1.375,"('controlled://100004/fact/9',)",w16
13,oracle_layer_1_oracle,1,0.16749989613890648,0.7903637886047363,oracle,22,chain-100004-d1,3,0.6875,1,11,0.04213631525635719,oracle_layer_1,final query token,5,67,1.375,"('controlled://100004/fact/9',)",w16
6,oracle_layer_1_oracle,3,0.014755260199308395,0.9784216266125441,oracle,22,chain-204733-d3,0,0.6875,1,11,0.006823113188147545,oracle_layer_1,final query token,7,67,1.375,"('controlled://204733/fact/6', 'controlled://204733/fact/5', 'controlled://204733/fact/3')",w16
6,oracle_layer_1_oracle,3,0.0057891556061804295,0.9861189579678467,oracle,22,chain-204733-d3,1,0.6875,1,11,0.008091886425972916,oracle_layer_1,final query token,7,67,1.375,"('controlled://204733/fact/6', 'controlled://204733/fact/5', 'controlled://204733/fact/3')",w16
6,oracle_layer_1_oracle,3,0.7755228877067566,0.16644830256700516,oracle,22,chain-204733-d3,2,0.6875,1,11,0.05802880972623825,oracle_layer_1,final query token,7,67,1.375,"('controlled://204733/fact/6', 'controlled://204733/fact/5', 'controlled://204733/fact/3')",w16
6,oracle_layer_1_oracle,3,0.37213119864463806,0.6147984131239355,oracle,22,chain-204733-d3,3,0.6875,1,11,0.013070388231426477,oracle_layer_1,final query token,7,67,1.375,"('controlled://204733/fact/6', 'controlled://204733/fact/5', 'controlled://204733/fact/3')",w16
7,oracle_layer_1_oracle,4,0.0,0.9531537815928459,oracle,7,chain-309462-d4,0,0.4375,1,7,0.04684621840715408,oracle_layer_1,final query token,8,67,0.4375,"('controlled://309462/fact/9', 'controlled://309462/fact/7', 'controlled://309462/fact/6', 'controlled://309462/fact/3')",w16
7,oracle_layer_1_oracle,4,0.0,0.8353887731209397,oracle,7,chain-309462-d4,1,0.4375,1,7,0.16461122687906027,oracle_layer_1,final query token,8,67,0.4375,"('controlled://309462/fact/9', 'controlled://309462/fact/7', 'controlled://309462/fact/6', 'controlled://309462/fact/3')",w16
7,oracle_layer_1_oracle,4,0.0,0.23137913597747684,oracle,7,chain-309462-d4,2,0.4375,1,7,0.7686208640225232,oracle_layer_1,final query token,8,67,0.4375,"('controlled://309462/fact/9', 'controlled://309462/fact/7', 'controlled://309462/fact/6', 'controlled://309462/fact/3')",w16
7,oracle_layer_1_oracle,4,0.0,0.9993127106645261,oracle,7,chain-309462-d4,3,0.4375,1,7,0.0006872893354739062,oracle_layer_1,final query token,8,67,0.4375,"('controlled://309462/fact/9', 'controlled://309462/fact/7', 'controlled://309462/fact/6', 'controlled://309462/fact/3')",w16
10,oracle_layer_1_oracle,2,0.6373104006052017,0.36205891240388155,oracle,22,chain-414191-d2,0,0.6875,1,11,0.000630686990916729,oracle_layer_1,final query token,6,67,1.375,"('controlled://414191/fact/8', 'controlled://414191/fact/2')",w16
10,oracle_layer_1_oracle,2,0.9798041917383671,0.012814090820029378,oracle,22,chain-414191-d2,1,0.6875,1,11,0.007381717441603541,oracle_layer_1,final query token,6,67,1.375,"('controlled://414191/fact/8', 'controlled://414191/fact/2')",w16
10,oracle_layer_1_oracle,2,0.41670114919543266,0.28669021651148796,oracle,22,chain-414191-d2,2,0.6875,1,11,0.2966086342930794,oracle_layer_1,final query token,6,67,1.375,"('controlled://414191/fact/8', 'controlled://414191/fact/2')",w16
10,oracle_layer_1_oracle,2,0.09922420233488083,0.8935709297657013,oracle,22,chain-414191-d2,3,0.6875,1,11,0.007204867899417877,oracle_layer_1,final query token,6,67,1.375,"('controlled://414191/fact/8', 'controlled://414191/fact/2')",w16
13,oracle_layer_1_oracle,1,0.976726864631928,0.022001782432198524,oracle,35,chain-518920-d1,0,0.3125,1,5,0.0012713529358734377,oracle_layer_1,final query token,5,67,2.1875,"('controlled://518920/fact/0',)",w16
13,oracle_layer_1_oracle,1,0.9949877951294184,0.00268085696734488,oracle,35,chain-518920-d1,1,0.3125,1,5,0.002331347903236747,oracle_layer_1,final query token,5,67,2.1875,"('controlled://518920/fact/0',)",w16
13,oracle_layer_1_oracle,1,0.4577978365123272,0.0477675125002861,oracle,35,chain-518920-d1,2,0.3125,1,5,0.4944346509873867,oracle_layer_1,final query token,5,67,2.1875,"('controlled://518920/fact/0',)",w16
13,oracle_layer_1_oracle,1,0.6618823260068893,0.22585929930210114,oracle,35,chain-518920-d1,3,0.3125,1,5,0.11225837469100952,oracle_layer_1,final query token,5,67,2.1875,"('controlled://518920/fact/0',)",w16
13,oracle_layer_1_oracle,1,0.6952925324440002,0.30420416593551636,oracle,33,chain-623649-d1,0,0.6875,1,11,0.0005033016204833984,oracle_layer_1,final query token,5,67,2.0625,"('controlled://623649/fact/2',)",w16
13,oracle_layer_1_oracle,1,0.08221701020374894,0.9172868728637695,oracle,33,chain-623649-d1,1,0.6875,1,11,0.0004961169324815273,oracle_layer_1,final query token,5,67,2.0625,"('controlled://623649/fact/2',)",w16
13,oracle_layer_1_oracle,1,0.3953801356256008,0.12589706480503082,oracle,33,chain-623649-d1,2,0.6875,1,11,0.47872279956936836,oracle_layer_1,final query token,5,67,2.0625,"('controlled://623649/fact/2',)",w16
13,oracle_layer_1_oracle,1,0.8733252063393593,0.03775344789028168,oracle,33,chain-623649-d1,3,0.6875,1,11,0.08892134577035904,oracle_layer_1,final query token,5,67,2.0625,"('controlled://623649/fact/2',)",w16
11,oracle_layer_1_oracle,2,0.2853474132716656,0.6918505202629603,oracle,14,chain-728378-d2,0,0.4375,1,7,0.022802066465374082,oracle_layer_1,final query token,6,67,0.875,"('controlled://728378/fact/4', 'controlled://728378/fact/0')",w16
11,oracle_layer_1_oracle,2,0.231759674847126,0.615081787109375,oracle,14,chain-728378-d2,1,0.4375,1,7,0.153158538043499,oracle_layer_1,final query token,6,67,0.875,"('controlled://728378/fact/4', 'controlled://728378/fact/0')",w16
11,oracle_layer_1_oracle,2,0.05200997181236744,0.5161588303744793,oracle,14,chain-728378-d2,2,0.4375,1,7,0.43183119781315327,oracle_layer_1,final query token,6,67,0.875,"('controlled://728378/fact/4', 'controlled://728378/fact/0')",w16
11,oracle_layer_1_oracle,2,0.1892871856689453,0.6902490064967424,oracle,14,chain-728378-d2,3,0.4375,1,7,0.12046380783431232,oracle_layer_1,final query token,6,67,0.875,"('controlled://728378/fact/4', 'controlled://728378/fact/0')",w16
10,oracle_layer_1_oracle,1,0.9903501123189926,0.008037440478801727,oracle,35,chain-833107-d1,0,0.4375,1,7,0.001612447202205658,oracle_layer_1,final query token,5,67,2.1875,"('controlled://833107/fact/1',)",w16
10,oracle_layer_1_oracle,1,0.9330396316945553,0.04194047302007675,oracle,35,chain-833107-d1,1,0.4375,1,7,0.025019895285367966,oracle_layer_1,final query token,5,67,2.1875,"('controlled://833107/fact/1',)",w16
10,oracle_layer_1_oracle,1,0.4295043423771858,0.03946426138281822,oracle,35,chain-833107-d1,2,0.4375,1,7,0.531031396239996,oracle_layer_1,final query token,5,67,2.1875,"('controlled://833107/fact/1',)",w16
10,oracle_layer_1_oracle,1,0.7327719628810883,0.04854593425989151,oracle,35,chain-833107-d1,3,0.4375,1,7,0.21868210285902023,oracle_layer_1,final query token,5,67,2.1875,"('controlled://833107/fact/1',)",w16
12,oracle_layer_1_oracle,1,0.9999478709723917,4.56499146821443e-05,oracle,20,chain-937836-d1,0,0.3125,1,5,6.4791129261720926e-06,oracle_layer_1,final query token,5,67,1.25,"('controlled://937836/fact/6',)",w16
12,oracle_layer_1_oracle,1,0.9772246745415032,0.018869444727897644,oracle,20,chain-937836-d1,1,0.3125,1,5,0.003905880730599165,oracle_layer_1,final query token,5,67,1.25,"('controlled://937836/fact/6',)",w16
12,oracle_layer_1_oracle,1,0.36445923522114754,0.05264190584421158,oracle,20,chain-937836-d1,2,0.3125,1,5,0.5828988589346409,oracle_layer_1,final query token,5,67,1.25,"('controlled://937836/fact/6',)",w16
12,oracle_layer_1_oracle,1,0.9996798414940713,0.00020597674301825464,oracle,20,chain-937836-d1,3,0.3125,1,5,0.00011418176291044801,oracle_layer_1,final query token,5,67,1.25,"('controlled://937836/fact/6',)",w16
8,oracle_layer_1_oracle,1,0.21401815116405487,0.7787349820137024,oracle,42,chain-1042565-d1,0,0.4375,1,7,0.007246866822242737,oracle_layer_1,final query token,5,67,2.625,"('controlled://1042565/fact/0',)",w16
8,oracle_layer_1_oracle,1,0.4923269897699356,0.47010302543640137,oracle,42,chain-1042565-d1,1,0.4375,1,7,0.037569984793663025,oracle_layer_1,final query token,5,67,2.625,"('controlled://1042565/fact/0',)",w16
8,oracle_layer_1_oracle,1,0.5865747481584549,0.18876808881759644,oracle,42,chain-1042565-d1,2,0.4375,1,7,0.22465716302394867,oracle_layer_1,final query token,5,67,2.625,"('controlled://1042565/fact/0',)",w16
8,oracle_layer_1_oracle,1,0.7077988833189011,0.16282427310943604,oracle,42,chain-1042565-d1,3,0.4375,1,7,0.1293768435716629,oracle_layer_1,final query token,5,67,2.625,"('controlled://1042565/fact/0',)",w16
12,oracle_layer_1_oracle,2,0.005339055052900221,0.9945993268047459,oracle,28,chain-1147294-d2,0,0.4375,1,7,6.161814235383645e-05,oracle_layer_1,final query token,6,67,1.75,"('controlled://1147294/fact/3', 'controlled://1147294/fact/1')",w16
12,oracle_layer_1_oracle,2,0.24747883155941963,0.7367880046367645,oracle,28,chain-1147294-d2,1,0.4375,1,7,0.01573316380381584,oracle_layer_1,final query token,6,67,1.75,"('controlled://1147294/fact/3', 'controlled://1147294/fact/1')",w16
12,oracle_layer_1_oracle,2,0.2546595446765423,0.5983330085873604,oracle,28,chain-1147294-d2,2,0.4375,1,7,0.14700744673609734,oracle_layer_1,final query token,6,67,1.75,"('controlled://1147294/fact/3', 'controlled://1147294/fact/1')",w16
