seed,variant,dataset,example_id,condition,answer,generated_answer,trainable_parameter_count,residual_bottleneck,lora_rank,gold_mean_logprob_delta_vs_none,gold_first_token_rank_delta_vs_none,gold_first_token_margin_delta_vs_none,pra_off_gold_logprob_exact,teacher_forced_seconds,generation_seconds,active_memory_tokens,gold_sequence_logprob,gold_mean_token_logprob,gold_first_token_probability,gold_first_token_rank,gold_first_token_margin,em,f1,answer_contained,trainable_parameter_percent,trainable_memory_bytes_fp32
23,fixed,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,oracle,yes,"Yes, the paper clearly establishes that the",0,0,0,-0.392392635345459,-2,-0.15625,True,0.1654080000007525,0.8858943000086583,896,-6.318136215209961,-6.318136215209961,0.0018033013911917806,8,-5.59375,0.0,0.25,1.0,0.0,0
23,fixed,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,routed,yes,"Yes, the paper clearly establishes that the",0,0,0,-0.29778051376342773,0,-0.109375,True,0.1590901999734342,0.8699152000481263,384,-6.22352409362793,-6.22352409362793,0.001982247456908226,10,-5.546875,0.0,0.25,1.0,0.0,0
23,fixed,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,direct_text,yes,The paper does not explicitly address whether the,0,0,0,-1.7237658500671387,7,-1.3125,True,0.43003909999970347,1.330193399975542,0,-7.649509429931641,-7.649509429931641,0.0004762775788549334,17,-6.75,0.0,0.0,0.0,0.0,0
23,fixed,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,none,yes,"Yes, the template-based model is realistic",0,0,0,0.0,0,0.0,True,0.1485015000216663,0.8212030999711715,0,-6.946739196777344,-6.946739196777344,0.0009617661708034575,10,-6.609375,0.0,0.25,1.0,0.0,0
23,fixed,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,oracle,yes,"Yes, the template-based model is generally",0,0,0,-0.1058664321899414,3,0.109375,True,0.15756699995836243,1.016049199970439,1664,-7.052605628967285,-7.052605628967285,0.0008651515236124396,13,-6.5,0.0,0.25,1.0,0.0,0
23,fixed,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,routed,yes,"Yes, the template-based model is realistic",0,0,0,-0.44658946990966797,7,-0.15625,True,0.15753250004490837,0.8044670000090264,384,-7.393328666687012,-7.393328666687012,0.000615344091784209,17,-6.765625,0.0,0.25,1.0,0.0,0
23,fixed,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,direct_text,yes,The template-based model is realistic because it,0,0,0,-3.8341102600097656,27,-3.9765625,True,0.9178098000120372,1.4057202999829315,0,-10.78084945678711,-10.78084945678711,2.0793922885786742e-05,37,-10.5859375,0.0,0.0,0.0,0.0,0
23,fixed,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,none,yes,"No, the dataset does not feature only",0,0,0,0.0,0,0.0,True,0.1469465999980457,0.77614629996242,0,-8.724849700927734,-8.724849700927734,0.00016249713371507823,16,-8.015625,0.0,0.0,0.0,0.0,0
23,fixed,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,oracle,yes,"No, the dataset does not feature only",0,0,0,0.06806755065917969,-3,0.09375,True,0.15534830000251532,0.9098305000225082,896,-8.656782150268555,-8.656782150268555,0.00017394314636476338,13,-7.921875,0.0,0.0,0.0,0.0,0
23,fixed,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,routed,yes,"No, the dataset does not feature only",0,0,0,-1.148672103881836,8,-1.265625,True,0.1613389999838546,1.000011700030882,384,-9.87352180480957,-9.87352180480957,5.152096491656266e-05,24,-9.28125,0.0,0.0,0.0,0.0,0
23,fixed,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,direct_text,yes,"No, the dataset does not feature only",0,0,0,-0.6274328231811523,5,-0.671875,True,0.4376573999761604,1.0620777999865822,0,-9.352282524108887,-9.352282524108887,8.676712604938075e-05,21,-8.6875,0.0,0.0,0.0,0.0,0
23,residual_32,hotpotqa,5adc3aff5542996e685252eb,none,Sir Derek George Jacobi,The star in the film *Up at,393344,32,0,0.0,0,0.0,True,0.15890580002451316,0.7832330000237562,0,-37.75213623046875,-7.550427436828613,0.001377216773107648,4,-6.5625,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,hotpotqa,5adc3aff5542996e685252eb,oracle,Sir Derek George Jacobi,"Preston–Preston,",393344,32,0,2.0783276557922363,24,-1.1484375,True,0.1714231999940239,0.8752970999921672,388,-27.360498428344727,-5.472099781036377,0.00032303191255778074,28,-7.7109375,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,hotpotqa,5adc3aff5542996e685252eb,routed,Sir Derek George Jacobi,Buck Owens.,393344,32,0,-0.7843875885009766,143,-3.5625,True,0.1731226000119932,0.5769917999859899,384,-41.674072265625,-8.33481502532959,1.8827531675924547e-05,147,-10.125,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,hotpotqa,5adc3aff5542996e685252eb,direct_text,Sir Derek George Jacobi,The star in the film Up at the,393344,32,0,6.5168256759643555,3,2.3125,True,0.22449789999518543,0.8236642999690957,0,-5.168008804321289,-1.0336017608642578,0.0060163759626448154,7,-4.25,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,hotpotqa,5ab56db7554299494045efc6,none,York County,Alfred is in the county of Maine,393344,32,0,0.0,0,0.0,True,0.1552011999883689,0.7531943999929354,0,-24.007061004638672,-12.003530502319336,3.8167059790428226e-11,3508,-23.96875,0.0,0.22222222222222224,0.0,0.06599178807036833,1573376
23,residual_32,hotpotqa,5ab56db7554299494045efc6,oracle,York County,"Preston County, Maine.",393344,32,0,6.635065078735352,-3453,13.9140625,True,0.17206309997709468,0.8851972999982536,512,-10.736930847167969,-5.368465423583984,2.1853560610907152e-05,55,-10.0546875,0.0,0.4,0.0,0.06599178807036833,1573376
23,residual_32,hotpotqa,5ab56db7554299494045efc6,routed,York County,"Preston County, Tennessee.",393344,32,0,5.335302829742432,-3294,11.28125,True,0.1729973999899812,0.8803725999896415,384,-13.336455345153809,-6.668227672576904,1.622531158318452e-06,214,-12.6875,0.0,0.4,0.0,0.06599178807036833,1573376
23,residual_32,hotpotqa,5ab56db7554299494045efc6,direct_text,York County,"Alfred is in York County, Maine",393344,32,0,1.3002290725708008,-2245,2.5625,True,0.36556549998931587,0.8308431000332348,0,-21.40660285949707,-10.703301429748535,5.050186380195498e-10,1263,-21.40625,0.0,0.5,1.0,0.06599178807036833,1573376
23,residual_32,hotpotqa,5ab2b863554299295394685a,none,Cushman,New Hampshire Route 118 runs,393344,32,0,0.0,0,0.0,True,0.1562870999914594,0.7499645000207238,0,-20.987762451171875,-10.493881225585938,8.551282371627167e-05,33,-9.265625,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,hotpotqa,5ab2b863554299295394685a,oracle,Cushman,"Preston County, New Hampshire.",393344,32,0,2.3290634155273438,-22,2.46875,True,0.1722678000223823,0.8646457999711856,384,-16.329635620117188,-8.164817810058594,0.000769277976360172,11,-6.796875,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,hotpotqa,5ab2b863554299295394685a,routed,Cushman,"Preston County, New Hampshire.",393344,32,0,-0.919403076171875,-19,1.171875,True,0.17140039999503642,0.8944751999806613,384,-22.826568603515625,-11.413284301757812,0.00023870824952609837,14,-8.09375,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,hotpotqa,5ab2b863554299295394685a,direct_text,Cushman,New Hampshire Route 118 runs,393344,32,0,9.690613865852356,-31,8.203125,True,0.22431239997968078,0.8103657999890856,0,-1.606534719467163,-0.8032673597335815,0.20061127841472626,2,-1.0625,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,hotpotqa,5a710a915542994082a3e504,none,Scott Treleaven,Edmund Mortimer.,393344,32,0,0.0,0,0.0,True,0.15721680002752692,0.5731249999953434,0,-7.853713512420654,-1.9634283781051636,0.0005700837937183678,2,-7.46875,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,hotpotqa,5a710a915542994082a3e504,oracle,Scott Treleaven,Edmund Mortimer.,393344,32,0,1.0486153364181519,2,4.765625,True,0.17754549998790026,0.6683176999795251,512,-3.659252166748047,-0.9148130416870117,0.04714354872703552,4,-2.703125,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,hotpotqa,5a710a915542994082a3e504,routed,Scott Treleaven,Edmund Mortimer.,393344,32,0,0.8009805679321289,3,3.421875,True,0.1755985000054352,0.6544967999798246,384,-4.649791240692139,-1.1624478101730347,0.012763386592268944,5,-4.046875,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,hotpotqa,5a710a915542994082a3e504,direct_text,Scott Treleaven,Edmund Mortimer.,393344,32,0,1.031016767024994,0,3.875,True,0.23485820001224056,0.6556236000033095,0,-3.7296464443206787,-0.9324116110801697,0.026742903515696526,2,-3.59375,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,none,no,"Yes, they collected their own data.",393344,32,0,0.0,0,0.0,True,0.14387259999057278,0.742302099999506,0,-7.124675750732422,-7.124675750732422,0.0008049940806813538,8,-7.03125,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,oracle,no,"Yes, they did collect their own data",393344,32,0,2.3438549041748047,1,3.421875,True,0.16072789998725057,0.863217199977953,384,-4.780820846557617,-4.780820846557617,0.008389108814299107,9,-3.609375,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,routed,no,"Yes, they did collect their own data",393344,32,0,2.4695305824279785,1,3.765625,True,0.15978980000363663,0.848811800009571,384,-4.655145168304443,-4.655145168304443,0.009512531571090221,9,-3.265625,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,direct_text,no,"Yes, they collected their own data.",393344,32,0,-0.9806270599365234,3,-1.0,True,0.22596330003580078,0.8072823000256903,0,-8.105302810668945,-8.105302810668945,0.0003019336727447808,11,-8.03125,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,none,yes,"Yes, the paper clearly establishes that the",393344,32,0,0.0,0,0.0,True,0.15557000000262633,0.7375230999896303,0,-5.925743579864502,-5.925743579864502,0.0026698217261582613,10,-5.4375,0.0,0.25,1.0,0.06599178807036833,1573376
23,residual_32,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,oracle,yes,Papers do not clearly establish that the,393344,32,0,-0.7670083045959473,7,-0.28125,True,0.1699969000183046,0.8806058999616653,896,-6.692751884460449,-6.692751884460449,0.0012398656690493226,17,-5.71875,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,routed,yes,Papers should clarify that the challenges listed,393344,32,0,-0.5446019172668457,6,-0.1875,True,0.16686279996065423,0.8791110999882221,384,-6.470345497131348,-6.470345497131348,0.0015486908378079534,16,-5.625,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,direct_text,yes,The paper does not explicitly address whether the,393344,32,0,-1.7237658500671387,7,-1.3125,True,0.4379115999909118,1.0277076999773271,0,-7.649509429931641,-7.649509429931641,0.0004762775788549334,17,-6.75,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,none,yes,"Yes, the template-based model is realistic",393344,32,0,0.0,0,0.0,True,0.1472720000310801,0.8470064000575803,0,-6.946739196777344,-6.946739196777344,0.0009617661708034575,10,-6.609375,0.0,0.25,1.0,0.06599178807036833,1573376
23,residual_32,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,oracle,yes,Barely.,393344,32,0,0.24200868606567383,12,1.0078125,True,0.16799129999708384,0.6069178000325337,1664,-6.70473051071167,-6.70473051071167,0.0012251025764271617,22,-5.6015625,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,routed,yes,Barely realistic.,393344,32,0,0.16222476959228516,15,0.8359375,True,0.1613997000386007,0.6788546000025235,384,-6.784514427185059,-6.784514427185059,0.0011311564594507217,25,-5.7734375,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,direct_text,yes,The template-based model is realistic because it,393344,32,0,-3.8341102600097656,27,-3.9765625,True,0.9359491999493912,1.3756570999976248,0,-10.78084945678711,-10.78084945678711,2.0793922885786742e-05,37,-10.5859375,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,none,yes,"No, the dataset does not feature only",393344,32,0,0.0,0,0.0,True,0.14818600000580773,0.7623269999749027,0,-8.724849700927734,-8.724849700927734,0.00016249713371507823,16,-8.015625,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,oracle,yes,"Basing on the question, the dataset",393344,32,0,0.871284008026123,7,0.5234375,True,0.16296570003032684,0.8842041000025347,896,-7.853565692901611,-7.853565692901611,0.0003883647150360048,23,-7.4921875,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,routed,yes,"Briefly and directly: No,",393344,32,0,-0.10352230072021484,17,-0.1953125,True,0.16178470000158995,0.8937850000220351,384,-8.82837200164795,-8.82837200164795,0.000146516555105336,33,-8.2109375,0.0,0.0,0.0,0.06599178807036833,1573376
23,residual_32,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,direct_text,yes,"No, the dataset does not feature only",393344,32,0,-0.6274328231811523,5,-0.671875,True,0.4493773999856785,0.997369599994272,0,-9.352282524108887,-9.352282524108887,8.676712604938075e-05,21,-8.6875,0.0,0.0,0.0,0.06599178807036833,1573376
23,lora_o_r2,hotpotqa,5adc3aff5542996e685252eb,none,Sir Derek George Jacobi,The star in the film *Up at,24576,0,2,0.0,0,0.0,True,0.15898169996216893,0.7994800999877043,0,-37.75213623046875,-7.550427436828613,0.001377216773107648,4,-6.5625,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,hotpotqa,5adc3aff5542996e685252eb,oracle,Sir Derek George Jacobi,The star in the film *Up at,24576,0,2,1.9445419311523438,0,4.265625,True,0.16907310002716258,0.880375400010962,388,-28.02942657470703,-5.6058855056762695,0.03862033784389496,4,-2.296875,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,hotpotqa,5adc3aff5542996e685252eb,routed,Sir Derek George Jacobi,The star in the film *Up at,24576,0,2,0.5781922340393066,14,1.890625,True,0.16900920000625774,0.9090367999742739,384,-34.861175537109375,-6.972235202789307,0.005675785709172487,18,-4.671875,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,hotpotqa,5adc3aff5542996e685252eb,direct_text,Sir Derek George Jacobi,The star in the film Up at the,24576,0,2,6.5168256759643555,3,2.3125,True,0.23201570002129301,0.864322799956426,0,-5.168008804321289,-1.0336017608642578,0.0060163759626448154,7,-4.25,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,hotpotqa,5ab56db7554299494045efc6,none,York County,Alfred is in the county of Maine,24576,0,2,0.0,0,0.0,True,0.15584249998209998,0.9976195000344887,0,-24.007061004638672,-12.003530502319336,3.8167059790428226e-11,3508,-23.96875,0.0,0.22222222222222224,0.0,0.004123144584936778,98304
23,lora_o_r2,hotpotqa,5ab56db7554299494045efc6,oracle,York County,Alfred is in the county of Maine,24576,0,2,3.263214111328125,-2768,6.6484375,True,0.2009533999953419,1.1921267000143416,512,-17.480632781982422,-8.740316390991211,2.5916431667383222e-08,740,-17.3203125,0.0,0.22222222222222224,0.0,0.004123144584936778,98304
23,lora_o_r2,hotpotqa,5ab56db7554299494045efc6,routed,York County,Alfred is in the county of Maine,24576,0,2,2.1697006225585938,-1827,4.3515625,True,0.16791490005562082,0.8661283999681473,384,-19.667659759521484,-9.833829879760742,2.9102853460472033e-09,1681,-19.6171875,0.0,0.22222222222222224,0.0,0.004123144584936778,98304
23,lora_o_r2,hotpotqa,5ab56db7554299494045efc6,direct_text,York County,"Alfred is in York County, Maine",24576,0,2,1.3002290725708008,-2245,2.5625,True,0.3621137000154704,0.8721736000152305,0,-21.40660285949707,-10.703301429748535,5.050186380195498e-10,1263,-21.40625,0.0,0.5,1.0,0.004123144584936778,98304
23,lora_o_r2,hotpotqa,5ab2b863554299295394685a,none,Cushman,New Hampshire Route 118 runs,24576,0,2,0.0,0,0.0,True,0.15410819998942316,0.7600570999784395,0,-20.987762451171875,-10.493881225585938,8.551282371627167e-05,33,-9.265625,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,hotpotqa,5ab2b863554299295394685a,oracle,Cushman,New Hampshire Route 118 runs,24576,0,2,1.8606758117675781,-17,2.515625,True,0.16236429999116808,0.8216723000514321,384,-17.26641082763672,-8.63320541381836,0.001067307312041521,16,-6.75,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,hotpotqa,5ab2b863554299295394685a,routed,Cushman,New Hampshire Route 118 runs,24576,0,2,0.5411825180053711,-15,1.953125,True,0.1641657999716699,0.8368142999825068,384,-19.905397415161133,-9.952698707580566,0.0006253838655538857,18,-7.3125,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,hotpotqa,5ab2b863554299295394685a,direct_text,Cushman,New Hampshire Route 118 runs,24576,0,2,9.690613865852356,-31,8.203125,True,0.22295969998231158,0.8167067000176758,0,-1.606534719467163,-0.8032673597335815,0.20061127841472626,2,-1.0625,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,hotpotqa,5a710a915542994082a3e504,none,Scott Treleaven,Edmund Mortimer.,24576,0,2,0.0,0,0.0,True,0.1579747999785468,0.5703424999956042,0,-7.853713512420654,-1.9634283781051636,0.0005700837937183678,2,-7.46875,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,hotpotqa,5a710a915542994082a3e504,oracle,Scott Treleaven,Edmund Mortimer.,24576,0,2,-0.20117723941802979,0,0.46875,True,0.16786210000282153,0.6749212000286207,512,-8.658422470092773,-2.1646056175231934,0.0009098397567868233,2,-7.0,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,hotpotqa,5a710a915542994082a3e504,routed,Scott Treleaven,Edmund Mortimer.,24576,0,2,-0.13482201099395752,0,0.25,True,0.1818267999915406,0.6738206000300124,384,-8.393001556396484,-2.098250389099121,0.0007313092937693,2,-7.21875,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,hotpotqa,5a710a915542994082a3e504,direct_text,Scott Treleaven,Edmund Mortimer.,24576,0,2,1.031016767024994,0,3.875,True,0.23318680003285408,0.6275843000039458,0,-3.7296464443206787,-0.9324116110801697,0.026742903515696526,2,-3.59375,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,none,no,"Yes, they collected their own data.",24576,0,2,0.0,0,0.0,True,0.14515990001382306,0.7422436000197195,0,-7.124675750732422,-7.124675750732422,0.0008049940806813538,8,-7.03125,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,oracle,no,"Yes, they did collect their own data",24576,0,2,0.61456298828125,-1,0.703125,True,0.15544659999432042,0.8349842999596149,384,-6.510112762451172,-6.510112762451172,0.00148831179831177,7,-6.328125,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,routed,no,"Yes, they did collect their own data",24576,0,2,0.9511175155639648,-1,1.046875,True,0.15310749999480322,0.793831399991177,384,-6.173558235168457,-6.173558235168457,0.0020838086493313313,7,-5.984375,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,direct_text,no,"Yes, they collected their own data.",24576,0,2,-0.9806270599365234,3,-1.0,True,0.22551499999826774,0.8110112999565899,0,-8.105302810668945,-8.105302810668945,0.0003019336727447808,11,-8.03125,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,none,yes,"Yes, the paper clearly establishes that the",24576,0,2,0.0,0,0.0,True,0.15226950001670048,0.7511424000258557,0,-5.925743579864502,-5.925743579864502,0.0026698217261582613,10,-5.4375,0.0,0.25,1.0,0.004123144584936778,98304
23,lora_o_r2,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,oracle,yes,"Yes, the paper clearly establishes that the",24576,0,2,0.3555946350097656,-3,0.53125,True,0.16294300003210083,0.9321925000404008,896,-5.570148944854736,-5.570148944854736,0.0038099130615592003,7,-4.90625,0.0,0.25,1.0,0.004123144584936778,98304
23,lora_o_r2,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,routed,yes,"Yes, the paper clearly establishes that the",24576,0,2,0.5265316963195801,-1,0.6875,True,0.1615686999866739,0.8135972999734804,384,-5.399211883544922,-5.399211883544922,0.004520142450928688,9,-4.75,0.0,0.25,1.0,0.004123144584936778,98304
23,lora_o_r2,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,direct_text,yes,The paper does not explicitly address whether the,24576,0,2,-1.7237658500671387,7,-1.3125,True,0.43709550000494346,0.9903671000502072,0,-7.649509429931641,-7.649509429931641,0.0004762775788549334,17,-6.75,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,none,yes,"Yes, the template-based model is realistic",24576,0,2,0.0,0,0.0,True,0.14866099995560944,0.7184477000264451,0,-6.946739196777344,-6.946739196777344,0.0009617661708034575,10,-6.609375,0.0,0.25,1.0,0.004123144584936778,98304
23,lora_o_r2,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,oracle,yes,"Yes, the template-based model is generally",24576,0,2,0.609309196472168,1,0.6328125,True,0.16099960001884028,0.828778900031466,1664,-6.337430000305176,-6.337430000305176,0.0017688426887616515,11,-5.9765625,0.0,0.25,1.0,0.004123144584936778,98304
23,lora_o_r2,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,routed,yes,"Yes, the template-based model is realistic",24576,0,2,0.4227476119995117,6,0.578125,True,0.1546997000114061,0.8058713999926113,384,-6.523991584777832,-6.523991584777832,0.0014677983708679676,16,-6.03125,0.0,0.25,1.0,0.004123144584936778,98304
23,lora_o_r2,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,direct_text,yes,The template-based model is realistic because it,24576,0,2,-3.8341102600097656,27,-3.9765625,True,0.9306769999675453,1.4039362000185065,0,-10.78084945678711,-10.78084945678711,2.0793922885786742e-05,37,-10.5859375,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,none,yes,"No, the dataset does not feature only",24576,0,2,0.0,0,0.0,True,0.14826250000623986,0.7230997000006028,0,-8.724849700927734,-8.724849700927734,0.00016249713371507823,16,-8.015625,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,oracle,yes,"No, the dataset does not feature only",24576,0,2,1.0249714851379395,-5,1.015625,True,0.15487710002344102,0.849717499979306,896,-7.699878215789795,-7.699878215789795,0.00045288234832696617,11,-7.0,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,routed,yes,"No, the dataset does not feature only",24576,0,2,0.022993087768554688,5,-0.1171875,True,0.15692259999923408,0.8266064000199549,384,-8.70185661315918,-8.70185661315918,0.0001662767754169181,21,-8.1328125,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r2,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,direct_text,yes,"No, the dataset does not feature only",24576,0,2,-0.6274328231811523,5,-0.671875,True,0.4451278999913484,0.9754975000396371,0,-9.352282524108887,-9.352282524108887,8.676712604938075e-05,21,-8.6875,0.0,0.0,0.0,0.004123144584936778,98304
23,lora_o_r4,hotpotqa,5adc3aff5542996e685252eb,none,Sir Derek George Jacobi,The star in the film *Up at,49152,0,4,0.0,0,0.0,True,0.15765060001285747,0.7399942000047304,0,-37.75213623046875,-7.550427436828613,0.001377216773107648,4,-6.5625,0.0,0.0,0.0,0.008246289169873557,196608
23,lora_o_r4,hotpotqa,5adc3aff5542996e685252eb,oracle,Sir Derek George Jacobi,James Bond.,49152,0,4,1.9876179695129395,1,4.8203125,True,0.1657454000087455,0.43164029996842146,388,-27.81404685974121,-5.562809467315674,0.027993736788630486,5,-1.7421875,0.0,0.0,0.0,0.008246289169873557,196608
23,lora_o_r4,hotpotqa,5adc3aff5542996e685252eb,routed,Sir Derek George Jacobi,Bella Powers.,49152,0,4,0.7122621536254883,21,3.1171875,True,0.16564840002683923,0.5312638999894261,384,-34.190826416015625,-6.838165283203125,0.006007471587508917,25,-3.4453125,0.0,0.0,0.0,0.008246289169873557,196608
23,lora_o_r4,hotpotqa,5adc3aff5542996e685252eb,direct_text,Sir Derek George Jacobi,The star in the film Up at the,49152,0,4,6.5168256759643555,3,2.3125,True,0.23697320005157962,0.791928899998311,0,-5.168008804321289,-1.0336017608642578,0.0060163759626448154,7,-4.25,0.0,0.0,0.0,0.008246289169873557,196608
23,lora_o_r4,hotpotqa,5ab56db7554299494045efc6,none,York County,Alfred is in the county of Maine,49152,0,4,0.0,0,0.0,True,0.16080070001771674,0.739768199971877,0,-24.007061004638672,-12.003530502319336,3.8167059790428226e-11,3508,-23.96875,0.0,0.22222222222222224,0.0,0.008246289169873557,196608
23,lora_o_r4,hotpotqa,5ab56db7554299494045efc6,oracle,York County,Alfred is in Maine.,49152,0,4,3.964066505432129,-2860,8.125,True,0.16466259997105226,0.7127882000058889,512,-16.078927993774414,-8.039463996887207,1.052530365086568e-07,648,-15.84375,0.0,0.0,0.0,0.008246289169873557,196608
23,lora_o_r4,hotpotqa,5ab56db7554299494045efc6,routed,York County,Alfred is in **Maine**,49152,0,4,2.8401708602905273,-1897,5.7265625,True,0.16603899997426197,0.8099262000177987,384,-18.326719284057617,-9.163359642028809,1.1112234687971068e-08,1611,-18.2421875,0.0,0.0,0.0,0.008246289169873557,196608
23,lora_o_r4,hotpotqa,5ab56db7554299494045efc6,direct_text,York County,"Alfred is in York County, Maine",49152,0,4,1.3002290725708008,-2245,2.5625,True,0.372356400010176,0.8000474000000395,0,-21.40660285949707,-10.703301429748535,5.050186380195498e-10,1263,-21.40625,0.0,0.5,1.0,0.008246289169873557,196608
23,lora_o_r4,hotpotqa,5ab2b863554299295394685a,none,Cushman,New Hampshire Route 118 runs,49152,0,4,0.0,0,0.0,True,0.15559499996015802,0.7612247000215575,0,-20.987762451171875,-10.493881225585938,8.551282371627167e-05,33,-9.265625,0.0,0.0,0.0,0.008246289169873557,196608
