answer_correct,case_id,condition,constraint_violation,expected_token_id,expected_token_rank,format_compliant,generated_text,generation_seconds,protocol,required_evidence_use,scope,decode_calls_with_memory,decode_lifetime_pass,duplication_ratio,layer_count,layers,merged_interval_count,overlap_removed_tokens,query_position_offset,raw_interval_count,raw_selected_tokens,selected_reference_count,target_span_tokens,unique_native_tokens
1,conflicting_state-low-s71,A4_A5_SELECTED_WINDOW_64,0,11692,1,1,ANSWER= lilacme,2.176382099976763,paper8-native-bug-ablation-v2,1.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,42,42,2,84,1,64,42
1,conflicting_state-low-s71,A4_A5_SELECTED_WINDOW_32,0,11692,1,1,ANSWER= lilacme,2.03076080000028,paper8-native-bug-ablation-v2,1.0,native,196,1,1.5238095238095237,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,22,42,2,64,1,32,42
0,conflicting_state-low-s71,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,11692,8302,0,,0.4236091000493616,paper8-native-bug-ablation-v2,0.0,native,28,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,42,1,24,1,,24
0,conflicting_state-low-s71,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,11692,1,1,ANSWER= <value>,1.3754160001408309,paper8-native-bug-ablation-v2,0.0,native,28,1,2.0,4,"[11, 17, 23, 27]",1,42,42,2,84,1,full,42
0,conflicting_state-low-s71,LAYER_ABLATION_FULL_SELECTED_LATE1,0,11692,1,1,ANSWER= <value> resolve_acme>,2.1894023998174816,paper8-native-bug-ablation-v2,0.0,native,11,1,2.0,1,[27],1,42,42,2,84,1,full,42
1,independent_parallel-medium-s11,VISIBLE_FULL_SESSION,0,11692,1,1,ANSWER=zenith,1.787001500139013,paper8-native-bug-ablation-v2,1.0,visible,,,,,,,,,,,,,
1,independent_parallel-medium-s11,VISIBLE_FULL_TASK_SCOPE,0,11692,1,1,ANSWER=zenith,1.227984800003469,paper8-native-bug-ablation-v2,1.0,visible,,,,,,,,,,,,,
0,independent_parallel-medium-s11,NATIVE_FULL_SESSION,0,11692,2,1,"</think>

ANSWER=task t7
ANSWER=verification_code=verification_code=verification_code=verification",12.247818800155073,paper8-native-bug-ablation-v2,0.0,native,672,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,53,8,366,8,full,366
1,independent_parallel-medium-s11,NATIVE_FULL_TASK_SCOPE,0,11692,1,1,ANSWER= zenith,1.3528617999982089,paper8-native-bug-ablation-v2,1.0,native,140,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,52,1,52,1,full,52
1,independent_parallel-medium-s11,A1_REQUIRED_RECORDS_FULL,0,11692,1,1,ANSWER= zenith,1.8158828001469374,paper8-native-bug-ablation-v2,1.0,native,140,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,52,1,52,1,full,52
1,independent_parallel-medium-s11,A2_SELECTED_RECORDS_FULL,0,11692,1,1,ANSWER= zenith,1.6745068000163883,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,52,52,2,104,1,full,52
1,independent_parallel-medium-s11,A3_SELECTED_PLUS_REQUIRED_FULL,0,11692,1,1,ANSWER= zenith,1.45304449996911,paper8-native-bug-ablation-v2,1.0,native,140,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,52,1,52,1,full,52
1,independent_parallel-medium-s11,A4_A5_SELECTED_WINDOW_512,0,11692,1,1,ANSWER= zenith,1.6971171998884529,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,52,52,2,104,1,512,52
1,independent_parallel-medium-s11,A4_A5_SELECTED_WINDOW_256,0,11692,1,1,ANSWER= zenith,1.6423984998837113,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,52,52,2,104,1,256,52
1,independent_parallel-medium-s11,A4_A5_SELECTED_WINDOW_128,0,11692,1,1,ANSWER= zenith,1.7484988998621702,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,52,52,2,104,1,128,52
1,independent_parallel-medium-s11,A4_A5_SELECTED_WINDOW_96,0,11692,1,1,ANSWER= zenith,1.6152916999999434,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,52,52,2,104,1,96,52
1,independent_parallel-medium-s11,A4_A5_SELECTED_WINDOW_64,0,11692,1,1,ANSWER= zenith,1.350683799944818,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,52,52,2,104,1,64,52
1,independent_parallel-medium-s11,A4_A5_SELECTED_WINDOW_32,0,11692,1,1,ANSWER= zenith,1.7214067000895739,paper8-native-bug-ablation-v2,1.0,native,140,1,1.2307692307692308,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,12,52,2,64,1,32,52
0,independent_parallel-medium-s11,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,11692,11670,0,,0.4184260000474751,paper8-native-bug-ablation-v2,0.0,native,28,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,52,1,22,1,,22
0,independent_parallel-medium-s11,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,11692,1,1,ANSWER= ANSWER= <value=0resolved>resolved>0000000000,5.013683200115338,paper8-native-bug-ablation-v2,0.0,native,96,1,2.0,4,"[11, 17, 23, 27]",1,52,52,2,104,1,full,52
0,independent_parallel-medium-s11,LAYER_ABLATION_FULL_SELECTED_LATE1,0,11692,1,1,ANSWER= <value> resolving the deployment code>,2.188576100161299,paper8-native-bug-ablation-v2,0.0,native,12,1,2.0,1,[27],1,52,52,2,104,1,full,52
1,linear_dependency-medium-s23,VISIBLE_FULL_SESSION,0,11692,1,1,ANSWER=+kelp+lilac,2.521096299868077,paper8-native-bug-ablation-v2,1.0,visible,,,,,,,,,,,,,
1,linear_dependency-medium-s23,VISIBLE_FULL_TASK_SCOPE,0,11692,1,1,ANSWER=+kelp+lilac,1.7568318000994623,paper8-native-bug-ablation-v2,1.0,visible,,,,,,,,,,,,,
0,linear_dependency-medium-s23,NATIVE_FULL_SESSION,0,11692,10,1,"</think>

ANSWER=task= [{""task: {""task"": ""tt7"", ""t7"", ""t",11.759859800105914,paper8-native-bug-ablation-v2,0.0,native,672,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,54,8,364,8,full,364
0,linear_dependency-medium-s23,NATIVE_FULL_TASK_SCOPE,0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,12.346093700034544,paper8-native-bug-ablation-v2,0.5,native,672,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,53,2,94,2,full,94
0,linear_dependency-medium-s23,A1_REQUIRED_RECORDS_FULL,0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,7.954939800081775,paper8-native-bug-ablation-v2,0.5,native,672,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,53,2,94,2,full,94
0,linear_dependency-medium-s23,A2_SELECTED_RECORDS_FULL,0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,7.76315789995715,paper8-native-bug-ablation-v2,0.5,native,672,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,94,53,4,188,2,full,94
0,linear_dependency-medium-s23,A3_SELECTED_PLUS_REQUIRED_FULL,0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,8.09721380006522,paper8-native-bug-ablation-v2,0.5,native,672,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,53,2,94,2,full,94
0,linear_dependency-medium-s23,A4_A5_SELECTED_WINDOW_512,0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,8.310756900114939,paper8-native-bug-ablation-v2,0.5,native,672,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,94,53,4,188,2,512,94
0,linear_dependency-medium-s23,A4_A5_SELECTED_WINDOW_256,0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,8.857062299968675,paper8-native-bug-ablation-v2,0.5,native,672,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,94,53,4,188,2,256,94
0,linear_dependency-medium-s23,A4_A5_SELECTED_WINDOW_128,0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,8.003984299954027,paper8-native-bug-ablation-v2,0.5,native,672,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,94,53,4,188,2,128,94
0,linear_dependency-medium-s23,A4_A5_SELECTED_WINDOW_96,0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,8.076680899830535,paper8-native-bug-ablation-v2,0.5,native,672,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,94,53,4,188,2,96,94
0,linear_dependency-medium-s23,A4_A5_SELECTED_WINDOW_64,0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,7.7656036000698805,paper8-native-bug-ablation-v2,0.5,native,672,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,94,53,4,188,2,64,94
0,linear_dependency-medium-s23,A4_A5_SELECTED_WINDOW_32,0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,7.6858808000106364,paper8-native-bug-ablation-v2,0.5,native,672,1,1.3617021276595744,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,34,53,4,128,2,32,94
0,linear_dependency-medium-s23,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,11692,4527,0,,0.40544550004415214,paper8-native-bug-ablation-v2,0.0,native,28,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,53,2,46,2,,46
0,linear_dependency-medium-s23,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,11692,1,1,ANSWER= Resolve Acme Compliant Atlas Atlas deployment state for scope t7 t7 deployment state for t7.,4.956233599921688,paper8-native-bug-ablation-v2,0.0,native,96,1,2.0,4,"[11, 17, 23, 27]",2,94,53,4,188,2,full,94
0,linear_dependency-medium-s23,LAYER_ABLATION_FULL_SELECTED_LATE1,0,11692,1,1,ANSWER= Resolve AcmeAtlas deployment state for scope t7 t7,3.150874499930069,paper8-native-bug-ablation-v2,0.0,native,16,1,2.0,1,[27],2,94,53,4,188,2,full,94
0,join-medium-s37,VISIBLE_FULL_SESSION,1,11692,1,1,ANSWER=+linen+kernel+harbor+indigo+granite+forest,4.275422600097954,paper8-native-bug-ablation-v2,0.6666666666666666,visible,,,,,,,,,,,,,
0,join-medium-s37,VISIBLE_FULL_TASK_SCOPE,1,11692,1,1,ANSWER=+kernel+linen+juniper,2.2188999000936747,paper8-native-bug-ablation-v2,0.6666666666666666,visible,,,,,,,,,,,,,
0,join-medium-s37,NATIVE_FULL_SESSION,0,11692,10,1,"</think>

ANSWER=task= [{""task: {""task"": ""Resolve"": ""tt7"", ""t7",10.28890180005692,paper8-native-bug-ablation-v2,0.0,native,672,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,53,8,358,8,full,358
0,join-medium-s37,NATIVE_FULL_TASK_SCOPE,0,11692,1,1,ANSWER= +task=t7+task=t7+Acme+Acme+Acme+Acme+,8.046388999791816,paper8-native-bug-ablation-v2,0.0,native,672,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,0,53,4,178,4,full,178
0,join-medium-s37,A1_REQUIRED_RECORDS_FULL,0,11692,1,1,ANSWER= Resolve AcmeceMeAtlas Atlas t7+Atlas t7+Atlas+Juniper+Juniper,8.137908299919218,paper8-native-bug-ablation-v2,0.3333333333333333,native,672,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",3,0,49,3,125,3,full,125
0,join-medium-s37,A2_SELECTED_RECORDS_FULL,0,11692,1,1,ANSWER= +task=t7+task=t7+Acme+Acme+Acme+Acme+,8.702929799910635,paper8-native-bug-ablation-v2,0.0,native,672,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,178,53,8,356,4,full,178
0,join-medium-s37,A3_SELECTED_PLUS_REQUIRED_FULL,0,11692,1,1,ANSWER= +task=t7+task=t7+Acme+Acme+Acme+Acme+,9.013467299984768,paper8-native-bug-ablation-v2,0.0,native,672,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,0,53,4,178,4,full,178
0,join-medium-s37,A4_A5_SELECTED_WINDOW_512,0,11692,1,1,ANSWER= +task=t7+task=t7+Acme+Acme+Acme+Acme+,9.378868500003591,paper8-native-bug-ablation-v2,0.0,native,672,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,178,53,8,356,4,512,178
0,join-medium-s37,A4_A5_SELECTED_WINDOW_256,0,11692,1,1,ANSWER= +task=t7+task=t7+Acme+Acme+Acme+Acme+,8.705705600092188,paper8-native-bug-ablation-v2,0.0,native,672,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,178,53,8,356,4,256,178
0,join-medium-s37,A4_A5_SELECTED_WINDOW_128,0,11692,1,1,ANSWER= +task=t7+task=t7+Acme+Acme+Acme+Acme+,8.558490100083873,paper8-native-bug-ablation-v2,0.0,native,672,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,178,53,8,356,4,128,178
0,join-medium-s37,A4_A5_SELECTED_WINDOW_96,0,11692,1,1,ANSWER= +task=t7+task=t7+Acme+Acme+Acme+Acme+,8.81111909984611,paper8-native-bug-ablation-v2,0.0,native,672,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,178,53,8,356,4,96,178
0,join-medium-s37,A4_A5_SELECTED_WINDOW_64,0,11692,1,1,ANSWER= +task=t7+task=t7+Acme+Acme+Acme+Acme+,10.875173800159246,paper8-native-bug-ablation-v2,0.0,native,672,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,178,53,8,356,4,64,178
0,join-medium-s37,A4_A5_SELECTED_WINDOW_32,0,11692,1,1,ANSWER= +task=t7+task=t7+Acme+Acme+Acme+Acme+,9.548165599815547,paper8-native-bug-ablation-v2,0.0,native,672,1,1.4382022471910112,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,78,53,8,256,4,32,178
0,join-medium-s37,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,11692,6727,0,,0.5533422001171857,paper8-native-bug-ablation-v2,0.0,native,28,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",3,0,49,3,79,3,,79
0,join-medium-s37,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,11692,1,1,ANSWER= Resolve Acmeceme Atlas Atlas deployment state for scope t7 t7 t7 deployment t7 t,4.39087860006839,paper8-native-bug-ablation-v2,0.0,native,96,1,2.0,4,"[11, 17, 23, 27]",4,178,53,8,356,4,full,178
0,join-medium-s37,LAYER_ABLATION_FULL_SELECTED_LATE1,0,11692,1,1,ANSWER= Resolve AcmeAtlas deployment state for scope t7 t7,2.895162200089544,paper8-native-bug-ablation-v2,0.0,native,16,1,2.0,1,[27],4,178,53,8,356,4,full,178
0,resumption-medium-s53,VISIBLE_FULL_SESSION,1,11692,1,1,ANSWER=willow,1.7157420997973531,paper8-native-bug-ablation-v2,0.0,visible,,,,,,,,,,,,,
1,resumption-medium-s53,VISIBLE_FULL_TASK_SCOPE,0,11692,1,1,ANSWER=umber,0.9515000998508185,paper8-native-bug-ablation-v2,1.0,visible,,,,,,,,,,,,,
0,resumption-medium-s53,NATIVE_FULL_SESSION,1,11692,1,1,"ANSWER= ANSWER=verification_code=verification_code=zenithiltonity

#violet",9.126721899956465,paper8-native-bug-ablation-v2,0.0,native,588,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,54,8,365,8,full,365
0,resumption-medium-s53,NATIVE_FULL_TASK_SCOPE,0,11692,1,1,ANSWER= 10,2.5979348002001643,paper8-native-bug-ablation-v2,0.0,native,196,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,36,1,36,1,full,36
0,resumption-medium-s53,A1_REQUIRED_RECORDS_FULL,0,11692,1,1,ANSWER= 10,2.132959700189531,paper8-native-bug-ablation-v2,0.0,native,196,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,36,1,36,1,full,36
0,resumption-medium-s53,A2_SELECTED_RECORDS_FULL,0,11692,1,1,ANSWER= 10,2.105164499953389,paper8-native-bug-ablation-v2,0.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,36,36,2,72,1,full,36
0,resumption-medium-s53,A3_SELECTED_PLUS_REQUIRED_FULL,0,11692,1,1,ANSWER= 10,2.331205600174144,paper8-native-bug-ablation-v2,0.0,native,196,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,36,1,36,1,full,36
0,resumption-medium-s53,A4_A5_SELECTED_WINDOW_512,0,11692,1,1,ANSWER= 10,3.402659400133416,paper8-native-bug-ablation-v2,0.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,36,36,2,72,1,512,36
0,resumption-medium-s53,A4_A5_SELECTED_WINDOW_256,0,11692,1,1,ANSWER= 10,2.3207117000129074,paper8-native-bug-ablation-v2,0.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,36,36,2,72,1,256,36
0,resumption-medium-s53,A4_A5_SELECTED_WINDOW_128,0,11692,1,1,ANSWER= 10,1.960747400065884,paper8-native-bug-ablation-v2,0.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,36,36,2,72,1,128,36
0,resumption-medium-s53,A4_A5_SELECTED_WINDOW_96,0,11692,1,1,ANSWER= 10,2.2641769000329077,paper8-native-bug-ablation-v2,0.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,36,36,2,72,1,96,36
0,resumption-medium-s53,A4_A5_SELECTED_WINDOW_64,0,11692,1,1,ANSWER= 10,2.150974800111726,paper8-native-bug-ablation-v2,0.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,36,36,2,72,1,64,36
0,resumption-medium-s53,A4_A5_SELECTED_WINDOW_32,0,11692,1,1,ANSWER= 10,2.3134886999614537,paper8-native-bug-ablation-v2,0.0,native,196,1,1.7777777777777777,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,28,36,2,64,1,32,36
0,resumption-medium-s53,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,11692,5170,0,,0.4019861000124365,paper8-native-bug-ablation-v2,0.0,native,28,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,36,1,23,1,,23
0,resumption-medium-s53,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,11692,1,1,ANSWER= <value> 00000000000000000,4.482509599998593,paper8-native-bug-ablation-v2,0.0,native,96,1,2.0,4,"[11, 17, 23, 27]",1,36,36,2,72,1,full,36
0,resumption-medium-s53,LAYER_ABLATION_FULL_SELECTED_LATE1,0,11692,1,1,ANSWER= <value> resolve_acme>,1.9538115998730063,paper8-native-bug-ablation-v2,0.0,native,11,1,2.0,1,[27],1,36,36,2,72,1,full,36
0,conflicting_state-medium-s71,VISIBLE_FULL_SESSION,1,11692,1,1,ANSWER=amber,1.5867763001006097,paper8-native-bug-ablation-v2,0.0,visible,,,,,,,,,,,,,
1,conflicting_state-medium-s71,VISIBLE_FULL_TASK_SCOPE,0,11692,1,1,ANSWER=ember,0.9166850000619888,paper8-native-bug-ablation-v2,1.0,visible,,,,,,,,,,,,,
0,conflicting_state-medium-s71,NATIVE_FULL_SESSION,1,11692,1,1,"ANSWER= ANSWER=verification_code=amber

The authoritative verification_code=amber",8.108627000125125,paper8-native-bug-ablation-v2,0.0,native,504,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,55,8,367,8,full,367
1,conflicting_state-medium-s71,NATIVE_FULL_TASK_SCOPE,0,11692,1,1,ANSWER= ember,1.606243300018832,paper8-native-bug-ablation-v2,1.0,native,140,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,41,1,41,1,full,41
1,conflicting_state-medium-s71,A1_REQUIRED_RECORDS_FULL,0,11692,1,1,ANSWER= ember,1.639806899940595,paper8-native-bug-ablation-v2,1.0,native,140,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,41,1,41,1,full,41
1,conflicting_state-medium-s71,A2_SELECTED_RECORDS_FULL,0,11692,1,1,ANSWER= ember,1.5765986000187695,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,41,2,82,1,full,41
