answer_correct,case_id,condition,constraint_violation,decode_calls_with_memory,decode_lifetime_pass,duplication_ratio,expected_token_id,expected_token_rank,format_compliant,generated_text,generation_seconds,layer_count,layers,merged_interval_count,overlap_removed_tokens,protocol,query_position_offset,raw_interval_count,raw_selected_tokens,required_evidence_use,scope,selected_reference_count,target_span_tokens,unique_native_tokens
0,independent_parallel-medium-s11,NATIVE_FULL_SESSION,0,672,1,1.0,11692,2,1,"</think>

ANSWER=task t7
ANSWER=verification_code=verification_code=verification_code=verification",12.247818800155073,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,paper8-native-bug-ablation-v2,53,8,366,0.0,native,8,full,366
1,independent_parallel-medium-s11,NATIVE_FULL_TASK_SCOPE,0,140,1,1.0,11692,1,1,ANSWER= zenith,1.3528617999982089,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,52,1,52,1.0,native,1,full,52
1,independent_parallel-medium-s11,A1_REQUIRED_RECORDS_FULL,0,140,1,1.0,11692,1,1,ANSWER= zenith,1.8158828001469374,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,52,1,52,1.0,native,1,full,52
1,independent_parallel-medium-s11,A2_SELECTED_RECORDS_FULL,0,140,1,2.0,11692,1,1,ANSWER= zenith,1.6745068000163883,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,52,paper8-native-bug-ablation-v2,52,2,104,1.0,native,1,full,52
1,independent_parallel-medium-s11,A3_SELECTED_PLUS_REQUIRED_FULL,0,140,1,1.0,11692,1,1,ANSWER= zenith,1.45304449996911,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,52,1,52,1.0,native,1,full,52
1,independent_parallel-medium-s11,A4_A5_SELECTED_WINDOW_512,0,140,1,2.0,11692,1,1,ANSWER= zenith,1.6971171998884529,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,52,paper8-native-bug-ablation-v2,52,2,104,1.0,native,1,512,52
1,independent_parallel-medium-s11,A4_A5_SELECTED_WINDOW_256,0,140,1,2.0,11692,1,1,ANSWER= zenith,1.6423984998837113,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,52,paper8-native-bug-ablation-v2,52,2,104,1.0,native,1,256,52
1,independent_parallel-medium-s11,A4_A5_SELECTED_WINDOW_128,0,140,1,2.0,11692,1,1,ANSWER= zenith,1.7484988998621702,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,52,paper8-native-bug-ablation-v2,52,2,104,1.0,native,1,128,52
1,independent_parallel-medium-s11,A4_A5_SELECTED_WINDOW_96,0,140,1,2.0,11692,1,1,ANSWER= zenith,1.6152916999999434,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,52,paper8-native-bug-ablation-v2,52,2,104,1.0,native,1,96,52
1,independent_parallel-medium-s11,A4_A5_SELECTED_WINDOW_64,0,140,1,2.0,11692,1,1,ANSWER= zenith,1.350683799944818,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,52,paper8-native-bug-ablation-v2,52,2,104,1.0,native,1,64,52
1,independent_parallel-medium-s11,A4_A5_SELECTED_WINDOW_32,0,140,1,1.2307692307692308,11692,1,1,ANSWER= zenith,1.7214067000895739,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,12,paper8-native-bug-ablation-v2,52,2,64,1.0,native,1,32,52
0,independent_parallel-medium-s11,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,28,1,1.0,11692,11670,0,,0.4184260000474751,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,52,1,22,0.0,native,1,,22
0,independent_parallel-medium-s11,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,96,1,2.0,11692,1,1,ANSWER= ANSWER= <value=0resolved>resolved>0000000000,5.013683200115338,4,"[11, 17, 23, 27]",1,52,paper8-native-bug-ablation-v2,52,2,104,0.0,native,1,full,52
0,independent_parallel-medium-s11,LAYER_ABLATION_FULL_SELECTED_LATE1,0,12,1,2.0,11692,1,1,ANSWER= <value> resolving the deployment code>,2.188576100161299,1,[27],1,52,paper8-native-bug-ablation-v2,52,2,104,0.0,native,1,full,52
0,linear_dependency-medium-s23,NATIVE_FULL_SESSION,0,672,1,1.0,11692,10,1,"</think>

ANSWER=task= [{""task: {""task"": ""tt7"", ""t7"", ""t",11.759859800105914,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,paper8-native-bug-ablation-v2,54,8,364,0.0,native,8,full,364
0,linear_dependency-medium-s23,NATIVE_FULL_TASK_SCOPE,0,672,1,1.0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,12.346093700034544,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,paper8-native-bug-ablation-v2,53,2,94,0.5,native,2,full,94
0,linear_dependency-medium-s23,A1_REQUIRED_RECORDS_FULL,0,672,1,1.0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,7.954939800081775,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,paper8-native-bug-ablation-v2,53,2,94,0.5,native,2,full,94
0,linear_dependency-medium-s23,A2_SELECTED_RECORDS_FULL,0,672,1,2.0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,7.76315789995715,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,94,paper8-native-bug-ablation-v2,53,4,188,0.5,native,2,full,94
0,linear_dependency-medium-s23,A3_SELECTED_PLUS_REQUIRED_FULL,0,672,1,1.0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,8.09721380006522,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,paper8-native-bug-ablation-v2,53,2,94,0.5,native,2,full,94
0,linear_dependency-medium-s23,A4_A5_SELECTED_WINDOW_512,0,672,1,2.0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,8.310756900114939,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,94,paper8-native-bug-ablation-v2,53,4,188,0.5,native,2,512,94
0,linear_dependency-medium-s23,A4_A5_SELECTED_WINDOW_256,0,672,1,2.0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,8.857062299968675,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,94,paper8-native-bug-ablation-v2,53,4,188,0.5,native,2,256,94
0,linear_dependency-medium-s23,A4_A5_SELECTED_WINDOW_128,0,672,1,2.0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,8.003984299954027,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,94,paper8-native-bug-ablation-v2,53,4,188,0.5,native,2,128,94
0,linear_dependency-medium-s23,A4_A5_SELECTED_WINDOW_96,0,672,1,2.0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,8.076680899830535,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,94,paper8-native-bug-ablation-v2,53,4,188,0.5,native,2,96,94
0,linear_dependency-medium-s23,A4_A5_SELECTED_WINDOW_64,0,672,1,2.0,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,7.7656036000698805,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,94,paper8-native-bug-ablation-v2,53,4,188,0.5,native,2,64,94
0,linear_dependency-medium-s23,A4_A5_SELECTED_WINDOW_32,0,672,1,1.3617021276595744,11692,1,1,ANSWER= +lilililacacacmeacmeecmeecme atlas+me atlas+me,7.6858808000106364,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,34,paper8-native-bug-ablation-v2,53,4,128,0.5,native,2,32,94
0,linear_dependency-medium-s23,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,28,1,1.0,11692,4527,0,,0.40544550004415214,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,paper8-native-bug-ablation-v2,53,2,46,0.0,native,2,,46
0,linear_dependency-medium-s23,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,96,1,2.0,11692,1,1,ANSWER= Resolve Acme Compliant Atlas Atlas deployment state for scope t7 t7 deployment state for t7.,4.956233599921688,4,"[11, 17, 23, 27]",2,94,paper8-native-bug-ablation-v2,53,4,188,0.0,native,2,full,94
0,linear_dependency-medium-s23,LAYER_ABLATION_FULL_SELECTED_LATE1,0,16,1,2.0,11692,1,1,ANSWER= Resolve AcmeAtlas deployment state for scope t7 t7,3.150874499930069,1,[27],2,94,paper8-native-bug-ablation-v2,53,4,188,0.0,native,2,full,94
0,join-medium-s37,NATIVE_FULL_SESSION,0,672,1,1.0,11692,10,1,"</think>

ANSWER=task= [{""task: {""task"": ""Resolve"": ""tt7"", ""t7",10.28890180005692,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,paper8-native-bug-ablation-v2,53,8,358,0.0,native,8,full,358
0,join-medium-s37,NATIVE_FULL_TASK_SCOPE,0,672,1,1.0,11692,1,1,ANSWER= +task=t7+task=t7+Acme+Acme+Acme+Acme+,8.046388999791816,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,0,paper8-native-bug-ablation-v2,53,4,178,0.0,native,4,full,178
0,join-medium-s37,A1_REQUIRED_RECORDS_FULL,0,672,1,1.0,11692,1,1,ANSWER= Resolve AcmeceMeAtlas Atlas t7+Atlas t7+Atlas+Juniper+Juniper,8.137908299919218,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",3,0,paper8-native-bug-ablation-v2,49,3,125,0.3333333333333333,native,3,full,125
0,join-medium-s37,A2_SELECTED_RECORDS_FULL,0,672,1,2.0,11692,1,1,ANSWER= +task=t7+task=t7+Acme+Acme+Acme+Acme+,8.702929799910635,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,178,paper8-native-bug-ablation-v2,53,8,356,0.0,native,4,full,178
0,join-medium-s37,A3_SELECTED_PLUS_REQUIRED_FULL,0,672,1,1.0,11692,1,1,ANSWER= +task=t7+task=t7+Acme+Acme+Acme+Acme+,9.013467299984768,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,0,paper8-native-bug-ablation-v2,53,4,178,0.0,native,4,full,178
0,join-medium-s37,A4_A5_SELECTED_WINDOW_512,0,672,1,2.0,11692,1,1,ANSWER= +task=t7+task=t7+Acme+Acme+Acme+Acme+,9.378868500003591,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,178,paper8-native-bug-ablation-v2,53,8,356,0.0,native,4,512,178
0,join-medium-s37,A4_A5_SELECTED_WINDOW_256,0,672,1,2.0,11692,1,1,ANSWER= +task=t7+task=t7+Acme+Acme+Acme+Acme+,8.705705600092188,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,178,paper8-native-bug-ablation-v2,53,8,356,0.0,native,4,256,178
0,join-medium-s37,A4_A5_SELECTED_WINDOW_128,0,672,1,2.0,11692,1,1,ANSWER= +task=t7+task=t7+Acme+Acme+Acme+Acme+,8.558490100083873,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,178,paper8-native-bug-ablation-v2,53,8,356,0.0,native,4,128,178
0,join-medium-s37,A4_A5_SELECTED_WINDOW_96,0,672,1,2.0,11692,1,1,ANSWER= +task=t7+task=t7+Acme+Acme+Acme+Acme+,8.81111909984611,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,178,paper8-native-bug-ablation-v2,53,8,356,0.0,native,4,96,178
0,join-medium-s37,A4_A5_SELECTED_WINDOW_64,0,672,1,2.0,11692,1,1,ANSWER= +task=t7+task=t7+Acme+Acme+Acme+Acme+,10.875173800159246,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,178,paper8-native-bug-ablation-v2,53,8,356,0.0,native,4,64,178
0,join-medium-s37,A4_A5_SELECTED_WINDOW_32,0,672,1,1.4382022471910112,11692,1,1,ANSWER= +task=t7+task=t7+Acme+Acme+Acme+Acme+,9.548165599815547,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,78,paper8-native-bug-ablation-v2,53,8,256,0.0,native,4,32,178
0,join-medium-s37,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,28,1,1.0,11692,6727,0,,0.5533422001171857,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",3,0,paper8-native-bug-ablation-v2,49,3,79,0.0,native,3,,79
0,join-medium-s37,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,96,1,2.0,11692,1,1,ANSWER= Resolve Acmeceme Atlas Atlas deployment state for scope t7 t7 t7 deployment t7 t,4.39087860006839,4,"[11, 17, 23, 27]",4,178,paper8-native-bug-ablation-v2,53,8,356,0.0,native,4,full,178
0,join-medium-s37,LAYER_ABLATION_FULL_SELECTED_LATE1,0,16,1,2.0,11692,1,1,ANSWER= Resolve AcmeAtlas deployment state for scope t7 t7,2.895162200089544,1,[27],4,178,paper8-native-bug-ablation-v2,53,8,356,0.0,native,4,full,178
0,resumption-medium-s53,NATIVE_FULL_SESSION,1,588,1,1.0,11692,1,1,"ANSWER= ANSWER=verification_code=verification_code=zenithiltonity

#violet",9.126721899956465,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,paper8-native-bug-ablation-v2,54,8,365,0.0,native,8,full,365
0,resumption-medium-s53,NATIVE_FULL_TASK_SCOPE,0,196,1,1.0,11692,1,1,ANSWER= 10,2.5979348002001643,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,36,1,36,0.0,native,1,full,36
0,resumption-medium-s53,A1_REQUIRED_RECORDS_FULL,0,196,1,1.0,11692,1,1,ANSWER= 10,2.132959700189531,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,36,1,36,0.0,native,1,full,36
0,resumption-medium-s53,A2_SELECTED_RECORDS_FULL,0,196,1,2.0,11692,1,1,ANSWER= 10,2.105164499953389,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,36,paper8-native-bug-ablation-v2,36,2,72,0.0,native,1,full,36
0,resumption-medium-s53,A3_SELECTED_PLUS_REQUIRED_FULL,0,196,1,1.0,11692,1,1,ANSWER= 10,2.331205600174144,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,36,1,36,0.0,native,1,full,36
0,resumption-medium-s53,A4_A5_SELECTED_WINDOW_512,0,196,1,2.0,11692,1,1,ANSWER= 10,3.402659400133416,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,36,paper8-native-bug-ablation-v2,36,2,72,0.0,native,1,512,36
0,resumption-medium-s53,A4_A5_SELECTED_WINDOW_256,0,196,1,2.0,11692,1,1,ANSWER= 10,2.3207117000129074,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,36,paper8-native-bug-ablation-v2,36,2,72,0.0,native,1,256,36
0,resumption-medium-s53,A4_A5_SELECTED_WINDOW_128,0,196,1,2.0,11692,1,1,ANSWER= 10,1.960747400065884,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,36,paper8-native-bug-ablation-v2,36,2,72,0.0,native,1,128,36
0,resumption-medium-s53,A4_A5_SELECTED_WINDOW_96,0,196,1,2.0,11692,1,1,ANSWER= 10,2.2641769000329077,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,36,paper8-native-bug-ablation-v2,36,2,72,0.0,native,1,96,36
0,resumption-medium-s53,A4_A5_SELECTED_WINDOW_64,0,196,1,2.0,11692,1,1,ANSWER= 10,2.150974800111726,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,36,paper8-native-bug-ablation-v2,36,2,72,0.0,native,1,64,36
0,resumption-medium-s53,A4_A5_SELECTED_WINDOW_32,0,196,1,1.7777777777777777,11692,1,1,ANSWER= 10,2.3134886999614537,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,28,paper8-native-bug-ablation-v2,36,2,64,0.0,native,1,32,36
0,resumption-medium-s53,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,28,1,1.0,11692,5170,0,,0.4019861000124365,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,36,1,23,0.0,native,1,,23
0,resumption-medium-s53,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,96,1,2.0,11692,1,1,ANSWER= <value> 00000000000000000,4.482509599998593,4,"[11, 17, 23, 27]",1,36,paper8-native-bug-ablation-v2,36,2,72,0.0,native,1,full,36
0,resumption-medium-s53,LAYER_ABLATION_FULL_SELECTED_LATE1,0,11,1,2.0,11692,1,1,ANSWER= <value> resolve_acme>,1.9538115998730063,1,[27],1,36,paper8-native-bug-ablation-v2,36,2,72,0.0,native,1,full,36
0,conflicting_state-medium-s71,NATIVE_FULL_SESSION,1,504,1,1.0,11692,1,1,"ANSWER= ANSWER=verification_code=amber

The authoritative verification_code=amber",8.108627000125125,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,paper8-native-bug-ablation-v2,55,8,367,0.0,native,8,full,367
1,conflicting_state-medium-s71,NATIVE_FULL_TASK_SCOPE,0,140,1,1.0,11692,1,1,ANSWER= ember,1.606243300018832,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,41,1,41,1.0,native,1,full,41
1,conflicting_state-medium-s71,A1_REQUIRED_RECORDS_FULL,0,140,1,1.0,11692,1,1,ANSWER= ember,1.639806899940595,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,41,1,41,1.0,native,1,full,41
1,conflicting_state-medium-s71,A2_SELECTED_RECORDS_FULL,0,140,1,2.0,11692,1,1,ANSWER= ember,1.5765986000187695,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,paper8-native-bug-ablation-v2,41,2,82,1.0,native,1,full,41
1,conflicting_state-medium-s71,A3_SELECTED_PLUS_REQUIRED_FULL,0,140,1,1.0,11692,1,1,ANSWER= ember,1.395519900135696,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,41,1,41,1.0,native,1,full,41
1,conflicting_state-medium-s71,A4_A5_SELECTED_WINDOW_512,0,140,1,2.0,11692,1,1,ANSWER= ember,1.6522029000334442,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,paper8-native-bug-ablation-v2,41,2,82,1.0,native,1,512,41
1,conflicting_state-medium-s71,A4_A5_SELECTED_WINDOW_256,0,140,1,2.0,11692,1,1,ANSWER= ember,1.5263170001562685,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,paper8-native-bug-ablation-v2,41,2,82,1.0,native,1,256,41
1,conflicting_state-medium-s71,A4_A5_SELECTED_WINDOW_128,0,140,1,2.0,11692,1,1,ANSWER= ember,1.5095786000601947,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,paper8-native-bug-ablation-v2,41,2,82,1.0,native,1,128,41
1,conflicting_state-medium-s71,A4_A5_SELECTED_WINDOW_96,0,140,1,2.0,11692,1,1,ANSWER= ember,1.7087456998415291,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,paper8-native-bug-ablation-v2,41,2,82,1.0,native,1,96,41
1,conflicting_state-medium-s71,A4_A5_SELECTED_WINDOW_64,0,140,1,2.0,11692,1,1,ANSWER= ember,1.467705799965188,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,paper8-native-bug-ablation-v2,41,2,82,1.0,native,1,64,41
1,conflicting_state-medium-s71,A4_A5_SELECTED_WINDOW_32,0,140,1,1.5609756097560976,11692,1,1,ANSWER= ember,1.6321881997864693,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,23,paper8-native-bug-ablation-v2,41,2,64,1.0,native,1,32,41
0,conflicting_state-medium-s71,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,28,1,1.0,11692,13863,0,,0.35916980006732047,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,41,1,23,0.0,native,1,,23
0,conflicting_state-medium-s71,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,28,1,2.0,11692,1,1,ANSWER= <value>,1.3443070000503212,4,"[11, 17, 23, 27]",1,41,paper8-native-bug-ablation-v2,41,2,82,0.0,native,1,full,41
0,conflicting_state-medium-s71,LAYER_ABLATION_FULL_SELECTED_LATE1,0,11,1,2.0,11692,1,1,ANSWER= <value> resolve_acme>,1.7487123999744654,1,[27],1,41,paper8-native-bug-ablation-v2,41,2,82,0.0,native,1,full,41
