partition,dataset,example_id,seed,root_mode,root_parent,entry_facet,root_available,K_search,B_ceiling,B_label,theta_edge,theta_goal,max_hops,strategy,different_facet_goal,goal_triggered,goal_correct,false_goal,goal_precision,terminal_parent,terminal_facet,terminal_classification,terminal_text,question,path,path_depth,stop_reason,visited,visited_count,frontier_size,nodes_expanded,raw_proposals,edge_admitted_candidates,duplicate_proposals,cycles_prevented,peak_frontier,goal_tests,goal_comparisons,adjacency_lookup_comparisons,native_dot_products,oracle_parent,oracle_recall,oracle_precision,complete_oracle,later_oracle_recall,chain_complete,search_seconds,goal_test_seconds,cpu_dedup_seconds,root_routing_seconds,graph_index_build_seconds,total_routing_seconds,candidate_tensor_bytes,logical_reference_tokens,logical_parent_count,conceptual_active_parent_count,conceptual_active_parent_fraction,materialized_parent_count,materialized_native_kv_tokens,active_native_kv_fraction,native_kv_bytes,peak_active_parent_count,query_facet_count,query_support_tokens,cpu_reference_cache_bytes,adjacency_cache_bytes,goal_cache_bytes,routing_cache_bytes,h2d_transfer_bytes,h2d_transfer_seconds,prep_baseline_gpu_allocated_bytes,prep_peak_gpu_allocated_bytes,prep_peak_gpu_reserved_bytes,search_peak_gpu_allocated_bytes,search_peak_gpu_reserved_bytes,active_kv_tokens,generation_performed,tpot,theta_edge_label,theta_goal_label,condition_id,root_count_requested
validation,hotpotqa,5abce85755429959677d6b3e,71,oracle,[4],"{""4"": 14}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Le Rêve was created by the director behind what Cirque du Soleil production from 1998 onward?,[],,visited_budget,"[4, 7, 0, 2, 3, 6]",6,4,3,12,5,7,0,4,5,125,21,61591104,"[4, 6, 7]",1.0,0.5,1.0,1.0,1.0,0.013741099974140525,0.0038281999877654016,3.659998765215278e-05,0.0011718000168912113,0.26632670004619285,0.2812396000372246,112,1962,8,6,0.75,0,0,0.0,0,6,25,25,620984671,256,800,1056,12327344,0.0033557999995537102,21728256,114684928,134217728,8527360,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,11,oracle,[0],"{""0"": 0}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,did they collect their own data?,[],,visited_budget,"[0, 2, 8, 20, 5, 17]",6,4,3,12,5,3,0,4,5,35,63,507150400,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.015263400040566921,0.004584199923556298,3.1400006264448166e-05,0.0011971999774686992,1.9973422000184655,2.013802800036501,168,5630,22,6,0.2727272727272727,0,0,0.0,0,6,7,7,620984671,1936,616,2552,34728832,0.012880499998573214,26109952,294795264,327155712,8528896,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,23,oracle,[0],"{""0"": 1}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,did they collect their own data?,[],,visited_budget,"[0, 2, 8, 20, 5, 17]",6,4,3,12,5,3,0,4,5,35,63,507150400,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.013747499964665622,0.004698900040239096,2.4099950678646564e-05,0.001247400010470301,1.9973422000184655,2.0123370999936014,168,5630,22,6,0.2727272727272727,0,0,0.0,0,6,7,7,620984671,1936,616,2552,34728832,0.012880499998573214,26109952,294795264,327155712,8528896,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,37,oracle,[0],"{""0"": 6}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,did they collect their own data?,[],,visited_budget,"[0, 2, 8, 20, 5, 17]",6,4,3,12,5,3,0,4,5,35,63,507150400,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.013068599975667894,0.004251600068528205,3.460003063082695e-05,0.0011536000529304147,1.9973422000184655,2.011564400047064,168,5630,22,6,0.2727272727272727,0,0,0.0,0,6,7,7,620984671,1936,616,2552,34728832,0.012880499998573214,26109952,294795264,327155712,8528896,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,53,oracle,[0],"{""0"": 0}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,did they collect their own data?,[],,visited_budget,"[0, 2, 8, 20, 5, 17]",6,4,3,12,5,3,0,4,5,35,63,507150400,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.013230299984570593,0.0036915999953635037,2.0599982235580683e-05,0.0009701999952085316,1.9973422000184655,2.0115426999982446,168,5630,22,6,0.2727272727272727,0,0,0.0,0,6,7,7,620984671,1936,616,2552,34728832,0.012880499998573214,26109952,294795264,327155712,8528896,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,71,oracle,[0],"{""0"": 6}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,did they collect their own data?,[],,visited_budget,"[0, 2, 8, 20, 5, 17]",6,4,3,12,5,3,0,4,5,35,63,507150400,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.012509000021964312,0.003677200002130121,2.47000134550035e-05,0.000971500005107373,1.9973422000184655,2.010822700045537,168,5630,22,6,0.2727272727272727,0,0,0.0,0,6,7,7,620984671,1936,616,2552,34728832,0.012880499998573214,26109952,294795264,327155712,8528896,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,11,oracle,[0],"{""0"": 0}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does the paper clearly establish that the challenges listed here exist in this dataset and task?,[],,visited_budget,"[0, 9, 6, 1, 11, 2]",6,4,3,12,5,4,1,4,5,85,39,203347600,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.010585899988655001,0.003329400031361729,1.5900004655122757e-05,0.0010332000092603266,0.8376993999700062,0.8493184999679215,136,3565,14,6,0.42857142857142855,0,0,0.0,0,6,17,17,620984671,784,952,1736,22151552,0.007136399974115193,48510976,193208320,234881024,8527872,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,23,oracle,[0],"{""0"": 2}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does the paper clearly establish that the challenges listed here exist in this dataset and task?,[],,visited_budget,"[0, 9, 6, 1, 11, 2]",6,4,3,12,5,4,1,4,5,85,39,203347600,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.013645600003656,0.004253999970387667,1.9100087229162455e-05,0.0018296000198461115,0.8376993999700062,0.8531745999935083,136,3565,14,6,0.42857142857142855,0,0,0.0,0,6,17,17,620984671,784,952,1736,22151552,0.007136399974115193,48510976,193208320,234881024,8527872,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,37,oracle,[0],"{""0"": 16}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does the paper clearly establish that the challenges listed here exist in this dataset and task?,[],,visited_budget,"[0, 9, 6, 1, 11, 2]",6,4,3,12,5,4,1,4,5,85,39,203347600,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.011854899988975376,0.0035816000890918076,2.5200017262250185e-05,0.0012981999898329377,0.8376993999700062,0.8508524999488145,136,3565,14,6,0.42857142857142855,0,0,0.0,0,6,17,17,620984671,784,952,1736,22151552,0.007136399974115193,48510976,193208320,234881024,8527872,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,53,oracle,[0],"{""0"": 11}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does the paper clearly establish that the challenges listed here exist in this dataset and task?,[],,visited_budget,"[0, 9, 6, 1, 11, 2]",6,4,3,12,5,4,1,4,5,85,39,203347600,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.01340860000345856,0.003739000007044524,4.219991387799382e-05,0.001297399983741343,0.8376993999700062,0.8524053999572061,136,3565,14,6,0.42857142857142855,0,0,0.0,0,6,17,17,620984671,784,952,1736,22151552,0.007136399974115193,48510976,193208320,234881024,8527872,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,71,oracle,[0],"{""0"": 3}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does the paper clearly establish that the challenges listed here exist in this dataset and task?,[],,visited_budget,"[0, 9, 6, 1, 11, 2]",6,4,3,12,5,4,1,4,5,85,39,203347600,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.01411240000743419,0.00403300003381446,4.4599990360438824e-05,0.001095399959012866,0.8376993999700062,0.8529071999364533,136,3565,14,6,0.42857142857142855,0,0,0.0,0,6,17,17,620984671,784,952,1736,22151552,0.007136399974115193,48510976,193208320,234881024,8527872,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,11,oracle,[0],"{""0"": 6}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Is the template-based model realistic?  ,[],,visited_budget,"[0, 5, 12, 2, 9, 7]",6,4,3,12,5,7,2,4,5,35,60,424195216,"[0, 1]",0.5,0.16666666666666666,0.0,0.0,1.0,0.012668400013353676,0.004075900069437921,1.3999990187585354e-05,0.0010344000183977187,1.6862864999566227,1.6999892999883741,164,5149,21,6,0.2857142857142857,0,0,0.0,0,6,7,7,620984671,1764,588,2352,31775016,0.012164200015831739,35933696,271374336,327155712,8528896,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,23,oracle,[0],"{""0"": 2}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Is the template-based model realistic?  ,[],,visited_budget,"[0, 5, 12, 2, 9, 7]",6,4,3,12,5,7,2,4,5,35,60,424195216,"[0, 1]",0.5,0.16666666666666666,0.0,0.0,1.0,0.011479900043923408,0.0035149999894201756,1.4499935787171125e-05,0.0008454000344499946,1.6862864999566227,1.6986118000349961,164,5149,21,6,0.2857142857142857,0,0,0.0,0,6,7,7,620984671,1764,588,2352,31775016,0.012164200015831739,35933696,271374336,327155712,8528896,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,37,oracle,[0],"{""0"": 3}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Is the template-based model realistic?  ,[],,visited_budget,"[0, 5, 12, 2, 9, 7]",6,4,3,12,5,7,2,4,5,35,60,424195216,"[0, 1]",0.5,0.16666666666666666,0.0,0.0,1.0,0.011625400045886636,0.003750299976672977,2.8699985705316067e-05,0.0008666999638080597,1.6862864999566227,1.6987785999663174,164,5149,21,6,0.2857142857142857,0,0,0.0,0,6,7,7,620984671,1764,588,2352,31775016,0.012164200015831739,35933696,271374336,327155712,8528896,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,53,oracle,[0],"{""0"": 3}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Is the template-based model realistic?  ,[],,visited_budget,"[0, 5, 12, 2, 9, 7]",6,4,3,12,5,7,2,4,5,35,60,424195216,"[0, 1]",0.5,0.16666666666666666,0.0,0.0,1.0,0.012787399988155812,0.0038337999139912426,1.7700018361210823e-05,0.0008896999643184245,1.6862864999566227,1.699963599909097,164,5149,21,6,0.2857142857142857,0,0,0.0,0,6,7,7,620984671,1764,588,2352,31775016,0.012164200015831739,35933696,271374336,327155712,8528896,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,71,oracle,[0],"{""0"": 6}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Is the template-based model realistic?  ,[],,visited_budget,"[0, 5, 12, 2, 9, 7]",6,4,3,12,5,7,2,4,5,35,60,424195216,"[0, 1]",0.5,0.16666666666666666,0.0,0.0,1.0,0.01446929998928681,0.00502260000212118,1.7899961676448584e-05,0.0008184999460354447,1.6862864999566227,1.701574299891945,164,5149,21,6,0.2857142857142857,0,0,0.0,0,6,7,7,620984671,1764,588,2352,31775016,0.012164200015831739,35933696,271374336,327155712,8528896,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,11,oracle,[0],"{""0"": 7}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does the dataset feature only English language data?,[],,visited_budget,"[0, 3, 8, 4, 7, 10]",6,4,3,12,5,2,0,4,5,45,33,143904016,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.01617480005370453,0.004556799947749823,2.7000089175999165e-05,0.001422499946784228,0.5906830000458285,0.6082803000463173,128,2999,12,6,0.5,0,0,0.0,0,6,9,9,620984671,576,432,1008,18570928,0.006780499999877065,46540288,165832192,211812352,8527360,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,23,oracle,[0],"{""0"": 2}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does the dataset feature only English language data?,[],,visited_budget,"[0, 3, 8, 4, 7, 10]",6,4,3,12,5,2,0,4,5,45,33,143904016,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.016127799986861646,0.005241399980150163,4.069996066391468e-05,0.0011855000047944486,0.5906830000458285,0.6079963000374846,128,2999,12,6,0.5,0,0,0.0,0,6,9,9,620984671,576,432,1008,18570928,0.006780499999877065,46540288,165832192,211812352,8527360,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,37,oracle,[0],"{""0"": 8}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does the dataset feature only English language data?,[],,visited_budget,"[0, 3, 8, 4, 7, 10]",6,4,3,12,5,2,0,4,5,45,33,143904016,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.015785600000526756,0.005185099958907813,2.9899878427386284e-05,0.0010301999864168465,0.5906830000458285,0.6074988000327721,128,2999,12,6,0.5,0,0,0.0,0,6,9,9,620984671,576,432,1008,18570928,0.006780499999877065,46540288,165832192,211812352,8527360,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,53,oracle,[0],"{""0"": 4}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does the dataset feature only English language data?,[],,visited_budget,"[0, 3, 8, 4, 7, 10]",6,4,3,12,5,2,0,4,5,45,33,143904016,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.014127700007520616,0.004470099986065179,4.730001091957092e-05,0.0010776000563055277,0.5906830000458285,0.6058883001096547,128,2999,12,6,0.5,0,0,0.0,0,6,9,9,620984671,576,432,1008,18570928,0.006780499999877065,46540288,165832192,211812352,8527360,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,71,oracle,[0],"{""0"": 3}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does the dataset feature only English language data?,[],,visited_budget,"[0, 3, 8, 4, 7, 10]",6,4,3,12,5,2,0,4,5,45,33,143904016,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.012970600044354796,0.004556100000627339,2.1499989088624716e-05,0.0009962000185623765,0.5906830000458285,0.6046498001087457,128,2999,12,6,0.5,0,0,0.0,0,6,9,9,620984671,576,432,1008,18570928,0.006780499999877065,46540288,165832192,211812352,8527360,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,11,oracle,[0],"{""0"": 0}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 2]",6,4,3,12,5,4,0,4,5,45,39,194212096,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.012117900012526661,0.003734900092240423,3.3699965570122004e-05,0.0010470999986864626,0.7888813000172377,0.8020463000284508,136,3484,14,6,0.42857142857142855,0,0,0.0,0,6,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,8527360,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,23,oracle,[0],"{""0"": 1}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 2]",6,4,3,12,5,4,0,4,5,45,39,194212096,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.012030999991111457,0.0034868998918682337,1.9499915651977062e-05,0.0008777999901212752,0.7888813000172377,0.8017900999984704,136,3484,14,6,0.42857142857142855,0,0,0.0,0,6,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,8527360,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 2]",6,4,3,12,5,4,0,4,5,45,39,194212096,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.011672499997075647,0.0036428000312298536,2.519995905458927e-05,0.0008663999615237117,0.7888813000172377,0.801420199975837,136,3484,14,6,0.42857142857142855,0,0,0.0,0,6,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,8527360,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,53,oracle,[0],"{""0"": 5}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 2]",6,4,3,12,5,4,0,4,5,45,39,194212096,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.012588899990078062,0.0036420999676920474,3.9000005926936865e-05,0.002098900033161044,0.7888813000172377,0.8035691000404768,136,3484,14,6,0.42857142857142855,0,0,0.0,0,6,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,8527360,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,71,oracle,[0],"{""0"": 8}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 2]",6,4,3,12,5,4,0,4,5,45,39,194212096,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.014269800041802227,0.004134699993301183,2.8500042390078306e-05,0.0014140999992378056,0.7888813000172377,0.8045652000582777,136,3484,14,6,0.42857142857142855,0,0,0.0,0,6,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,8527360,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,11,oracle,[0],"{""0"": 0}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,did they compare with other extractive summarization methods?,[],,visited_budget,"[0, 6, 2, 1, 12, 13]",6,4,3,12,5,3,0,4,5,55,45,264127504,"[0, 1]",1.0,0.3333333333333333,1.0,1.0,1.0,0.016688500007148832,0.0053575001074932516,4.930002614855766e-05,0.0025779999559745193,1.0637798000243492,1.0830462999874726,144,4063,16,6,0.375,0,0,0.0,0,6,11,11,620984671,1024,704,1728,25084888,0.00975629995809868,35699712,217322496,245366784,8527872,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,23,oracle,[0],"{""0"": 1}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,did they compare with other extractive summarization methods?,[],,visited_budget,"[0, 6, 2, 1, 12, 13]",6,4,3,12,5,3,0,4,5,55,45,264127504,"[0, 1]",1.0,0.3333333333333333,1.0,1.0,1.0,0.017004100023768842,0.00536329997703433,4.9300084356218576e-05,0.0017707999795675278,1.0637798000243492,1.0825547000276856,144,4063,16,6,0.375,0,0,0.0,0,6,11,11,620984671,1024,704,1728,25084888,0.00975629995809868,35699712,217322496,245366784,8527872,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,37,oracle,[0],"{""0"": 10}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,did they compare with other extractive summarization methods?,[],,visited_budget,"[0, 6, 2, 1, 12, 13]",6,4,3,12,5,3,0,4,5,55,45,264127504,"[0, 1]",1.0,0.3333333333333333,1.0,1.0,1.0,0.01322759996401146,0.0038565999129787087,4.060001811012626e-05,0.0014860000228509307,1.0637798000243492,1.0784934000112116,144,4063,16,6,0.375,0,0,0.0,0,6,11,11,620984671,1024,704,1728,25084888,0.00975629995809868,35699712,217322496,245366784,8527872,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,53,oracle,[0],"{""0"": 4}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,did they compare with other extractive summarization methods?,[],,visited_budget,"[0, 6, 2, 1, 12, 13]",6,4,3,12,5,3,0,4,5,55,45,264127504,"[0, 1]",1.0,0.3333333333333333,1.0,1.0,1.0,0.013707700010854751,0.004232299979776144,2.659996971487999e-05,0.00118530000327155,1.0637798000243492,1.0786728000384755,144,4063,16,6,0.375,0,0,0.0,0,6,11,11,620984671,1024,704,1728,25084888,0.00975629995809868,35699712,217322496,245366784,8527872,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,71,oracle,[0],"{""0"": 10}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,did they compare with other extractive summarization methods?,[],,visited_budget,"[0, 6, 2, 1, 12, 13]",6,4,3,12,5,3,0,4,5,55,45,264127504,"[0, 1]",1.0,0.3333333333333333,1.0,1.0,1.0,0.011704999953508377,0.0037531000562012196,1.7499958630651236e-05,0.0011896000360138714,1.0637798000243492,1.0766744000138715,144,4063,16,6,0.375,0,0,0.0,0,6,11,11,620984671,1024,704,1728,25084888,0.00975629995809868,35699712,217322496,245366784,8527872,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,11,oracle,[0],"{""0"": 0}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Is the LSTM baseline a sub-word model?,[],,visited_budget,"[0, 3, 9, 1, 4, 10]",6,4,3,12,5,7,2,4,5,45,30,126067984,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.012729399953968823,0.0038684000610373914,1.620006514713168e-05,0.001049900020007044,0.519377299991902,0.5331565999658778,124,2807,11,6,0.5454545454545454,0,0,0.0,0,6,9,9,620984671,484,396,880,17386944,0.007078900001943111,38995968,155555328,188743680,8526848,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,23,oracle,[0],"{""0"": 0}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Is the LSTM baseline a sub-word model?,[],,visited_budget,"[0, 3, 9, 1, 4, 10]",6,4,3,12,5,7,2,4,5,45,30,126067984,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.012009099998977035,0.004516999935731292,2.0799983758479357e-05,0.0008465999853797257,0.519377299991902,0.5322329999762587,124,2807,11,6,0.5454545454545454,0,0,0.0,0,6,9,9,620984671,484,396,880,17386944,0.007078900001943111,38995968,155555328,188743680,8526848,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,37,oracle,[0],"{""0"": 8}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Is the LSTM baseline a sub-word model?,[],,visited_budget,"[0, 3, 9, 1, 4, 10]",6,4,3,12,5,7,2,4,5,45,30,126067984,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.012968900031410158,0.003811199974734336,1.9799976143985987e-05,0.0008435999625362456,0.519377299991902,0.5331897999858484,124,2807,11,6,0.5454545454545454,0,0,0.0,0,6,9,9,620984671,484,396,880,17386944,0.007078900001943111,38995968,155555328,188743680,8526848,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,53,oracle,[0],"{""0"": 0}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Is the LSTM baseline a sub-word model?,[],,visited_budget,"[0, 3, 9, 1, 4, 10]",6,4,3,12,5,7,2,4,5,45,30,126067984,[0],1.0,0.16666666666666666,1.0,1.0,1.0,0.013282900035846978,0.0037490999093279243,3.509997623041272e-05,0.0008512000204063952,0.519377299991902,0.5335114000481553,124,2807,11,6,0.5454545454545454,0,0,0.0,0,6,9,9,620984671,484,396,880,17386944,0.007078900001943111,38995968,155555328,188743680,8526848,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
