partition,dataset,example_id,seed,root_mode,root_parent,entry_facet,K_search,B_ceiling,theta_edge,theta_goal,hop,source_parent,candidate_parent,native_edge_rank,native_edge_score,passed_edge_threshold,duplicate,cycle,admitted,goal_best_facet,goal_score,goal_triggered,goal_correct,path,path_quality,visited_count,frontier_size,oracle_recall,oracle_precision,complete_oracle,chain_complete,raw_proposals,search_comparisons,goal_comparisons,search_time,peak_gpu_memory,active_kv_tokens
test,hotpotqa,5a710a915542994082a3e504,71,oracle,[1],"{""1"": 13}",4,6,,,2,0,1,4,12.851007461547852,True,True,True,False,,,False,False,"[1, 0, 1]",12.851007461547852,5,4,1.0,0.4,1.0,1.0,8,8,96,0.008520400035195053,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,11,oracle,"[0, 1]","{""0"": 0, ""1"": 0}",4,6,,,1,0,1,3,12.920808792114258,True,True,False,False,,,False,False,"[0, 1]",12.920808792114258,5,4,1.0,0.6,1.0,1.0,8,8,48,0.008598999993409961,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,11,oracle,"[0, 1]","{""0"": 0, ""1"": 0}",4,6,,,1,0,3,1,12.959129333496094,True,False,False,True,9,-0.29884737730026245,False,False,"[0, 3]",12.959129333496094,5,4,1.0,0.6,1.0,1.0,8,8,48,0.008598999993409961,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,11,oracle,"[0, 1]","{""0"": 0, ""1"": 0}",4,6,,,1,0,2,2,12.925042152404785,True,False,False,True,2,0.015467226505279541,False,False,"[0, 2]",12.925042152404785,5,4,1.0,0.6,1.0,1.0,8,8,48,0.008598999993409961,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,11,oracle,"[0, 1]","{""0"": 0, ""1"": 0}",4,6,,,1,0,4,4,12.919211387634277,True,False,False,True,2,0.1082773208618164,False,False,"[0, 4]",12.919211387634277,5,4,1.0,0.6,1.0,1.0,8,8,48,0.008598999993409961,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,11,oracle,"[0, 1]","{""0"": 0, ""1"": 0}",4,6,,,1,1,0,1,12.756710052490234,True,True,False,False,,,False,False,"[1, 0]",12.756710052490234,5,4,1.0,0.6,1.0,1.0,8,8,48,0.008598999993409961,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,11,oracle,"[0, 1]","{""0"": 0, ""1"": 0}",4,6,,,1,1,3,2,12.73642349243164,True,True,False,False,,,False,False,"[1, 3]",12.73642349243164,5,4,1.0,0.6,1.0,1.0,8,8,48,0.008598999993409961,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,11,oracle,"[0, 1]","{""0"": 0, ""1"": 0}",4,6,,,1,1,2,3,12.699236869812012,True,True,False,False,,,False,False,"[1, 2]",12.699236869812012,5,4,1.0,0.6,1.0,1.0,8,8,48,0.008598999993409961,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,11,oracle,"[0, 1]","{""0"": 0, ""1"": 0}",4,6,,,1,1,4,4,12.697318077087402,True,True,False,False,,,False,False,"[1, 4]",12.697318077087402,5,4,1.0,0.6,1.0,1.0,8,8,48,0.008598999993409961,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,23,oracle,"[0, 1]","{""0"": 6, ""1"": 0}",4,6,,,1,0,1,3,12.920808792114258,True,True,False,False,,,False,False,"[0, 1]",12.920808792114258,5,4,1.0,0.6,1.0,1.0,8,8,48,0.007507600006647408,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,23,oracle,"[0, 1]","{""0"": 6, ""1"": 0}",4,6,,,1,0,3,1,12.959129333496094,True,False,False,True,12,-0.1822444349527359,False,False,"[0, 3]",12.959129333496094,5,4,1.0,0.6,1.0,1.0,8,8,48,0.007507600006647408,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,23,oracle,"[0, 1]","{""0"": 6, ""1"": 0}",4,6,,,1,0,2,2,12.925042152404785,True,False,False,True,6,0.362263023853302,False,False,"[0, 2]",12.925042152404785,5,4,1.0,0.6,1.0,1.0,8,8,48,0.007507600006647408,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,23,oracle,"[0, 1]","{""0"": 6, ""1"": 0}",4,6,,,1,0,4,4,12.919211387634277,True,False,False,True,14,0.5360462069511414,False,False,"[0, 4]",12.919211387634277,5,4,1.0,0.6,1.0,1.0,8,8,48,0.007507600006647408,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,23,oracle,"[0, 1]","{""0"": 6, ""1"": 0}",4,6,,,1,1,0,1,12.756710052490234,True,True,False,False,,,False,False,"[1, 0]",12.756710052490234,5,4,1.0,0.6,1.0,1.0,8,8,48,0.007507600006647408,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,23,oracle,"[0, 1]","{""0"": 6, ""1"": 0}",4,6,,,1,1,3,2,12.73642349243164,True,True,False,False,,,False,False,"[1, 3]",12.73642349243164,5,4,1.0,0.6,1.0,1.0,8,8,48,0.007507600006647408,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,23,oracle,"[0, 1]","{""0"": 6, ""1"": 0}",4,6,,,1,1,2,3,12.699236869812012,True,True,False,False,,,False,False,"[1, 2]",12.699236869812012,5,4,1.0,0.6,1.0,1.0,8,8,48,0.007507600006647408,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,23,oracle,"[0, 1]","{""0"": 6, ""1"": 0}",4,6,,,1,1,4,4,12.697318077087402,True,True,False,False,,,False,False,"[1, 4]",12.697318077087402,5,4,1.0,0.6,1.0,1.0,8,8,48,0.007507600006647408,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,37,oracle,"[0, 1]","{""0"": 6, ""1"": 6}",4,6,,,1,0,1,3,12.920808792114258,True,True,False,False,,,False,False,"[0, 1]",12.920808792114258,5,4,1.0,0.6,1.0,1.0,8,8,48,0.007971000042743981,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,37,oracle,"[0, 1]","{""0"": 6, ""1"": 6}",4,6,,,1,0,3,1,12.959129333496094,True,False,False,True,10,-0.3535083830356598,False,False,"[0, 3]",12.959129333496094,5,4,1.0,0.6,1.0,1.0,8,8,48,0.007971000042743981,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,37,oracle,"[0, 1]","{""0"": 6, ""1"": 6}",4,6,,,1,0,2,2,12.925042152404785,True,False,False,True,10,-0.11688829213380814,False,False,"[0, 2]",12.925042152404785,5,4,1.0,0.6,1.0,1.0,8,8,48,0.007971000042743981,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,37,oracle,"[0, 1]","{""0"": 6, ""1"": 6}",4,6,,,1,0,4,4,12.919211387634277,True,False,False,True,5,-0.1414594054222107,False,False,"[0, 4]",12.919211387634277,5,4,1.0,0.6,1.0,1.0,8,8,48,0.007971000042743981,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,37,oracle,"[0, 1]","{""0"": 6, ""1"": 6}",4,6,,,1,1,0,1,12.756710052490234,True,True,False,False,,,False,False,"[1, 0]",12.756710052490234,5,4,1.0,0.6,1.0,1.0,8,8,48,0.007971000042743981,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,37,oracle,"[0, 1]","{""0"": 6, ""1"": 6}",4,6,,,1,1,3,2,12.73642349243164,True,True,False,False,,,False,False,"[1, 3]",12.73642349243164,5,4,1.0,0.6,1.0,1.0,8,8,48,0.007971000042743981,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,37,oracle,"[0, 1]","{""0"": 6, ""1"": 6}",4,6,,,1,1,2,3,12.699236869812012,True,True,False,False,,,False,False,"[1, 2]",12.699236869812012,5,4,1.0,0.6,1.0,1.0,8,8,48,0.007971000042743981,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,37,oracle,"[0, 1]","{""0"": 6, ""1"": 6}",4,6,,,1,1,4,4,12.697318077087402,True,True,False,False,,,False,False,"[1, 4]",12.697318077087402,5,4,1.0,0.6,1.0,1.0,8,8,48,0.007971000042743981,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,53,oracle,"[0, 1]","{""0"": 12, ""1"": 12}",4,6,,,1,0,1,3,12.920808792114258,True,True,False,False,,,False,False,"[0, 1]",12.920808792114258,5,4,1.0,0.6,1.0,1.0,8,8,48,0.006051600037608296,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,53,oracle,"[0, 1]","{""0"": 12, ""1"": 12}",4,6,,,1,0,3,1,12.959129333496094,True,False,False,True,8,-0.19586795568466187,False,False,"[0, 3]",12.959129333496094,5,4,1.0,0.6,1.0,1.0,8,8,48,0.006051600037608296,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,53,oracle,"[0, 1]","{""0"": 12, ""1"": 12}",4,6,,,1,0,2,2,12.925042152404785,True,False,False,True,13,0.18007171154022217,False,False,"[0, 2]",12.925042152404785,5,4,1.0,0.6,1.0,1.0,8,8,48,0.006051600037608296,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,53,oracle,"[0, 1]","{""0"": 12, ""1"": 12}",4,6,,,1,0,4,4,12.919211387634277,True,False,False,True,12,0.2287401556968689,False,False,"[0, 4]",12.919211387634277,5,4,1.0,0.6,1.0,1.0,8,8,48,0.006051600037608296,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,53,oracle,"[0, 1]","{""0"": 12, ""1"": 12}",4,6,,,1,1,0,1,12.756710052490234,True,True,False,False,,,False,False,"[1, 0]",12.756710052490234,5,4,1.0,0.6,1.0,1.0,8,8,48,0.006051600037608296,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,53,oracle,"[0, 1]","{""0"": 12, ""1"": 12}",4,6,,,1,1,3,2,12.73642349243164,True,True,False,False,,,False,False,"[1, 3]",12.73642349243164,5,4,1.0,0.6,1.0,1.0,8,8,48,0.006051600037608296,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,53,oracle,"[0, 1]","{""0"": 12, ""1"": 12}",4,6,,,1,1,2,3,12.699236869812012,True,True,False,False,,,False,False,"[1, 2]",12.699236869812012,5,4,1.0,0.6,1.0,1.0,8,8,48,0.006051600037608296,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,53,oracle,"[0, 1]","{""0"": 12, ""1"": 12}",4,6,,,1,1,4,4,12.697318077087402,True,True,False,False,,,False,False,"[1, 4]",12.697318077087402,5,4,1.0,0.6,1.0,1.0,8,8,48,0.006051600037608296,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,71,oracle,"[0, 1]","{""0"": 15, ""1"": 15}",4,6,,,1,0,1,3,12.920808792114258,True,True,False,False,,,False,False,"[0, 1]",12.920808792114258,5,4,1.0,0.6,1.0,1.0,8,8,48,0.008478400006424636,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,71,oracle,"[0, 1]","{""0"": 15, ""1"": 15}",4,6,,,1,0,3,1,12.959129333496094,True,False,False,True,1,-0.2514341175556183,False,False,"[0, 3]",12.959129333496094,5,4,1.0,0.6,1.0,1.0,8,8,48,0.008478400006424636,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,71,oracle,"[0, 1]","{""0"": 15, ""1"": 15}",4,6,,,1,0,2,2,12.925042152404785,True,False,False,True,1,0.25440680980682373,False,False,"[0, 2]",12.925042152404785,5,4,1.0,0.6,1.0,1.0,8,8,48,0.008478400006424636,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,71,oracle,"[0, 1]","{""0"": 15, ""1"": 15}",4,6,,,1,0,4,4,12.919211387634277,True,False,False,True,2,0.2881618142127991,False,False,"[0, 4]",12.919211387634277,5,4,1.0,0.6,1.0,1.0,8,8,48,0.008478400006424636,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,71,oracle,"[0, 1]","{""0"": 15, ""1"": 15}",4,6,,,1,1,0,1,12.756710052490234,True,True,False,False,,,False,False,"[1, 0]",12.756710052490234,5,4,1.0,0.6,1.0,1.0,8,8,48,0.008478400006424636,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,71,oracle,"[0, 1]","{""0"": 15, ""1"": 15}",4,6,,,1,1,3,2,12.73642349243164,True,True,False,False,,,False,False,"[1, 3]",12.73642349243164,5,4,1.0,0.6,1.0,1.0,8,8,48,0.008478400006424636,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,71,oracle,"[0, 1]","{""0"": 15, ""1"": 15}",4,6,,,1,1,2,3,12.699236869812012,True,True,False,False,,,False,False,"[1, 2]",12.699236869812012,5,4,1.0,0.6,1.0,1.0,8,8,48,0.008478400006424636,8526848,0
test,hotpotqa,5adc93a4554299438c868e01,71,oracle,"[0, 1]","{""0"": 15, ""1"": 15}",4,6,,,1,1,4,4,12.697318077087402,True,True,False,False,,,False,False,"[1, 4]",12.697318077087402,5,4,1.0,0.6,1.0,1.0,8,8,48,0.008478400006424636,8526848,0
validation,hotpotqa,5ab7f97a5542991d322237ef,11,oracle,[0],"{""0"": 7}",4,6,,,1,0,11,1,12.69166088104248,True,False,False,True,7,-0.32341468334198,False,False,"[0, 11]",12.69166088104248,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.014278600050602108,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,11,oracle,[0],"{""0"": 7}",4,6,,,1,0,2,2,12.647546768188477,True,False,False,True,7,-0.3652663230895996,False,False,"[0, 2]",12.647546768188477,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.014278600050602108,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,11,oracle,[0],"{""0"": 7}",4,6,,,1,0,1,3,12.636504173278809,True,False,False,True,7,-0.35733240842819214,False,False,"[0, 1]",12.636504173278809,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.014278600050602108,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,11,oracle,[0],"{""0"": 7}",4,6,,,1,0,13,4,12.63333797454834,True,False,False,True,5,-0.2539460361003876,False,False,"[0, 13]",12.63333797454834,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.014278600050602108,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,11,oracle,[0],"{""0"": 7}",4,6,,,2,11,2,1,12.404126167297363,True,True,False,False,,,False,False,"[0, 11, 2]",12.404126167297363,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.014278600050602108,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,11,oracle,[0],"{""0"": 7}",4,6,,,2,11,1,2,12.394030570983887,True,True,False,False,,,False,False,"[0, 11, 1]",12.394030570983887,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.014278600050602108,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,11,oracle,[0],"{""0"": 7}",4,6,,,2,11,13,3,12.387391090393066,True,True,False,False,,,False,False,"[0, 11, 13]",12.387391090393066,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.014278600050602108,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,11,oracle,[0],"{""0"": 7}",4,6,,,2,11,3,4,12.383284568786621,True,False,False,True,7,-0.39949750900268555,False,False,"[0, 11, 3]",12.383284568786621,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.014278600050602108,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,11,oracle,[0],"{""0"": 7}",4,6,,,2,2,3,3,12.734770774841309,True,True,False,False,,,False,False,"[0, 2, 3]",12.647546768188477,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.014278600050602108,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,23,oracle,[0],"{""0"": 7}",4,6,,,1,0,11,1,12.69166088104248,True,False,False,True,7,-0.26381123065948486,False,False,"[0, 11]",12.69166088104248,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.012913200014736503,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,23,oracle,[0],"{""0"": 7}",4,6,,,1,0,2,2,12.647546768188477,True,False,False,True,7,-0.3368326425552368,False,False,"[0, 2]",12.647546768188477,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.012913200014736503,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,23,oracle,[0],"{""0"": 7}",4,6,,,1,0,1,3,12.636504173278809,True,False,False,True,7,-0.3022250533103943,False,False,"[0, 1]",12.636504173278809,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.012913200014736503,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,23,oracle,[0],"{""0"": 7}",4,6,,,1,0,13,4,12.63333797454834,True,False,False,True,5,0.22261497378349304,False,False,"[0, 13]",12.63333797454834,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.012913200014736503,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,23,oracle,[0],"{""0"": 7}",4,6,,,2,11,2,1,12.404126167297363,True,True,False,False,,,False,False,"[0, 11, 2]",12.404126167297363,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.012913200014736503,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,23,oracle,[0],"{""0"": 7}",4,6,,,2,11,1,2,12.394030570983887,True,True,False,False,,,False,False,"[0, 11, 1]",12.394030570983887,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.012913200014736503,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,23,oracle,[0],"{""0"": 7}",4,6,,,2,11,13,3,12.387391090393066,True,True,False,False,,,False,False,"[0, 11, 13]",12.387391090393066,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.012913200014736503,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,23,oracle,[0],"{""0"": 7}",4,6,,,2,11,3,4,12.383284568786621,True,False,False,True,7,-0.41143304109573364,False,False,"[0, 11, 3]",12.383284568786621,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.012913200014736503,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,23,oracle,[0],"{""0"": 7}",4,6,,,2,2,3,3,12.734770774841309,True,True,False,False,,,False,False,"[0, 2, 3]",12.647546768188477,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.012913200014736503,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,37,oracle,[0],"{""0"": 7}",4,6,,,1,0,11,1,12.69166088104248,True,False,False,True,7,-0.22919905185699463,False,False,"[0, 11]",12.69166088104248,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.01229280000552535,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,37,oracle,[0],"{""0"": 7}",4,6,,,1,0,2,2,12.647546768188477,True,False,False,True,7,-0.33192387223243713,False,False,"[0, 2]",12.647546768188477,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.01229280000552535,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,37,oracle,[0],"{""0"": 7}",4,6,,,1,0,1,3,12.636504173278809,True,False,False,True,7,-0.3046696186065674,False,False,"[0, 1]",12.636504173278809,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.01229280000552535,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,37,oracle,[0],"{""0"": 7}",4,6,,,1,0,13,4,12.63333797454834,True,False,False,True,7,0.026832688599824905,False,False,"[0, 13]",12.63333797454834,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.01229280000552535,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,37,oracle,[0],"{""0"": 7}",4,6,,,2,11,2,1,12.404126167297363,True,True,False,False,,,False,False,"[0, 11, 2]",12.404126167297363,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.01229280000552535,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,37,oracle,[0],"{""0"": 7}",4,6,,,2,11,1,2,12.394030570983887,True,True,False,False,,,False,False,"[0, 11, 1]",12.394030570983887,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.01229280000552535,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,37,oracle,[0],"{""0"": 7}",4,6,,,2,11,13,3,12.387391090393066,True,True,False,False,,,False,False,"[0, 11, 13]",12.387391090393066,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.01229280000552535,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,37,oracle,[0],"{""0"": 7}",4,6,,,2,11,3,4,12.383284568786621,True,False,False,True,7,-0.37621554732322693,False,False,"[0, 11, 3]",12.383284568786621,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.01229280000552535,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,37,oracle,[0],"{""0"": 7}",4,6,,,2,2,3,3,12.734770774841309,True,True,False,False,,,False,False,"[0, 2, 3]",12.647546768188477,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.01229280000552535,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,53,oracle,[0],"{""0"": 5}",4,6,,,1,0,11,1,12.69166088104248,True,False,False,True,5,-0.25170621275901794,False,False,"[0, 11]",12.69166088104248,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.011884199979249388,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,53,oracle,[0],"{""0"": 5}",4,6,,,1,0,2,2,12.647546768188477,True,False,False,True,7,-0.31034475564956665,False,False,"[0, 2]",12.647546768188477,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.011884199979249388,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,53,oracle,[0],"{""0"": 5}",4,6,,,1,0,1,3,12.636504173278809,True,False,False,True,7,-0.2983276844024658,False,False,"[0, 1]",12.636504173278809,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.011884199979249388,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,53,oracle,[0],"{""0"": 5}",4,6,,,1,0,13,4,12.63333797454834,True,False,False,True,5,0.17703461647033691,False,False,"[0, 13]",12.63333797454834,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.011884199979249388,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,53,oracle,[0],"{""0"": 5}",4,6,,,2,11,2,1,12.404126167297363,True,True,False,False,,,False,False,"[0, 11, 2]",12.404126167297363,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.011884199979249388,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,53,oracle,[0],"{""0"": 5}",4,6,,,2,11,1,2,12.394030570983887,True,True,False,False,,,False,False,"[0, 11, 1]",12.394030570983887,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.011884199979249388,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,53,oracle,[0],"{""0"": 5}",4,6,,,2,11,13,3,12.387391090393066,True,True,False,False,,,False,False,"[0, 11, 13]",12.387391090393066,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.011884199979249388,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,53,oracle,[0],"{""0"": 5}",4,6,,,2,11,3,4,12.383284568786621,True,False,False,True,7,-0.3794650435447693,False,False,"[0, 11, 3]",12.383284568786621,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.011884199979249388,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,53,oracle,[0],"{""0"": 5}",4,6,,,2,2,3,3,12.734770774841309,True,True,False,False,,,False,False,"[0, 2, 3]",12.647546768188477,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.011884199979249388,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,71,oracle,[0],"{""0"": 7}",4,6,,,1,0,11,1,12.69166088104248,True,False,False,True,7,-0.31505894660949707,False,False,"[0, 11]",12.69166088104248,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.012699300015810877,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,71,oracle,[0],"{""0"": 7}",4,6,,,1,0,2,2,12.647546768188477,True,False,False,True,7,-0.3245726227760315,False,False,"[0, 2]",12.647546768188477,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.012699300015810877,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,71,oracle,[0],"{""0"": 7}",4,6,,,1,0,1,3,12.636504173278809,True,False,False,True,7,-0.34270980954170227,False,False,"[0, 1]",12.636504173278809,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.012699300015810877,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,71,oracle,[0],"{""0"": 7}",4,6,,,1,0,13,4,12.63333797454834,True,False,False,True,1,-0.15797793865203857,False,False,"[0, 13]",12.63333797454834,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.012699300015810877,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,71,oracle,[0],"{""0"": 7}",4,6,,,2,11,2,1,12.404126167297363,True,True,False,False,,,False,False,"[0, 11, 2]",12.404126167297363,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.012699300015810877,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,71,oracle,[0],"{""0"": 7}",4,6,,,2,11,1,2,12.394030570983887,True,True,False,False,,,False,False,"[0, 11, 1]",12.394030570983887,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.012699300015810877,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,71,oracle,[0],"{""0"": 7}",4,6,,,2,11,13,3,12.387391090393066,True,True,False,False,,,False,False,"[0, 11, 13]",12.387391090393066,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.012699300015810877,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,71,oracle,[0],"{""0"": 7}",4,6,,,2,11,3,4,12.383284568786621,True,False,False,True,7,-0.37777888774871826,False,False,"[0, 11, 3]",12.383284568786621,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.012699300015810877,8527872,0
validation,hotpotqa,5ab7f97a5542991d322237ef,71,oracle,[0],"{""0"": 7}",4,6,,,2,2,3,3,12.734770774841309,True,True,False,False,,,False,False,"[0, 2, 3]",12.647546768188477,6,4,0.5,0.16666666666666666,0.0,0.0,12,45,50,0.012699300015810877,8527872,0
test,hotpotqa,5a8888e35542997e5c09a5f6,11,oracle,[2],"{""2"": 1}",4,6,,,1,2,3,1,13.218647003173828,True,False,False,True,1,-0.5054479241371155,False,False,"[2, 3]",13.218647003173828,5,4,1.0,0.4,1.0,1.0,8,8,48,0.00919489999068901,8526848,0
test,hotpotqa,5a8888e35542997e5c09a5f6,11,oracle,[2],"{""2"": 1}",4,6,,,1,2,0,2,12.802353858947754,True,False,False,True,1,-0.49848997592926025,False,False,"[2, 0]",12.802353858947754,5,4,1.0,0.4,1.0,1.0,8,8,48,0.00919489999068901,8526848,0
test,hotpotqa,5a8888e35542997e5c09a5f6,11,oracle,[2],"{""2"": 1}",4,6,,,1,2,4,3,12.790060997009277,True,False,False,True,1,-0.45776164531707764,False,False,"[2, 4]",12.790060997009277,5,4,1.0,0.4,1.0,1.0,8,8,48,0.00919489999068901,8526848,0
test,hotpotqa,5a8888e35542997e5c09a5f6,11,oracle,[2],"{""2"": 1}",4,6,,,1,2,1,4,12.785011291503906,True,False,False,True,1,-0.4970274567604065,False,False,"[2, 1]",12.785011291503906,5,4,1.0,0.4,1.0,1.0,8,8,48,0.00919489999068901,8526848,0
test,hotpotqa,5a8888e35542997e5c09a5f6,11,oracle,[2],"{""2"": 1}",4,6,,,2,3,4,1,13.106419563293457,True,True,False,False,,,False,False,"[2, 3, 4]",13.106419563293457,5,4,1.0,0.4,1.0,1.0,8,8,48,0.00919489999068901,8526848,0
