tokenizer,target,perturbation,mode,stop_token_strategy,rank,top1,recall_at_4,query_ms,candidate_rows
qwen3_0_6b,173,typo,token_weighted,none,33,0,0,231.5787998959422,64
qwen3_0_6b,173,typo,token_weighted,fixed,33,0,0,222.78250008821487,64
qwen3_0_6b,173,typo,token_weighted,idf,33,0,0,284.484599949792,64
qwen3_0_6b,173,typo,cascade,none,1,1,1,215.2384000364691,64
qwen3_0_6b,173,typo,cascade,fixed,1,1,1,214.88600014708936,64
qwen3_0_6b,173,typo,cascade,idf,1,1,1,221.56389988958836,64
qwen3_0_6b,173,abbreviation,token_exact,idf,1,1,1,227.7248001191765,63
qwen3_0_6b,173,abbreviation,token_ngram,idf,1,1,1,232.45949996635318,63
qwen3_0_6b,173,abbreviation,token_edit,idf,35,0,0,237.39350005052984,63
qwen3_0_6b,173,abbreviation,token_approx,idf,35,0,0,246.35899998247623,63
qwen3_0_6b,173,abbreviation,token_weighted,none,35,0,0,267.52309990115464,63
qwen3_0_6b,173,abbreviation,token_weighted,fixed,35,0,0,248.4552999958396,63
qwen3_0_6b,173,abbreviation,token_weighted,idf,35,0,0,223.53219985961914,63
qwen3_0_6b,173,abbreviation,cascade,none,1,1,1,238.68900001980364,63
qwen3_0_6b,173,abbreviation,cascade,fixed,1,1,1,251.3485997915268,63
qwen3_0_6b,173,abbreviation,cascade,idf,1,1,1,237.22449992783368,63
qwen3_0_6b,173,identifier_alias,token_exact,idf,1,1,1,232.19399992376566,63
qwen3_0_6b,173,identifier_alias,token_ngram,idf,1,1,1,233.21889992803335,63
qwen3_0_6b,173,identifier_alias,token_edit,idf,47,0,0,250.50339987501502,63
qwen3_0_6b,173,identifier_alias,token_approx,idf,47,0,0,217.55579998716712,63
qwen3_0_6b,173,identifier_alias,token_weighted,none,47,0,0,243.43349994160235,63
qwen3_0_6b,173,identifier_alias,token_weighted,fixed,47,0,0,225.4949000198394,63
qwen3_0_6b,173,identifier_alias,token_weighted,idf,47,0,0,252.5007000658661,63
qwen3_0_6b,173,identifier_alias,cascade,none,1,1,1,252.7733000461012,63
qwen3_0_6b,173,identifier_alias,cascade,fixed,1,1,1,253.4491999540478,63
qwen3_0_6b,173,identifier_alias,cascade,idf,1,1,1,218.21599989198148,63
qwen3_0_6b,173,stop_insertion,token_exact,idf,1,1,1,327.95479986816645,63
qwen3_0_6b,173,stop_insertion,token_ngram,idf,1,1,1,312.06610007211566,63
qwen3_0_6b,173,stop_insertion,token_edit,idf,35,0,0,402.8018999379128,63
qwen3_0_6b,173,stop_insertion,token_approx,idf,35,0,0,303.18990000523627,63
qwen3_0_6b,173,stop_insertion,token_weighted,none,35,0,0,331.99670002795756,63
qwen3_0_6b,173,stop_insertion,token_weighted,fixed,35,0,0,326.46839995868504,63
qwen3_0_6b,173,stop_insertion,token_weighted,idf,35,0,0,331.2369000632316,63
qwen3_0_6b,173,stop_insertion,cascade,none,1,1,1,307.43440007790923,63
qwen3_0_6b,173,stop_insertion,cascade,fixed,1,1,1,326.73400011844933,63
qwen3_0_6b,173,stop_insertion,cascade,idf,1,1,1,351.3732999563217,63
qwen3_0_6b,173,unicode_fullwidth_nfkc,token_exact,idf,1,1,1,572.0628998242319,64
qwen3_0_6b,173,unicode_fullwidth_nfkc,token_ngram,idf,1,1,1,602.7913999278098,64
qwen3_0_6b,173,unicode_fullwidth_nfkc,token_edit,idf,2,0,1,619.4088999181986,64
qwen3_0_6b,173,unicode_fullwidth_nfkc,token_approx,idf,2,0,1,607.3003001511097,64
qwen3_0_6b,173,unicode_fullwidth_nfkc,token_weighted,none,2,0,1,552.5303999893367,64
qwen3_0_6b,173,unicode_fullwidth_nfkc,token_weighted,fixed,2,0,1,549.6017001569271,64
qwen3_0_6b,173,unicode_fullwidth_nfkc,token_weighted,idf,2,0,1,584.2720000073314,64
qwen3_0_6b,173,unicode_fullwidth_nfkc,cascade,none,1,1,1,562.0472999289632,64
qwen3_0_6b,173,unicode_fullwidth_nfkc,cascade,fixed,1,1,1,561.2507998012006,64
qwen3_0_6b,173,unicode_fullwidth_nfkc,cascade,idf,1,1,1,645.5135000869632,64
qwen3_0_6b,173,unicode_math_nfkc,token_exact,idf,1,1,1,569.8718000203371,64
qwen3_0_6b,173,unicode_math_nfkc,token_ngram,idf,1,1,1,664.0681000426412,64
qwen3_0_6b,173,unicode_math_nfkc,token_edit,idf,2,0,1,588.5650001000613,64
qwen3_0_6b,173,unicode_math_nfkc,token_approx,idf,2,0,1,612.2961998917162,64
qwen3_0_6b,173,unicode_math_nfkc,token_weighted,none,2,0,1,596.5686999261379,64
qwen3_0_6b,173,unicode_math_nfkc,token_weighted,fixed,2,0,1,611.0067998524755,64
qwen3_0_6b,173,unicode_math_nfkc,token_weighted,idf,2,0,1,575.1883999910206,64
qwen3_0_6b,173,unicode_math_nfkc,cascade,none,1,1,1,591.584200039506,64
qwen3_0_6b,173,unicode_math_nfkc,cascade,fixed,1,1,1,579.6205000951886,64
qwen3_0_6b,173,unicode_math_nfkc,cascade,idf,1,1,1,581.9713000673801,64
qwen3_0_6b,239,clean,token_exact,idf,1,1,1,215.59140016324818,63
qwen3_0_6b,239,clean,token_ngram,idf,1,1,1,216.6615000460297,63
qwen3_0_6b,239,clean,token_edit,idf,38,0,0,215.7463999465108,63
qwen3_0_6b,239,clean,token_approx,idf,38,0,0,220.09789990261197,63
qwen3_0_6b,239,clean,token_weighted,none,38,0,0,224.31339998729527,63
qwen3_0_6b,239,clean,token_weighted,fixed,38,0,0,221.45100007764995,63
qwen3_0_6b,239,clean,token_weighted,idf,38,0,0,223.3839000109583,63
qwen3_0_6b,239,clean,cascade,none,1,1,1,232.18609998002648,63
qwen3_0_6b,239,clean,cascade,fixed,1,1,1,228.92099991440773,63
qwen3_0_6b,239,clean,cascade,idf,1,1,1,230.97069980576634,63
qwen3_0_6b,239,case,token_exact,idf,1,1,1,220.46969993971288,63
qwen3_0_6b,239,case,token_ngram,idf,1,1,1,314.56700013950467,63
qwen3_0_6b,239,case,token_edit,idf,36,0,0,254.40380000509322,63
qwen3_0_6b,239,case,token_approx,idf,36,0,0,373.81749995984137,63
qwen3_0_6b,239,case,token_weighted,none,36,0,0,244.95179997757077,63
qwen3_0_6b,239,case,token_weighted,fixed,36,0,0,247.92989995330572,63
qwen3_0_6b,239,case,token_weighted,idf,36,0,0,243.6295000370592,63
qwen3_0_6b,239,case,cascade,none,1,1,1,236.4030999597162,63
qwen3_0_6b,239,case,cascade,fixed,1,1,1,286.17279999889433,63
qwen3_0_6b,239,case,cascade,idf,1,1,1,267.96640013344586,63
qwen3_0_6b,239,leading_space,token_exact,idf,1,1,1,260.9665000345558,63
qwen3_0_6b,239,leading_space,token_ngram,idf,1,1,1,255.70200011134148,63
qwen3_0_6b,239,leading_space,token_edit,idf,38,0,0,254.3921999167651,63
qwen3_0_6b,239,leading_space,token_approx,idf,38,0,0,221.09000012278557,63
qwen3_0_6b,239,leading_space,token_weighted,none,38,0,0,244.27099991589785,63
qwen3_0_6b,239,leading_space,token_weighted,fixed,38,0,0,223.6674001906067,63
qwen3_0_6b,239,leading_space,token_weighted,idf,38,0,0,211.42760012298822,63
qwen3_0_6b,239,leading_space,cascade,none,1,1,1,246.8024999834597,63
qwen3_0_6b,239,leading_space,cascade,fixed,1,1,1,221.57959989272058,63
qwen3_0_6b,239,leading_space,cascade,idf,1,1,1,243.72669984586537,63
qwen3_0_6b,239,punctuation,token_exact,idf,1,1,1,248.3683000318706,63
qwen3_0_6b,239,punctuation,token_ngram,idf,1,1,1,300.0587997958064,63
qwen3_0_6b,239,punctuation,token_edit,idf,38,0,0,239.8587001953274,63
qwen3_0_6b,239,punctuation,token_approx,idf,38,0,0,241.79690005257726,63
qwen3_0_6b,239,punctuation,token_weighted,none,38,0,0,274.5028000790626,63
qwen3_0_6b,239,punctuation,token_weighted,fixed,38,0,0,233.38590003550053,63
qwen3_0_6b,239,punctuation,token_weighted,idf,38,0,0,255.83240017294884,63
qwen3_0_6b,239,punctuation,cascade,none,1,1,1,274.3627999443561,63
qwen3_0_6b,239,punctuation,cascade,fixed,1,1,1,241.17930000647902,63
qwen3_0_6b,239,punctuation,cascade,idf,1,1,1,242.78739979490638,63
qwen3_0_6b,239,hyphenation,token_exact,idf,1,1,1,381.87289983034134,63
qwen3_0_6b,239,hyphenation,token_ngram,idf,1,1,1,281.18079993873835,63
qwen3_0_6b,239,hyphenation,token_edit,idf,15,0,0,238.29289991408587,63
qwen3_0_6b,239,hyphenation,token_approx,idf,15,0,0,300.0316999386996,63
qwen3_0_6b,239,hyphenation,token_weighted,none,15,0,0,263.8878000434488,63
qwen3_0_6b,239,hyphenation,token_weighted,fixed,15,0,0,263.7150997761637,63
qwen3_0_6b,239,hyphenation,token_weighted,idf,15,0,0,301.60450004041195,63
qwen3_0_6b,239,hyphenation,cascade,none,1,1,1,260.85849991068244,63
qwen3_0_6b,239,hyphenation,cascade,fixed,1,1,1,274.754700018093,63
qwen3_0_6b,239,hyphenation,cascade,idf,1,1,1,300.6154000759125,63
qwen3_0_6b,239,concatenation,token_exact,idf,1,1,1,226.79610014893115,63
qwen3_0_6b,239,concatenation,token_ngram,idf,1,1,1,268.70879996567965,63
qwen3_0_6b,239,concatenation,token_edit,idf,38,0,0,248.20229993201792,63
qwen3_0_6b,239,concatenation,token_approx,idf,38,0,0,214.44880007766187,63
qwen3_0_6b,239,concatenation,token_weighted,none,38,0,0,235.62039993703365,63
qwen3_0_6b,239,concatenation,token_weighted,fixed,38,0,0,268.2531999889761,63
qwen3_0_6b,239,concatenation,token_weighted,idf,38,0,0,211.17350016720593,63
qwen3_0_6b,239,concatenation,cascade,none,1,1,1,232.6073998119682,63
qwen3_0_6b,239,concatenation,cascade,fixed,1,1,1,274.34520004317164,63
qwen3_0_6b,239,concatenation,cascade,idf,1,1,1,209.53290001489222,63
qwen3_0_6b,239,split,token_exact,idf,1,1,1,265.35459980368614,64
qwen3_0_6b,239,split,token_ngram,idf,1,1,1,311.1294999253005,64
qwen3_0_6b,239,split,token_edit,idf,3,0,1,273.09469995088875,64
qwen3_0_6b,239,split,token_approx,idf,3,0,1,277.29219989851117,64
qwen3_0_6b,239,split,token_weighted,none,3,0,1,282.3356001172215,64
qwen3_0_6b,239,split,token_weighted,fixed,3,0,1,227.776899933815,64
qwen3_0_6b,239,split,token_weighted,idf,3,0,1,309.56969992257655,64
qwen3_0_6b,239,split,cascade,none,1,1,1,282.211400102824,64
qwen3_0_6b,239,split,cascade,fixed,1,1,1,304.94719999842346,64
qwen3_0_6b,239,split,cascade,idf,1,1,1,315.1128999888897,64
qwen3_0_6b,239,typo,token_exact,idf,1,1,1,255.9738999698311,64
qwen3_0_6b,239,typo,token_ngram,idf,1,1,1,218.46210001967847,64
qwen3_0_6b,239,typo,token_edit,idf,34,0,0,286.85099980793893,64
qwen3_0_6b,239,typo,token_approx,idf,34,0,0,240.5159999616444,64
qwen3_0_6b,239,typo,token_weighted,none,34,0,0,222.87459997460246,64
qwen3_0_6b,239,typo,token_weighted,fixed,34,0,0,283.5083999671042,64
qwen3_0_6b,239,typo,token_weighted,idf,34,0,0,203.6516999360174,64
qwen3_0_6b,239,typo,cascade,none,1,1,1,257.5520998798311,64
qwen3_0_6b,239,typo,cascade,fixed,1,1,1,285.4305999353528,64
qwen3_0_6b,239,typo,cascade,idf,1,1,1,219.58289993926883,64
qwen3_0_6b,239,abbreviation,token_exact,idf,1,1,1,307.26539995521307,63
qwen3_0_6b,239,abbreviation,token_ngram,idf,1,1,1,277.7855999302119,63
qwen3_0_6b,239,abbreviation,token_edit,idf,38,0,0,234.6217001322657,63
qwen3_0_6b,239,abbreviation,token_approx,idf,38,0,0,226.2520999647677,63
qwen3_0_6b,239,abbreviation,token_weighted,none,38,0,0,256.628799950704,63
qwen3_0_6b,239,abbreviation,token_weighted,fixed,38,0,0,221.67479991912842,63
qwen3_0_6b,239,abbreviation,token_weighted,idf,38,0,0,251.39990006573498,63
qwen3_0_6b,239,abbreviation,cascade,none,1,1,1,223.23439992032945,63
qwen3_0_6b,239,abbreviation,cascade,fixed,1,1,1,235.25239992886782,63
qwen3_0_6b,239,abbreviation,cascade,idf,1,1,1,227.62509994208813,63
qwen3_0_6b,239,identifier_alias,token_exact,idf,1,1,1,230.1539999898523,61
qwen3_0_6b,239,identifier_alias,token_ngram,idf,1,1,1,274.5314999483526,61
qwen3_0_6b,239,identifier_alias,token_edit,idf,47,0,0,247.00360000133514,61
qwen3_0_6b,239,identifier_alias,token_approx,idf,47,0,0,205.28599992394447,61
qwen3_0_6b,239,identifier_alias,token_weighted,none,47,0,0,291.76699998788536,61
qwen3_0_6b,239,identifier_alias,token_weighted,fixed,47,0,0,203.11399991624057,61
qwen3_0_6b,239,identifier_alias,token_weighted,idf,47,0,0,200.08540013805032,61
qwen3_0_6b,239,identifier_alias,cascade,none,1,1,1,241.9767000246793,61
qwen3_0_6b,239,identifier_alias,cascade,fixed,1,1,1,214.2634999472648,61
qwen3_0_6b,239,identifier_alias,cascade,idf,1,1,1,204.13560001179576,61
qwen3_0_6b,239,stop_insertion,token_exact,idf,1,1,1,341.82449989020824,63
qwen3_0_6b,239,stop_insertion,token_ngram,idf,1,1,1,306.20050011202693,63
qwen3_0_6b,239,stop_insertion,token_edit,idf,38,0,0,419.7609999682754,63
qwen3_0_6b,239,stop_insertion,token_approx,idf,38,0,0,319.7927998844534,63
qwen3_0_6b,239,stop_insertion,token_weighted,none,38,0,0,328.7945000920445,63
qwen3_0_6b,239,stop_insertion,token_weighted,fixed,38,0,0,325.06719999946654,63
qwen3_0_6b,239,stop_insertion,token_weighted,idf,38,0,0,336.19210007600486,63
qwen3_0_6b,239,stop_insertion,cascade,none,1,1,1,337.2218001168221,63
qwen3_0_6b,239,stop_insertion,cascade,fixed,1,1,1,331.947400001809,63
qwen3_0_6b,239,stop_insertion,cascade,idf,1,1,1,321.99590001255274,63
qwen3_0_6b,239,unicode_fullwidth_nfkc,token_exact,idf,1,1,1,600.4061000421643,64
qwen3_0_6b,239,unicode_fullwidth_nfkc,token_ngram,idf,1,1,1,560.6730999425054,64
qwen3_0_6b,239,unicode_fullwidth_nfkc,token_edit,idf,3,0,1,581.2997999601066,64
qwen3_0_6b,239,unicode_fullwidth_nfkc,token_approx,idf,3,0,1,584.5180000178516,64
qwen3_0_6b,239,unicode_fullwidth_nfkc,token_weighted,none,3,0,1,593.570799799636,64
qwen3_0_6b,239,unicode_fullwidth_nfkc,token_weighted,fixed,3,0,1,641.5079000871629,64
qwen3_0_6b,239,unicode_fullwidth_nfkc,token_weighted,idf,3,0,1,609.2306999489665,64
qwen3_0_6b,239,unicode_fullwidth_nfkc,cascade,none,1,1,1,695.094000082463,64
qwen3_0_6b,239,unicode_fullwidth_nfkc,cascade,fixed,1,1,1,577.545499894768,64
qwen3_0_6b,239,unicode_fullwidth_nfkc,cascade,idf,1,1,1,574.0545999724418,64
qwen3_0_6b,239,unicode_math_nfkc,token_exact,idf,1,1,1,647.6124001201242,64
qwen3_0_6b,239,unicode_math_nfkc,token_ngram,idf,1,1,1,656.8511000368744,64
qwen3_0_6b,239,unicode_math_nfkc,token_edit,idf,3,0,1,649.3932998273522,64
qwen3_0_6b,239,unicode_math_nfkc,token_approx,idf,3,0,1,664.4681999459863,64
qwen3_0_6b,239,unicode_math_nfkc,token_weighted,none,3,0,1,638.0534002091736,64
qwen3_0_6b,239,unicode_math_nfkc,token_weighted,fixed,3,0,1,631.2716999091208,64
qwen3_0_6b,239,unicode_math_nfkc,token_weighted,idf,3,0,1,636.744000017643,64
qwen3_0_6b,239,unicode_math_nfkc,cascade,none,1,1,1,618.3790001086891,64
qwen3_0_6b,239,unicode_math_nfkc,cascade,fixed,1,1,1,632.2572999633849,64
qwen3_0_6b,239,unicode_math_nfkc,cascade,idf,1,1,1,735.7954999897629,64
qwen3_0_6b,251,clean,token_exact,idf,1,1,1,243.25220007449389,64
qwen3_0_6b,251,clean,token_ngram,idf,5,0,0,230.45699996873736,64
qwen3_0_6b,251,clean,token_edit,idf,34,0,0,331.12360001541674,64
qwen3_0_6b,251,clean,token_approx,idf,34,0,0,303.70960012078285,64
qwen3_0_6b,251,clean,token_weighted,none,34,0,0,270.01930004917085,64
qwen3_0_6b,251,clean,token_weighted,fixed,34,0,0,247.4066000431776,64
qwen3_0_6b,251,clean,token_weighted,idf,34,0,0,252.5084000080824,64
qwen3_0_6b,251,clean,cascade,none,1,1,1,256.05239998549223,64
qwen3_0_6b,251,clean,cascade,fixed,1,1,1,264.6945999003947,64
qwen3_0_6b,251,clean,cascade,idf,1,1,1,251.4369001146406,64
qwen3_0_6b,251,case,token_exact,idf,1,1,1,247.36089981161058,64
qwen3_0_6b,251,case,token_ngram,idf,5,0,0,257.4714000802487,64
qwen3_0_6b,251,case,token_edit,idf,34,0,0,282.9855000600219,64
qwen3_0_6b,251,case,token_approx,idf,34,0,0,255.39700011722744,64
qwen3_0_6b,251,case,token_weighted,none,34,0,0,257.971600163728,64
qwen3_0_6b,251,case,token_weighted,fixed,34,0,0,267.9167001042515,64
qwen3_0_6b,251,case,token_weighted,idf,34,0,0,256.49049994535744,64
qwen3_0_6b,251,case,cascade,none,1,1,1,249.98959992080927,64
qwen3_0_6b,251,case,cascade,fixed,1,1,1,244.69870002940297,64
qwen3_0_6b,251,case,cascade,idf,1,1,1,247.5602999329567,64
qwen3_0_6b,251,leading_space,token_exact,idf,1,1,1,251.39740016311407,64
qwen3_0_6b,251,leading_space,token_ngram,idf,5,0,0,249.8325000051409,64
qwen3_0_6b,251,leading_space,token_edit,idf,34,0,0,260.77009993605316,64
qwen3_0_6b,251,leading_space,token_approx,idf,34,0,0,257.6949999202043,64
qwen3_0_6b,251,leading_space,token_weighted,none,34,0,0,234.09359995275736,64
qwen3_0_6b,251,leading_space,token_weighted,fixed,34,0,0,232.27160004898906,64
qwen3_0_6b,251,leading_space,token_weighted,idf,34,0,0,227.9886999167502,64
qwen3_0_6b,251,leading_space,cascade,none,1,1,1,242.90590011514723,64
qwen3_0_6b,251,leading_space,cascade,fixed,1,1,1,250.05959998816252,64
qwen3_0_6b,251,leading_space,cascade,idf,1,1,1,222.81479998491704,64
qwen3_0_6b,251,punctuation,token_exact,idf,1,1,1,217.82529982738197,64
qwen3_0_6b,251,punctuation,token_ngram,idf,5,0,0,223.37480005808175,64
qwen3_0_6b,251,punctuation,token_edit,idf,34,0,0,245.4423001036048,64
qwen3_0_6b,251,punctuation,token_approx,idf,34,0,0,312.4410999007523,64
qwen3_0_6b,251,punctuation,token_weighted,none,34,0,0,227.24179993383586,64
qwen3_0_6b,251,punctuation,token_weighted,fixed,34,0,0,254.42170002497733,64
qwen3_0_6b,251,punctuation,token_weighted,idf,34,0,0,227.78590000234544,64
qwen3_0_6b,251,punctuation,cascade,none,1,1,1,223.42579998075962,64
qwen3_0_6b,251,punctuation,cascade,fixed,1,1,1,232.38679999485612,64
qwen3_0_6b,251,punctuation,cascade,idf,1,1,1,221.92910010926425,64
qwen3_0_6b,251,hyphenation,token_exact,idf,1,1,1,246.32249982096255,64
qwen3_0_6b,251,hyphenation,token_ngram,idf,5,0,0,232.85580007359385,64
qwen3_0_6b,251,hyphenation,token_edit,idf,13,0,0,253.38870007544756,64
qwen3_0_6b,251,hyphenation,token_approx,idf,13,0,0,274.9923998489976,64
qwen3_0_6b,251,hyphenation,token_weighted,none,13,0,0,256.58030016347766,64
qwen3_0_6b,251,hyphenation,token_weighted,fixed,13,0,0,273.9377999678254,64
qwen3_0_6b,251,hyphenation,token_weighted,idf,13,0,0,246.19580013677478,64
qwen3_0_6b,251,hyphenation,cascade,none,1,1,1,251.89810013398528,64
qwen3_0_6b,251,hyphenation,cascade,fixed,1,1,1,245.61069998890162,64
qwen3_0_6b,251,hyphenation,cascade,idf,1,1,1,250.26809982955456,64
qwen3_0_6b,251,concatenation,token_exact,idf,1,1,1,238.08140004985034,64
qwen3_0_6b,251,concatenation,token_ngram,idf,5,0,0,233.54180017486215,64
qwen3_0_6b,251,concatenation,token_edit,idf,34,0,0,244.83520002104342,64
qwen3_0_6b,251,concatenation,token_approx,idf,34,0,0,219.40139983780682,64
qwen3_0_6b,251,concatenation,token_weighted,none,34,0,0,233.75449981540442,64
qwen3_0_6b,251,concatenation,token_weighted,fixed,34,0,0,252.14719981886446,64
qwen3_0_6b,251,concatenation,token_weighted,idf,34,0,0,244.84100006520748,64
qwen3_0_6b,251,concatenation,cascade,none,1,1,1,240.02710008062422,64
qwen3_0_6b,251,concatenation,cascade,fixed,1,1,1,245.06699992343783,64
qwen3_0_6b,251,concatenation,cascade,idf,1,1,1,259.6326998900622,64
qwen3_0_6b,251,split,token_exact,idf,1,1,1,240.93750002793968,64
qwen3_0_6b,251,split,token_ngram,idf,7,0,0,270.190600072965,64
qwen3_0_6b,251,split,token_edit,idf,4,0,1,276.6603999771178,64
qwen3_0_6b,251,split,token_approx,idf,4,0,1,262.8316998016089,64
qwen3_0_6b,251,split,token_weighted,none,4,0,1,263.7955998070538,64
qwen3_0_6b,251,split,token_weighted,fixed,4,0,1,254.94299991987646,64
qwen3_0_6b,251,split,token_weighted,idf,4,0,1,261.4480999764055,64
qwen3_0_6b,251,split,cascade,none,1,1,1,245.07250008173287,64
qwen3_0_6b,251,split,cascade,fixed,1,1,1,243.330700090155,64
qwen3_0_6b,251,split,cascade,idf,1,1,1,261.28540001809597,64
qwen3_0_6b,251,typo,token_exact,idf,1,1,1,247.4501000251621,64
qwen3_0_6b,251,typo,token_ngram,idf,7,0,0,252.43550003506243,64
qwen3_0_6b,251,typo,token_edit,idf,35,0,0,272.31810009106994,64
qwen3_0_6b,251,typo,token_approx,idf,35,0,0,223.63159991800785,64
qwen3_0_6b,251,typo,token_weighted,none,35,0,0,233.93210000358522,64
qwen3_0_6b,251,typo,token_weighted,fixed,35,0,0,250.20599993877113,64
qwen3_0_6b,251,typo,token_weighted,idf,35,0,0,264.5130001474172,64
qwen3_0_6b,251,typo,cascade,none,1,1,1,231.52809985913336,64
qwen3_0_6b,251,typo,cascade,fixed,1,1,1,257.5766001828015,64
qwen3_0_6b,251,typo,cascade,idf,1,1,1,233.7927999906242,64
qwen3_0_6b,251,abbreviation,token_exact,idf,1,1,1,244.17310021817684,64
qwen3_0_6b,251,abbreviation,token_ngram,idf,5,0,0,269.0316999796778,64
qwen3_0_6b,251,abbreviation,token_edit,idf,34,0,0,228.94419985823333,64
qwen3_0_6b,251,abbreviation,token_approx,idf,34,0,0,273.5371000599116,64
qwen3_0_6b,251,abbreviation,token_weighted,none,34,0,0,293.88089990243316,64
qwen3_0_6b,251,abbreviation,token_weighted,fixed,34,0,0,236.9013000279665,64
qwen3_0_6b,251,abbreviation,token_weighted,idf,34,0,0,279.3270000256598,64
qwen3_0_6b,251,abbreviation,cascade,none,1,1,1,254.3513998389244,64
qwen3_0_6b,251,abbreviation,cascade,fixed,1,1,1,223.81590004079044,64
qwen3_0_6b,251,abbreviation,cascade,idf,1,1,1,233.66580018773675,64
qwen3_0_6b,251,identifier_alias,token_exact,idf,1,1,1,284.16489996016026,63
qwen3_0_6b,251,identifier_alias,token_ngram,idf,1,1,1,216.1210998892784,63
qwen3_0_6b,251,identifier_alias,token_edit,idf,41,0,0,217.9610999301076,63
qwen3_0_6b,251,identifier_alias,token_approx,idf,41,0,0,288.11579989269376,63
qwen3_0_6b,251,identifier_alias,token_weighted,none,41,0,0,221.6692001093179,63
qwen3_0_6b,251,identifier_alias,token_weighted,fixed,41,0,0,250.27449987828732,63
qwen3_0_6b,251,identifier_alias,token_weighted,idf,41,0,0,264.8141998797655,63
qwen3_0_6b,251,identifier_alias,cascade,none,1,1,1,315.99720008671284,63
qwen3_0_6b,251,identifier_alias,cascade,fixed,1,1,1,222.18829998746514,63
qwen3_0_6b,251,identifier_alias,cascade,idf,1,1,1,261.6580999456346,63
qwen3_0_6b,251,stop_insertion,token_exact,idf,1,1,1,450.99019980989397,64
qwen3_0_6b,251,stop_insertion,token_ngram,idf,5,0,0,364.1788000240922,64
qwen3_0_6b,251,stop_insertion,token_edit,idf,34,0,0,301.6176000237465,64
qwen3_0_6b,251,stop_insertion,token_approx,idf,34,0,0,351.72299994155765,64
qwen3_0_6b,251,stop_insertion,token_weighted,none,34,0,0,318.0082000326365,64
qwen3_0_6b,251,stop_insertion,token_weighted,fixed,34,0,0,352.879700018093,64
qwen3_0_6b,251,stop_insertion,token_weighted,idf,34,0,0,314.6598001476377,64
qwen3_0_6b,251,stop_insertion,cascade,none,1,1,1,358.9548000600189,64
qwen3_0_6b,251,stop_insertion,cascade,fixed,1,1,1,302.4607999250293,64
qwen3_0_6b,251,stop_insertion,cascade,idf,1,1,1,383.3493001293391,64
qwen3_0_6b,251,unicode_fullwidth_nfkc,token_exact,idf,1,1,1,628.9576999843121,64
qwen3_0_6b,251,unicode_fullwidth_nfkc,token_ngram,idf,7,0,0,555.3323000203818,64
qwen3_0_6b,251,unicode_fullwidth_nfkc,token_edit,idf,4,0,1,596.7629998922348,64
qwen3_0_6b,251,unicode_fullwidth_nfkc,token_approx,idf,4,0,1,589.4438000395894,64
qwen3_0_6b,251,unicode_fullwidth_nfkc,token_weighted,none,4,0,1,617.953599896282,64
qwen3_0_6b,251,unicode_fullwidth_nfkc,token_weighted,fixed,4,0,1,603.6044000647962,64
qwen3_0_6b,251,unicode_fullwidth_nfkc,token_weighted,idf,4,0,1,649.215100100264,64
qwen3_0_6b,251,unicode_fullwidth_nfkc,cascade,none,1,1,1,645.6775998231024,64
qwen3_0_6b,251,unicode_fullwidth_nfkc,cascade,fixed,1,1,1,659.6483001485467,64
qwen3_0_6b,251,unicode_fullwidth_nfkc,cascade,idf,1,1,1,639.3840000964701,64
qwen3_0_6b,251,unicode_math_nfkc,token_exact,idf,1,1,1,682.4441000353545,64
qwen3_0_6b,251,unicode_math_nfkc,token_ngram,idf,7,0,0,624.6348000131547,64
qwen3_0_6b,251,unicode_math_nfkc,token_edit,idf,4,0,1,615.641999989748,64
qwen3_0_6b,251,unicode_math_nfkc,token_approx,idf,4,0,1,687.9412999842316,64
qwen3_0_6b,251,unicode_math_nfkc,token_weighted,none,4,0,1,658.2730000372976,64
qwen3_0_6b,251,unicode_math_nfkc,token_weighted,fixed,4,0,1,636.7165001574904,64
qwen3_0_6b,251,unicode_math_nfkc,token_weighted,idf,4,0,1,657.0667999330908,64
qwen3_0_6b,251,unicode_math_nfkc,cascade,none,1,1,1,698.2189998961985,64
qwen3_0_6b,251,unicode_math_nfkc,cascade,fixed,1,1,1,635.8593001496047,64
qwen3_0_6b,251,unicode_math_nfkc,cascade,idf,1,1,1,748.2747999019921,64
smollm2_135m,7,clean,token_exact,idf,1,1,1,156.82769985869527,63
smollm2_135m,7,clean,token_ngram,idf,1,1,1,173.48359990864992,63
smollm2_135m,7,clean,token_edit,idf,8,0,0,214.52639997005463,63
smollm2_135m,7,clean,token_approx,idf,8,0,0,164.54880009405315,63
smollm2_135m,7,clean,token_weighted,none,8,0,0,191.48639985360205,63
smollm2_135m,7,clean,token_weighted,fixed,8,0,0,144.8196000419557,63
smollm2_135m,7,clean,token_weighted,idf,8,0,0,217.75979991070926,63
smollm2_135m,7,clean,cascade,none,1,1,1,157.13490010239184,63
smollm2_135m,7,clean,cascade,fixed,1,1,1,160.43539997190237,63
smollm2_135m,7,clean,cascade,idf,1,1,1,246.5951000340283,63
smollm2_135m,7,case,token_exact,idf,1,1,1,217.57410001009703,63
smollm2_135m,7,case,token_ngram,idf,1,1,1,223.31040003336966,63
smollm2_135m,7,case,token_edit,idf,1,1,1,175.0300999265164,63
smollm2_135m,7,case,token_approx,idf,1,1,1,174.82930002734065,63
